schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source
100481,2.0,Städt. Katholische Grundschule,Florensstraße,- Primarstufe -,"Düsseldorf, KG Florensstraße",1.0,40221,Düsseldorf,Heinsenstr. 21,211.0,8924395.0,211.0,8924398.0,100481@schule.nrw.de,http://www.kg-florensstr.eschool.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342226.0,5675149.0,,51.205923,6.741396,Grundschule,Öffentlich,Düsseldorf,Städt. Katholische Grundschule Florensstraße - Primarstufe -,2118924395.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,9,3.0,0,4,5,6,0,5,159,"2024,2023,2022",Unfallatlas
100493,2.0,Fleher Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Fleher Schule",1.0,40223,Düsseldorf,Fleher Str. 213,211.0,8926940.0,211.0,8926949.0,100493@schule.nrw.de,http://www.kgs-flehe.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344144.0,5673735.0,,51.193744,6.769445,Grundschule,Öffentlich,Düsseldorf,Fleher Schule Städt. Kath. Grundschule - Primarstufe -,2118926940.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,29,9.7,0,2,27,20,3,13,146,"2024,2023,2022",Unfallatlas
100500,2.0,Bonifatiusschule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Bonifatiusschule",1.0,40223,Düsseldorf,Fleher Str. 70,211.0,8922110.0,211.0,8929638.0,100500@schule.nrw.de,http://www.bonifatiusschule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343958.0,5674723.0,,51.202571,6.766356,Grundschule,Öffentlich,Düsseldorf,Bonifatiusschule Städt. Kath. Grundschule - Primarstufe -,2118922110.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,86,28.7,1,17,68,35,12,52,24,"2024,2023,2022",Unfallatlas
100523,2.0,St. Franziskus Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. Franziskus Schule",1.0,40470,Düsseldorf,Herchenbachstr. 2,211.0,8924810.0,211.0,8925607.0,100523@schule.nrw.de,http://www.st-franziskus.schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347100.0,5679905.0,,51.249984,6.809085,Grundschule,Öffentlich,Düsseldorf,St. Franziskus Schule Städt. Kath. Grundschule - Primarstufe -,2118924810.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,27,9.0,0,4,23,10,6,19,127,"2024,2023,2022",Unfallatlas
100535,2.0,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Essener Str.",1.0,40476,Düsseldorf,Essener Str. 1,211.0,8923807.0,211.0,8923812.0,100535@schule.nrw.de,https://grundschule-essenerstrasse.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345364.0,5679297.0,,51.244053,6.784492,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118923807.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,163,54.3,0,18,145,89,26,97,119,"2024,2023,2022",Unfallatlas
100547,2.0,St. Cäcilia Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG St. Cäcilia Schule",1.0,40597,Düsseldorf,Erich-Müller-Str. 31,211.0,8928380.0,211.0,8929672.0,100547@schule.nrw.de,http://www.kg-st-caecilia.eschool.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351018.0,5670572.0,,51.167155,6.86906,Grundschule,Öffentlich,Düsseldorf,St. Cäcilia Schule Städt. Kath. Grundschule,2118928380.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,39,13.0,0,5,34,17,7,26,55,"2024,2023,2022",Unfallatlas
100560,2.0,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Einsiedelstr.",1.0,40597,Düsseldorf,Einsiedelstr. 25,211.0,9822648.0,211.0,8922654.0,100560@schule.nrw.de,http://www.kg-einsiedelstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,352148.0,5670092.0,,51.163135,6.885408,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2119822648.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,10,3.3,0,2,8,5,1,6,158,"2024,2023,2022",Unfallatlas
100572,2.0,Max-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Max-Schule",1.0,40213,Düsseldorf,Citadellstr. 2 B,211.0,8992493.0,211.0,8929453.0,100572@schule.nrw.de,http://www.maxschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344321.0,5677005.0,,51.223175,6.770557,Grundschule,Öffentlich,Düsseldorf,Max-Schule Städt. Kath. Grundschule - Primarstufe -,2118992493.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,77,25.7,0,8,69,38,23,30,57,"2024,2023,2022",Unfallatlas
100584,2.0,St. Elisabeth Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG St. Elisabeth Schule",1.0,40599,Düsseldorf,Buchenstr. 16,211.0,744319.0,211.0,7487190.0,100584@schule.nrw.de,http://www.sankt-elisabeth-schule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350481.0,5671878.0,,51.178751,6.860841,Grundschule,Öffentlich,Düsseldorf,St. Elisabeth Schule Städt. Kath. Grundschule,211744319.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,48,16.0,1,9,38,9,16,30,91,"2024,2023,2022",Unfallatlas
100596,2.0,St. Rochus-Schule,Städt. Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG St. Rochus-Schule",1.0,40477,Düsseldorf,Blücherstr. 12,211.0,8928300.0,211.0,8929622.0,100596@schule.nrw.de,http://st-rochus-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345241.0,5678844.0,,51.239949,6.782927,Grundschule,Öffentlich,Düsseldorf,St. Rochus-Schule Städt. Katholische Grundschule - Primarstufe -,2118928300.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,154,51.3,1,18,135,90,32,92,10,"2024,2023,2022",Unfallatlas
100602,2.0,Thomas-Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG Thomas-Schule",1.0,40476,Düsseldorf,Blumenthalstr. 11,211.0,8924682.0,211.0,8924689.0,100602@schule.nrw.de,http://www.thomas-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345106.0,5679832.0,,51.24879,6.780567,Grundschule,Öffentlich,Düsseldorf,Thomas-Schule Städt. Kath. Grundschule,2118924682.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,54,18.0,0,4,50,24,12,37,131,"2024,2023,2022",Unfallatlas
100638,2.0,Montessori-Grundschule Farnweg,Städt. Gem. Grundschule,-Primarstufe-,"Düsseldorf, GG Montessori-Schule",1.0,40468,Düsseldorf,Farnweg 10,211.0,4350990.0,211.0,5162330.0,100638@schule.nrw.de,https://mgs-farnweg.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343436.0,5681828.0,,51.266268,6.755785,Grundschule,Öffentlich,Düsseldorf,Montessori-Grundschule Farnweg Städt. Gem. Grundschule -Primarstufe-,2114350990.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,39,13.0,0,2,37,12,1,23,116,"2024,2023,2022",Unfallatlas
100651,2.0,Adolf-Klarenbach-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Adolf-Klarenbach",1.0,40589,Düsseldorf,Walther-Rathenau-Str. 15,211.0,8926190.0,211.0,8926195.0,100651@schule.nrw.de,http://www.adolf-klarenbach-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348728.0,5671021.0,,51.170589,6.836141,Grundschule,Öffentlich,Düsseldorf,Adolf-Klarenbach-Schule Städt. Gem. Grundschule - Primarstufe -,2118926190.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,34,11.3,0,4,30,12,6,20,18,"2024,2023,2022",Unfallatlas
100663,2.0,Städt. Gem. Grundschule Unterrath,- Primarstufe -,,"Düsseldorf, GG Beedstr.",1.0,40468,Düsseldorf,Beedstr. 31,211.0,8927950.0,211.0,8927959.0,100663@schule.nrw.de,https://ggs-unterrath.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345385.0,5682820.0,,51.275714,6.78327,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Unterrath - Primarstufe -,2118927950.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,31,10.3,0,6,25,3,8,18,89,"2024,2023,2022",Unfallatlas
100675,2.0,Selma-Lagerlöf-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Selma-Lagerlöf",1.0,40599,Düsseldorf,Schillstr. 7,211.0,8925700.0,211.0,8925705.0,100675@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-selmalagerloef/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351479.0,5671797.0,,51.178283,6.875143,Grundschule,Öffentlich,Düsseldorf,Selma-Lagerlöf-Schule Städt. Gem. Grundschule - Primarstufe -,2118925700.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,10,3.3,0,1,9,2,0,9,91,"2024,2023,2022",Unfallatlas
100687,2.0,Friedrich-von-Bodelschwingh Schule,Städt. Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Friedrich-v.Bodelschwingh",1.0,40545,Düsseldorf,Cimbernstr. 24,211.0,5585930.0,211.0,9542252.0,100687@schule.nrw.de,http://www.bodelschwingh-oberkassel.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343422.0,5677682.0,,51.229012,6.757397,Grundschule,Öffentlich,Düsseldorf,Friedrich-von-Bodelschwingh Schule Städt. Evangelische Grundschule - Primarstufe -,2115585930.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,66,22.0,0,6,60,35,12,44,96,"2024,2023,2022",Unfallatlas
100699,2.0,Joachim Neander Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Joachim Neander",1.0,40472,Düsseldorf,Rather Markt 2,211.0,9653337.0,211.0,6509866.0,100699@schule.nrw.de,https://joachim-neander-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348325.0,5681850.0,,51.267788,6.8258,Grundschule,Öffentlich,Düsseldorf,Joachim Neander Schule Städt. Gem. Grundschule - Primarstufe -,2119653337.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,36,12.0,0,2,34,16,8,23,98,"2024,2023,2022",Unfallatlas
100705,2.0,Brehm Schule,Städt. Ev. Grundschule,,"Düsseldorf, EG Brehm Schule",1.0,40237,Düsseldorf,Karl-Müller-Str. 25,211.0,8923941.0,211.0,8923950.0,100705@schule.nrw.de,https://brehm-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347394.0,5678164.0,,51.234419,6.814037,Grundschule,Öffentlich,Düsseldorf,Brehm Schule Städt. Ev. Grundschule,2118923941.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,83,27.7,0,12,71,28,22,62,132,"2024,2023,2022",Unfallatlas
100717,2.0,Elsa-Brandström-Schule,Städtische Evangelische Montessori-,Grundschule  - Primarstufe -,"Düsseldorf, EG Elsa-Brandström-Schule",1.0,40468,Düsseldorf,An der Golzheimer Heide 120,211.0,8923692.0,211.0,8923699.0,100717@schule.nrw.de,https://www.elsa-dus.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344375.0,5681981.0,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,Elsa-Brandström-Schule Städtische Evangelische Montessori- Grundschule  - Primarstufe -,2118923692.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,21,7.0,0,2,19,9,0,12,86,"2024,2023,2022",Unfallatlas
100730,2.0,Martin-Luther-Schule,Städt. Ev. Grundschule,- Primarstufe -,"Düsseldorf, EG Martin-Luther-Schule",1.0,40225,Düsseldorf,Gotenstr. 20,211.0,8921729.0,211.0,8929461.0,100730@schule.nrw.de,http://www.mlsduesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344852.0,5673970.0,,51.196048,6.779468,Grundschule,Öffentlich,Düsseldorf,Martin-Luther-Schule Städt. Ev. Grundschule - Primarstufe -,2118921729.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,49,16.3,0,7,42,25,4,28,12,"2024,2023,2022",Unfallatlas
100742,2.0,Matthias-Claudius-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Matthias-Claudius-Schule",1.0,40479,Düsseldorf,Bongardstr. 9,211.0,8928310.0,211.0,8929623.0,100742@schule.nrw.de,http://www.mcs-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345471.0,5678255.0,,51.234719,6.786474,Grundschule,Öffentlich,Düsseldorf,Matthias-Claudius-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,2118928310.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,110,36.7,0,12,98,54,23,61,72,"2024,2023,2022",Unfallatlas
100754,2.0,Hanna-Zürndorfer-Schule,Städtische Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Hanna-Zürndorfer-Schule",1.0,40625,Düsseldorf,Benderstr. 78,211.0,8928320.0,211.0,8929625.0,100754@schule.nrw.de,https://hanna-zuerndorfer-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350061.0,5678452.0,,51.237714,6.85209,Grundschule,Öffentlich,Düsseldorf,Hanna-Zürndorfer-Schule Städtische Evangelische Grundschule - Primarstufe -,2118928320.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,30,10.0,0,4,26,15,5,20,43,"2024,2023,2022",Unfallatlas
100766,2.0,Beckbusch-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Beckbusch-Schule",1.0,40474,Düsseldorf,Beckbuschstr. 2,211.0,8994719.0,211.0,8929454.0,100766@schule.nrw.de,http://www.beckbuschschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343162.0,5681676.0,,51.264827,6.751927,Grundschule,Öffentlich,Düsseldorf,Beckbusch-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118994719.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,31,10.3,0,2,29,8,1,18,29,"2024,2023,2022",Unfallatlas
100778,2.0,Städt. Gem. Grundschule Lörick,- Primarstufe -,,"Düsseldorf, GG Wickrather Str.",1.0,40547,Düsseldorf,Wickrather Str. 31,211.0,8924635.0,211.0,8924630.0,100778@schule.nrw.de,https://www.ggs-loerick.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,341732.0,5679340.0,,51.243443,6.73248,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Lörick - Primarstufe -,2118924635.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,21,7.0,0,4,17,14,2,12,255,"2024,2023,2022",Unfallatlas
100780,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Vennhauser Allee",1.0,40627,Düsseldorf,Vennhauser Allee 160-162,211.0,8926630.0,211.0,8926635.0,100780@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-vennhauserallee/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350235.0,5674910.0,,51.205931,6.85606,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118926630.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,21,7.0,0,2,19,5,0,9,25,"2024,2023,2022",Unfallatlas
100791,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Südallee",1.0,40593,Düsseldorf,Südallee 100,211.0,8928400.0,211.0,8929686.0,100791@schule.nrw.de,http://www.ggs-suedallee.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351895.0,5669146.0,,51.154569,6.882182,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118928400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,30,10.0,0,7,23,9,3,22,62,"2024,2023,2022",Unfallatlas
100808,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Sonnenstr.",1.0,40227,Düsseldorf,Sonnenstr. 10,211.0,8924780.0,211.0,8929841.0,100808@schule.nrw.de,http://www.fgz-sonnenstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345813.0,5675803.0,,51.212779,6.792423,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,136,45.3,0,21,115,47,28,83,52,"2024,2023,2022",Unfallatlas
100810,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Konkordiastr.",1.0,40219,Düsseldorf,Konkordiastr. 26,211.0,8923662.0,211.0,8923672.0,100810@schule.nrw.de,https://konkordiaschule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344222.0,5676165.0,,51.2156,6.769505,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923662.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,94,31.3,0,18,76,29,12,57,10,"2024,2023,2022",Unfallatlas
100821,2.0,Don-Bosco-Montessori-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Don-Bosco-Montessori-Schu",1.0,40545,Düsseldorf,Salierstr. 37,211.0,8925650.0,211.0,9542162.0,100821@schule.nrw.de,http://www.don-bosco-grundschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343436.0,5677781.0,,51.229905,6.757555,Grundschule,Öffentlich,Düsseldorf,Don-Bosco-Montessori-Schule Städt. Gem. Grundschule - Primarstufe -,2118925650.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,67,22.3,0,6,61,35,13,46,23,"2024,2023,2022",Unfallatlas
100833,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Rolandstr.",1.0,40476,Düsseldorf,Rolandstr. 40,211.0,8923780.0,211.0,8923786.0,100833@schule.nrw.de,http://www.ggrolandstrasse-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344811.0,5679471.0,,51.245466,6.7765,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,63,21.0,0,5,58,24,12,39,160,"2024,2023,2022",Unfallatlas
100845,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Richardstr.",1.0,40231,Düsseldorf,Richardstr. 14,211.0,8923951.0,211.0,8923958.0,100845@schule.nrw.de,http://www.ggs-richardstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348945.0,5674839.0,,51.204954,6.837637,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923951.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,79,26.3,0,10,69,34,21,45,136,"2024,2023,2022",Unfallatlas
100869,2.0,Städtische Gemeinschaftsgrundschule,Wrangelstraße  -Primarstufe-,,"Düsseldorf, GG Wrangelstraße",1.0,40470,Düsseldorf,Wrangelstr. 40,211.0,8992880.0,211.0,8929435.0,100869@schule.nrw.de,http://www.ggs-wrangelstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347136.0,5680546.0,,51.255753,6.809327,Grundschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftsgrundschule Wrangelstraße  -Primarstufe-,2118992880.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,38,12.7,1,3,34,16,5,23,131,"2024,2023,2022",Unfallatlas
100870,2.0,Städtische Gemeinschaftsgrundschule,- Primarstufe -,,"Düsseldorf, GG Neustrelitzer Str.",1.0,40595,Düsseldorf,Neustrelitzer Str. 10,211.0,8926770.0,211.0,8926775.0,100870@schule.nrw.de,http://www.neustrelitzer.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,352969.0,5668576.0,,51.149723,6.897761,Grundschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftsgrundschule - Primarstufe -,2118926770.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,18,6.0,0,3,15,3,0,11,140,"2024,2023,2022",Unfallatlas
100882,2.0,Grundschule Schloss Benrath,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Schloss Benrath",1.0,40597,Düsseldorf,Erich-Müller-Str. 31,211.0,8928360.0,211.0,8929665.0,100882@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-schlossbenrath,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351018.0,5670572.0,,51.167155,6.86906,Grundschule,Öffentlich,Düsseldorf,Grundschule Schloss Benrath Städtische Gemeinschaftsgrundschule - Primarstufe -,2118928360.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,39,13.0,0,5,34,17,7,26,55,"2024,2023,2022",Unfallatlas
100894,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Max-Halbe-Straße",1.0,40470,Düsseldorf,Max-Halbe-Str. 14,211.0,8923650.0,211.0,8923657.0,100894@schule.nrw.de,https://www.ggs-max-halbe-str.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347112.0,5680133.0,,51.252036,6.80916,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923650.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,30,10.0,1,1,28,10,6,21,121,"2024,2023,2022",Unfallatlas
100900,2.0,Theodor-Heuss-Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Theodor-Heuss-Schule",1.0,40591,Düsseldorf,Lützenkircher Str. 2,211.0,8927651.0,211.0,8929613.0,100900@schule.nrw.de,http://grundschule-theodor-heuss.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347855.0,5672770.0,,51.186073,6.822923,Grundschule,Öffentlich,Düsseldorf,Theodor-Heuss-Schule Städt. Gem. Grundschule,2118927651.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,53,17.7,0,6,47,18,9,32,82,"2024,2023,2022",Unfallatlas
100924,2.0,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Astrid-Lindgren-Schule",1.0,40231,Düsseldorf,Leuthenstr. 50,211.0,8926620.0,211.0,8926625.0,100924@schule.nrw.de,http://www.grundschule-astrid-lindgren.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,349167.0,5675687.0,,51.212632,6.840456,Grundschule,Öffentlich,Düsseldorf,Astrid-Lindgren-Schule Städt. Gem. Grundschule - Primarstufe -,2118926620.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,24,8.0,0,2,22,13,2,15,236,"2024,2023,2022",Unfallatlas
100936,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Lennestr.",1.0,40477,Düsseldorf,Lennestr. 5,211.0,4846801.0,211.0,4699754.0,100936@schule.nrw.de,http://www.ggs-lennestr.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345775.0,5678747.0,,51.239222,6.790613,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2114846801.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,80,26.7,1,10,69,48,11,50,17,"2024,2023,2022",Unfallatlas
100950,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Krahnenburgstraße",1.0,40472,Düsseldorf,Krahnenburgstr. 15,211.0,8923505.0,211.0,8923508.0,100950@schule.nrw.de,https://ggs-krahnenburgstr.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346355.0,5683826.0,,51.285015,6.796734,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923505.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,15,5.0,0,0,15,4,5,12,9,"2024,2023,2022",Unfallatlas
