schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_bezirk,crime_stadt,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_data_source,crime_straftaten_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023,crime_wohnungseinbruch_2023_rate_per_100k
136566,4.0,Wilhelm-Ferdinand-Schüßler-Tagesschule,Städt. Gemeinschaftshauptschule,Sekundarstufe I,"Düsseldorf, GH Rather Kreuzweg",1.0,40472,Düsseldorf,Rather Kreuzweg 21,211.0,8992881.0,211.0,8929305.0,136566@schule.nrw.de,http://wfs-tagesschule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347071.0,5681331.0,,51.262789,6.80806,Hauptschule,Öffentlich,Düsseldorf,Wilhelm-Ferdinand-Schüßler-Tagesschule Städt. Gemeinschaftshauptschule Sekundarstufe I,2118992881.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,60,20.0,0,4,56,23,17,40,26,"2024,2023,2022",Unfallatlas,Düsseldorf-Rath Mitte,191,51.2611001,6.808582,,Rath Mitte S,232,51.2623,6.8112951,,Am Schein,475,51.2585751,6.8069348,,Rath Mitte S,230,51.262314,6.8112829,1,Am Schein,472,51.2585982,6.8069864,2,Rotdornstraße,487,51.2628187,6.8150596,2,Rath Mitte S,95,51.2625531,6.8093706,4,D-Rath Mitte S,95,51.262591,6.8093917,,Am Schein,463,51.2586662,6.8071367,2,19,68,"1, 2, 3, 4, 5, 6",75.0,Bezirk 6,Düsseldorf,69197,0.8,10068.0,52.1,bezirk_estimated,6629,9580.1,51,74.4,490,708.7,354,511.7,128,184.7
140843,4.0,Kurt-Tucholsky-Schule,Städt. Gem. Hauptschule,,"Köln, GH Kurt-Tucholsky-Schule",3.0,51109,Köln,Helene-Weber-Platz 3-5,221.0,33779930.0,221.0,337799321.0,140843@schule.nrw.de,http://www.kths-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363517.0,5644402.0,,50.935079,7.057589,Hauptschule,Öffentlich,Köln,Kurt-Tucholsky-Schule Städt. Gem. Hauptschule,22133779930.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,12,4.0,0,3,9,0,5,7,291,"2024,2023,2022",Unfallatlas,Köln Frankfurter Straße,2227,50.9154189,7.0515293,,Vingst,2543,50.9327863,7.0214882,,Köln Airport-Businesspark,2905,50.9102443,7.0447205,,Autobahn (Stadtbahn),919,50.927164,7.0538259,,Merheim,1195,50.9442983,7.0488157,,Ostheim,1257,50.9291602,7.0423021,,Straßburger Platz,136,50.9360609,7.0587413,,LVR-Klinik,390,50.9361934,7.052307,,Ludwig-Quidde-Platz,436,50.9313801,7.0555316,,5,31,,55.0,Kalk,Köln,121957,1.4,17407.6,50.8,bezirk_estimated,21212,17393.0,242,198.7,1679,1376.7,1399,1147.4,452,371.0
140867,4.0,Städt. Gem. Hauptschule,Bilderstöckchen,,"Köln, GH Bilderstöckchen",3.0,50739,Köln,Reutlinger Str. 49,221.0,33759240.0,221.0,337592430.0,140867@schule.nrw.de,https://ghsbilderstoeckchen.koeln/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,354853.0,5648368.0,,50.968605,6.932785,Hauptschule,Öffentlich,Köln,Städt. Gem. Hauptschule Bilderstöckchen,22133759240.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,,36,12.0,0,4,32,20,7,26,66,"2024,2023,2022",Unfallatlas,Geldernstraße/Parkgürtel,497,50.9683322,6.9398762,,Köln Geldernstraße/Parkgürtel,600,50.9685,6.9413491,,Köln-Nippes,1240,50.9589937,6.9417766,,Escher Straße,450,50.9645976,6.9337246,,Geldernstraße/Parkgürtel,547,50.9684306,6.9405976,,Neusser Straße/Gürtel,1364,50.9723273,6.9513491,2,Ebernburgweg,62,50.9691095,6.9324185,,Frankenthaler Straße,218,50.9690239,6.9358204,,Alzeyer Straße,421,50.9696738,6.9270227,,20,48,,75.0,Nippes,Köln,117086,1.1,13677.4,50.8,bezirk_estimated,16001,13666.0,183,156.2,1266,1081.7,1056,901.5,341,291.5
140879,4.0,Ursula-Kuhr-Schule,Städt. Gem. Hauptschule,,"Köln, GH Ursula-Kuhr-Schule",3.0,50767,Köln,Volkhovener Weg 140,221.0,5704320.0,221.0,57043222.0,140879@schule.nrw.de,http://www.ursula-kuhr-schule.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,352524.0,5652811.0,,51.00794,6.897836,Hauptschule,Öffentlich,Köln,Ursula-Kuhr-Schule Städt. Gem. Hauptschule,2215704320.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Hauptschule,,,8,2.7,1,1,6,4,2,4,102,"2024,2023,2022",Unfallatlas,Köln Volkhovener Weg,756,51.0140864,6.8932138,,Heimersdorf,769,51.0119474,6.9067943,,Köln-Longerich,1109,50.9982365,6.9014803,,Heimersdorf,768,51.011997,6.9067136,,Chorweiler,1374,51.020301,6.8978705,,Longerich Friedhof,1664,50.995613,6.9113075,,Pulheimer Straße,247,51.0058264,6.8989117,,Stallagsweg,316,51.0105204,6.8959376,,Zypressenstraße,523,51.0125438,6.8993446,,3,28,B,50.0,Chorweiler,Köln,83848,1.2,14920.8,50.8,bezirk_estimated,12500,14908.3,143,170.3,989,1180.0,825,983.5,267,318.0
140892,4.0,Adolph-Kolping-Schule,Städt. Kath. Hauptschule,,"Köln, KH Adolph-Kolping-Schule",3.0,51103,Köln,Falckensteinstr. 34,221.0,9658350.0,221.0,8903132.0,140892@schule.nrw.de,http://akskoeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,359885.0,5645524.0,,50.944291,7.0055,Hauptschule,Öffentlich,Köln,Adolph-Kolping-Schule Städt. Kath. Hauptschule,2219658350.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,94,31.3,0,10,84,33,15,43,25,"2024,2023,2022",Unfallatlas,"Kalk Kapelle, Eingang zur Stadtbahn",617,50.9391315,7.0087245,,Kalk Kapelle,637,50.9388017,7.0081094,,Kalk Post,867,50.9376675,6.9989844,,Kalk Kapelle,635,50.93882,7.0080992,1,Waldecker Straße,737,50.9508932,7.0045237,,Kalk Post,884,50.9375435,6.99884,,Remscheider Straße,59,50.9447417,7.0050461,,Steinmetzstraße,256,50.9426895,7.0081343,,Klaprothstraße,463,50.9484365,7.0061437,,12,49,"1, 2",65.0,Kalk,Köln,121957,1.4,17407.6,50.8,bezirk_estimated,21212,17393.0,242,198.7,1679,1376.7,1399,1147.4,452,371.0
140909,4.0,Städtische Katholische Hauptschule,,,"Köln, KH Großer Griechenmarkt",3.0,50676,Köln,Großer Griechenmarkt 76,221.0,9215830.0,221.0,92158320.0,140909@schule.nrw.de,http://www.griechenmarkt.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,355980.0,5644274.0,,50.932095,6.950445,Hauptschule,Öffentlich,Köln,Städtische Katholische Hauptschule,2219215830.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Hauptschule,,,218,72.7,1,25,192,99,31,115,107,"2024,2023,2022",Unfallatlas,Poststraße,28,50.9320402,6.9500559,,Neumarkt,255,50.934322,6.9495532,,Severinstraße,530,50.9298053,6.9570727,,Poststraße,54,50.931675,6.9500689,,Neumarkt,329,50.9349658,6.9492917,,Mauritiuskirche,427,50.93391,6.9450757,,Rothgerberbach/Poststraße,152,50.9307752,6.9510301,,Blaubach,245,50.9323243,6.9539201,A,Kölner CityTour,344,50.9351913,6.9505073,,35,144,"1, 132, 133, 2, 3, 4, 7, 9, A, B, Bussteig D, D",75.0,Innenstadt,Köln,126087,2.5,31085.0,50.8,bezirk_estimated,39161,31059.0,447,354.9,3100,2458.3,2583,2048.9,835,662.6
140960,4.0,Städt. Gem. Hauptschule,Baadenberger Str.,,"Köln, GH Baadenberger Str.",3.0,50825,Köln,Baadenberger Str. 111,221.0,261080.0,221.0,2610820.0,140960@schule.nrw.de,http://www.ghs-baadenberger.com/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,353849.0,5647926.0,,50.964379,6.918674,Hauptschule,Öffentlich,Köln,Städt. Gem. Hauptschule Baadenberger Str.,221261080.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,,55,18.3,1,13,41,23,4,28,48,"2024,2023,2022",Unfallatlas,Leyendeckerstraße,1257,50.9543799,6.9102993,,Rochusplatz,1358,50.9565643,6.9037754,,Köln-Ehrenfeld,1440,50.9515024,6.9165293,,Iltisstraße,426,50.9647945,6.9126285,,Lenauplatz,610,50.9588958,6.9182737,,Nußbaumerstraße,882,50.9570905,6.9236578,,Iltisstraße,456,50.9656589,6.9124815,,Butzweilerstraße,518,50.9688218,6.9164477,,Alzeyer Straße,825,50.9696656,6.9269382,,4,30,,60.0,Ehrenfeld,Köln,111154,1.3,16164.2,50.8,bezirk_estimated,17952,16150.7,205,184.5,1421,1278.3,1184,1065.4,383,344.5
141021,4.0,Stadt Köln,Städt. Katholische Hauptschule am Rhein,Sekundarstufe I,"Köln, KH Kath. Hauptschule am Rhein",3.0,50668,Köln,Niederichstr. 1-3,221.0,492249830.0,221.0,492249843.0,141021@schule.nrw.de,http://www.khs-buelow.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,356914.0,5646067.0,,50.948441,6.963023,Hauptschule,Öffentlich,Köln,Stadt Köln Städt. Katholische Hauptschule am Rhein Sekundarstufe I,221492249830.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Hauptschule,,,80,26.7,0,13,67,39,17,46,108,"2024,2023,2022",Unfallatlas,Th.-Heuss-Ring/ Domstraße,331,50.9501991,6.9592122,Ebertplatz,Aufzug Gleis 1+2,369,50.9508303,6.9593602,Ebertplatz,Ebertplatz,372,50.950763,6.9592067,,Ebertplatz,358,50.9506916,6.9593672,,Breslauer Platz/Hbf,542,50.9443823,6.9587478,2,Reichenspergerplatz,660,50.9542549,6.9649137,,St. Vincenz Haus,135,50.9486005,6.9649344,,CityTour Haltestelle 12: Ebertplatz,345,50.9509814,6.9602023,,Ebertplatz/Riehler Straße,364,50.9507098,6.9592776,,23,87,"1, 12, 15, 2, 3, A, B, C, D, E, Ebertplatz, F",75.0,Innenstadt,Köln,126087,2.5,31085.0,50.8,bezirk_estimated,39161,31059.0,447,354.9,3100,2458.3,2583,2048.9,835,662.6
141070,4.0,Städt. Gem. Hauptschule,Tiefentalstr.,,"Köln, GH Tiefentalstr.",3.0,51063,Köln,Tiefentalstr. 66,221.0,2855810.0,221.0,28558129.0,141070@schule.nrw.de,http://www.ghs-tiefental.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,360225.0,5648968.0,,50.975325,7.009014,Hauptschule,Öffentlich,Köln,Städt. Gem. Hauptschule Tiefentalstr.,2212855810.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,97,32.3,0,17,80,32,17,47,54,"2024,2023,2022",Unfallatlas,Wiener Platz,1498,50.9622207,7.0040507,,Köln-Stammheim,1710,50.990038,7.001891,,Köln-Mülheim,1936,50.9581466,7.0135261,,Mülheim Berliner Straße,408,50.9747752,7.0147693,,Von-Sparr-Straße,565,50.9704705,7.0113754,,Keupstraße,1021,50.9662447,7.0068162,,Von-Lohe-Straße,282,50.9734742,7.0062694,,Mülheim Berliner Straße,361,50.9749672,7.0141364,,Bürgerpark Mülheim,397,50.9718829,7.0104999,,20,52,,70.0,Mülheim,Köln,149870,1.2,14920.8,50.8,bezirk_estimated,22343,14908.3,255,170.3,1768,1180.0,1474,983.5,477,318.0
141082,4.0,Stadt Köln,Nelson-Mandela-Schule,Gemeinschaftshauptschule  -Sek.I-,"Köln, GH Nelson-Mandela-Schule",3.0,51067,Köln,Wuppertaler Str. 19,221.0,22135181.0,221.0,22135170.0,141082@schule.nrw.de,http://www.nelson-mandela-schule-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,361174.0,5647249.0,,50.960106,7.023179,Hauptschule,Öffentlich,Köln,Stadt Köln Nelson-Mandela-Schule Gemeinschaftshauptschule  -Sek.I-,22122135181.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,30,10.0,0,1,29,9,9,18,185,"2024,2023,2022",Unfallatlas,Köln-Mülheim,710,50.9581466,7.0135261,,Bahnhof Mülheim,863,50.9573403,7.0116611,,Wiener Platz,1249,50.9614539,7.0054713,,Buchheim Herler Straße,273,50.957954,7.0250496,3,Wichheimer Straße,554,50.9612036,7.0308944,,Bahnhof Mülheim,814,50.9571249,7.0125706,,Buchheim Herler Straße,246,50.9584186,7.0254524,,Gauweg,395,50.9625533,7.0272676,,Ackerstraße,425,50.9608661,7.0172343,,13,48,"1, 2, 3, A, B, C",65.0,Mülheim,Köln,149870,1.2,14920.8,50.8,bezirk_estimated,22343,14908.3,255,170.3,1768,1180.0,1474,983.5,477,318.0
141860,4.0,Johann-Amos-Comenius-Schule,Städt. Gem. Hauptschule Köln-Porz,- Sekundarstufe I -,"Köln, GH Johann-Amos-Comenius",3.0,51143,Köln,Heerstr. 7,2203.0,9920122.0,2203.0,9920125.0,141860@schule.nrw.de,http://www.jac-koeln.de/,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,363085.0,5636819.0,,50.866824,7.054288,Hauptschule,Öffentlich,Köln,Johann-Amos-Comenius-Schule Städt. Gem. Hauptschule Köln-Porz - Sekundarstufe I -,22039920122.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,,13,4.3,0,2,11,6,5,8,103,"2024,2023,2022",Unfallatlas,Porz (Rhein),1963,50.8832667,7.0644885,,Porz-Wahn,1998,50.858162,7.079225,,Köln Steinstraße,3172,50.8952751,7.0576212,,Zündorf,378,50.8660632,7.0490364,,Rosenhügel,914,50.8741957,7.0600489,,Porz Markt,1811,50.8828538,7.0588699,,An St. Marien,302,50.8641188,7.0538827,,Zündorf,341,50.8661434,7.0495549,,Zündorf Mitte,635,50.8663207,7.0452767,,12,23,,70.0,Porz,Köln,115776,1.0,12434.0,50.8,bezirk_estimated,14384,12423.6,164,142.0,1138,983.3,949,819.6,307,265.0
141872,4.0,Kopernikusschule,Städt. Gem. Hauptschule,,"Köln, GH Kopernikusschule",3.0,51145,Köln,Bonner Str. 40,2203.0,18630.0,2203.0,186320.0,141872@schule.nrw.de,http://www.kopernikushs-koeln.de,1.0,10182.0,5315000.0,1.0,01.08.1973,EPSG:25832,364345.0,5639140.0,,50.887982,7.071322,Hauptschule,Öffentlich,Köln,Kopernikusschule Städt. Gem. Hauptschule,220318630.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,25,8.3,0,2,23,14,4,12,59,"2024,2023,2022",Unfallatlas,Porz (Rhein),710,50.8832667,7.0644885,,Köln Steinstraße,1257,50.8952751,7.0576212,,Köln Airport-Businesspark,3100,50.9102443,7.0447205,,Porz Markt,901,50.8873745,7.0585077,,Steinstraße,1108,50.8914944,7.0565429,,Rosenhügel,1724,50.8741926,7.0600808,,Kopernikusschule,44,50.8878357,7.0707348,,Dorotheenstraße,236,50.886275,7.0733165,,Siemensstraße,253,50.8857163,7.0709918,,13,55,,65.0,Porz,Köln,115776,1.0,12434.0,50.8,bezirk_estimated,14384,12423.6,164,142.0,1138,983.3,949,819.6,307,265.0
158550,10.0,Städt. Werner-von-Siemens-Realschule,,,"Düsseldorf, RS Werner-von-Siemens",1.0,40237,Düsseldorf,Rethelstr. 13,211.0,8927174.0,211.0,8927187.0,158550@schule.nrw.de,http://rs-rethelstr.schulen.duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346348.0,5677841.0,,51.231236,6.799204,Realschule,Öffentlich,Düsseldorf,Städt. Werner-von-Siemens-Realschule,2118927174.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,105,35.0,0,11,94,47,24,67,105,"2024,2023,2022",Unfallatlas,Wehrhahn S,153,51.2299883,6.7982635,,Uhlandstraße,168,51.2305373,6.8013513,,Düsseldorf Wehrhahn,321,51.2284203,6.7981599,,Uhlandstraße,132,51.2310908,6.8010792,3;4,Schillerplatz,437,51.2351066,6.8002899,1,Birkenstraße,450,51.2273541,6.8010309,2,Wehrhahn S,134,51.2300714,6.7986994,2,Uhlandstraße,144,51.230783,6.8011464,9,Schillerplatz,415,51.2348835,6.8004492,,26,157,"1, 2, 3, 4, 5, 6, 7, 8, 9, W1, W2, de.05111000.uhlandstrasse",75.0,Bezirk 2,Düsseldorf,66094,0.9,11326.5,52.1,bezirk_estimated,7123,10777.7,55,83.7,527,797.3,380,575.6,137,207.8
158574,10.0,Städtische Flora-Realschule,- Sekundarstufe I -,,"Düsseldorf, RS Florastraße",1.0,40217,Düsseldorf,Florastr. 69,211.0,8927408.0,211.0,8929902.0,158574@schule.nrw.de,http://www.flora-realschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344382.0,5675695.0,,51.21142,6.771998,Realschule,Öffentlich,Düsseldorf,Städtische Flora-Realschule - Sekundarstufe I -,2118927408.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,103,34.3,0,17,86,45,15,62,90,"2024,2023,2022",Unfallatlas,Kirchplatz,323,51.2134442,6.775327,,"U-Bahn (51.2135, 6.7754)",332,51.213512,6.7753976,,"U-Bahn (51.2140, 6.7748)",351,51.2140293,6.7748358,,Kronprinzenstraße,156,51.2108295,6.7699703,,Bilker Allee/Friedrichstraße,202,51.2106648,6.7746427,,Polizeipräsidium,562,51.2157913,6.767954,,Kronprinzenstraße,152,51.2108902,6.7699827,,Bilker Allee/Friedrichstraße,290,51.210681,6.7759913,,Leo-Statz-Platz,299,51.2139819,6.7706896,,33,158,"1, 2, 3, 4, 5, 6, 7, V1, V2",75.0,Bezirk 1,Düsseldorf,89669,2.0,25170.0,52.1,bezirk_estimated,21476,23950.4,167,185.9,1589,1771.7,1147,1279.2,414,461.8
158586,10.0,Justus-von-Liebig-Realschule,Städt. Realschule,- Sekundarstufe I -,"Düsseldorf,RS Justus-von-Liebig-Realsch.",1.0,40476,Düsseldorf,Ottweilerstr. 20,211.0,8926790.0,211.0,8926795.0,158586@schule.nrw.de,http://justus-von-liebig-realschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345160.0,5679629.0,,51.24698,6.781428,Realschule,Öffentlich,Düsseldorf,Justus-von-Liebig-Realschule Städt. Realschule - Sekundarstufe I -,2118926790.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,,59,19.7,0,5,54,27,13,44,126,"2024,2023,2022",Unfallatlas,Kennedydamm,765,51.2434703,6.7719783,,ERGO-Platz/Klever Straße,892,51.239986,6.7751426,,Düsseldorf-Derendorf,913,51.2477985,6.7944864,,Spichernplatz,143,51.2470024,6.7834754,,Essener Straße,300,51.2444598,6.7829674,,Tannenstraße,458,51.251094,6.7816944,,Spichernplatz,171,51.2480424,6.7832027,3;4,Bankstraße,221,51.2452749,6.7798015,,Frankenplatz,355,51.2482446,6.7767473,,23,112,"1, 2, 3, 4, 5, 6, 7, 807",65.0,Bezirk 5,Düsseldorf,34808,0.7,8809.5,52.1,bezirk_estimated,2918,8382.6,23,65.1,216,620.1,156,447.7,56,161.6
158598,10.0,Anne-Frank-Realschule,Städt. Schule der Sekundarstufe I,,"Düsseldorf, RS Anne-Frank",1.0,40233,Düsseldorf,Ackerstr. 174,211.0,8927580.0,211.0,8929591.0,158598@schule.nrw.de,http://schulen.duesseldorf.de/rs-ackerstr/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347021.0,5677746.0,,51.230563,6.808876,Realschule,Öffentlich,Düsseldorf,Anne-Frank-Realschule Städt. Schule der Sekundarstufe I,2118927580.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,,113,37.7,0,19,94,45,27,75,40,"2024,2023,2022",Unfallatlas,Lindemannstraße,152,51.2319302,6.8089088,,Düsseldorf Engerstraße,479,51.2332096,6.8143021,,Düsseldorf-Flingern,488,51.2262363,6.8100175,,Lindemannstraße,113,51.2315741,6.8089784,3,Düsseldorf Lindemannstraße,140,51.2317667,6.8082769,2,Lindenstraße,186,51.2291666,6.8103442,2,Lindemannstraße,109,51.2315353,6.809039,3,Lindenstraße,128,51.2296137,6.8099214,6,Düsseldorf Lindemannstraße,135,51.2317452,6.8084382,2,56,131,"1, 2, 3, 4, 5, 6, 8, 9, de.05111000.uhlandstrasse",75.0,Bezirk 2,Düsseldorf,66094,0.9,11326.5,52.1,bezirk_estimated,7123,10777.7,55,83.7,527,797.3,380,575.6,137,207.8
158604,10.0,Städt. Thomas-Edison-Realschule,- Schule der Sekundarstufe I -,,"Düsseldorf, RS Thomas-Edison",1.0,40235,Düsseldorf,Schlüterstr. 18-20,211.0,8927551.0,211.0,8929602.0,158604@schule.nrw.de,http://www.rs-thomas-edison.eschool.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347915.0,5677860.0,,51.231826,6.821623,Realschule,Öffentlich,Düsseldorf,Städt. Thomas-Edison-Realschule - Schule der Sekundarstufe I -,2118927551.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,65,21.7,0,10,55,21,20,46,76,"2024,2023,2022",Unfallatlas,Düsseldorf Engerstraße,532,51.2332096,6.8143021,,Schlüterstraße/Arbeitsagentur,562,51.2368685,6.8210372,,Lindemannstraße,885,51.2319302,6.8089088,,Engerstraße,351,51.2329285,6.8168951,3,Bruchstraße,434,51.2293103,6.8168646,1,Düsseldorf Engerstraße,530,51.2332027,6.8143368,2,Daelenstraße,185,51.2332203,6.8230637,,Rosmarinstraße,256,51.2296342,6.8227304,,Daimlerstraße,263,51.2299097,6.8238483,,27,110,"1, 2, 3, 4, 5, 6, 8",65.0,Bezirk 2,Düsseldorf,66094,0.9,11326.5,52.1,bezirk_estimated,7123,10777.7,55,83.7,527,797.3,380,575.6,137,207.8
158616,10.0,Städtische Toni-Turek-Realschule,- Sekundarstufe I -,,"Düsseldorf, RS Toni-Turek",1.0,40474,Düsseldorf,Klapheckstr. 31,211.0,8994029.0,211.0,8929228.0,158616@schule.nrw.de,http://www.toniturekrealschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343558.0,5681015.0,,51.258997,6.757887,Realschule,Öffentlich,Düsseldorf,Städtische Toni-Turek-Realschule - Sekundarstufe I -,2118994029.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Realschule,,,28,9.3,0,6,22,4,2,15,227,"2024,2023,2022",Unfallatlas,Messe Ost/Stockumer Kirchstraße,294,51.2604202,6.7543273,,Nordpark/Aquazoo,323,51.256471,6.7555994,,Reeser Platz,640,51.2532819,6.7589441,,Theodor-Heuss-Brücke,1111,51.2499957,6.7648087,,An der Piwipp,1324,51.2631041,6.775749,,Großmarkt,1363,51.2602478,6.7773664,2,Nordpark/Aquazoo,195,51.2584284,6.7552432,3,Messe Ost/Stokumer Kirchstraße,261,51.2602231,6.7546854,4,Am Hain,263,51.2612163,6.7591871,2,20,55,"1, 2, 3, 4, 5, 6, 7, 8, M3",75.0,Bezirk 5,Düsseldorf,34808,0.7,8809.5,52.1,bezirk_estimated,2918,8382.6,23,65.1,216,620.1,156,447.7,56,161.6
158630,10.0,Städt. Freiherr-vom-Stein-Realschule,- Schule der Sekundarstufe I -,Tagesschule,"Düsseldorf, RS Freiherr-vom-Stein",1.0,40223,Düsseldorf,Färberstr. 40,211.0,8998470.0,211.0,8929519.0,158630@schule.nrw.de,https://www.fvs-realschule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345445.0,5675422.0,,51.209256,6.787323,Realschule,Öffentlich,Düsseldorf,Städt. Freiherr-vom-Stein-Realschule - Schule der Sekundarstufe I - Tagesschule,2118998470.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,97,32.3,1,14,82,38,18,47,107,"2024,2023,2022",Unfallatlas,Düsseldorf Volksgarten,331,51.2101001,6.7918786,,Düsseldorf-Friedrichstadt,343,51.2121229,6.7891521,,Karolingerplatz,701,51.2047593,6.7802744,,Färberstraße,325,51.2092506,6.7826624,,Morsestraße,359,51.2106216,6.7826452,1,Redinghovenstraße,361,51.2061323,6.7887126,2,Friedrichstadt S,219,51.2110618,6.7885906,2,Morsestraße,305,51.2110437,6.7839936,,Redinghovenstraße,350,51.2061985,6.7885044,4,35,117,"1, 2, 3, 4, 5, 6, 7, SEV",75.0,Bezirk 3,Düsseldorf,123572,1.2,15102.0,52.1,bezirk_estimated,17758,14370.2,138,111.6,1314,1063.0,948,767.5,342,277.1
