schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score
100596,2.0,St. Rochus-Schule,Städt. Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG St. Rochus-Schule",1.0,40477,Düsseldorf,Blücherstr. 12,211.0,8928300.0,211.0,8929622.0,100596@schule.nrw.de,http://st-rochus-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345241.0,5678844.0,,51.239949,6.782927,Grundschule,Öffentlich,Düsseldorf,St. Rochus-Schule Städt. Katholische Grundschule - Primarstufe -,2118928300.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,154,51.3,1,18,135,90,32,92,10,"2024,2023,2022",Unfallatlas,ERGO-Platz/Klever Straße,522,51.2382369,6.7759424,,Nordstraße,604,51.2353668,6.7782718,,Kennedydamm,857,51.2434703,6.7719783,,Dreieck,50,51.2403031,6.7824789,3,Venloer Straße,311,51.2380393,6.7796659,2,Lennéstraße,468,51.2390812,6.7895023,,Münsterstraße/Feuerwache,159,51.2412218,6.7839724,,Kolpingplatz,315,51.2412184,6.7788757,2,Venloer Straße,412,51.2371895,6.7789813,,33,120,"1, 2, 3, 4, 5, 6, 7, SEV",65.0
100602,2.0,Thomas-Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG Thomas-Schule",1.0,40476,Düsseldorf,Blumenthalstr. 11,211.0,8924682.0,211.0,8924689.0,100602@schule.nrw.de,http://www.thomas-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345106.0,5679832.0,,51.24879,6.780567,Grundschule,Öffentlich,Düsseldorf,Thomas-Schule Städt. Kath. Grundschule,2118924682.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,54,18.0,0,4,50,24,12,37,131,"2024,2023,2022",Unfallatlas,Kennedydamm,841,51.2434703,6.7719783,,Golzheimer Platz,902,51.2465904,6.7680891,,Düsseldorf-Derendorf,975,51.2477985,6.7944864,,Spichernplatz,266,51.2472978,6.7835557,,Tannenstraße,268,51.251094,6.7816944,,Merziger Straße,436,51.2502406,6.7863817,,Spichernplatz,201,51.2480424,6.7832027,3;4,Tannenstraße,258,51.2510205,6.7815964,,Frankenplatz,273,51.2482446,6.7767473,,18,110,"1, 2, 3, 4, 5, 6, 7, 807",65.0
100638,2.0,Montessori-Grundschule Farnweg,Städt. Gem. Grundschule,-Primarstufe-,"Düsseldorf, GG Montessori-Schule",1.0,40468,Düsseldorf,Farnweg 10,211.0,4350990.0,211.0,5162330.0,100638@schule.nrw.de,https://mgs-farnweg.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343436.0,5681828.0,,51.266268,6.755785,Grundschule,Öffentlich,Düsseldorf,Montessori-Grundschule Farnweg Städt. Gem. Grundschule -Primarstufe-,2114350990.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,39,13.0,0,2,37,12,1,23,116,"2024,2023,2022",Unfallatlas,Freiligrathplatz,247,51.2653156,6.7525772,,Messe Ost/Stockumer Kirchstraße,658,51.2604202,6.7543273,,Mörikestraße,748,51.2644576,6.7454372,,Elsässer Straße,1302,51.2678312,6.7743286,,Eckenerstraße,1391,51.2716832,6.7738111,2,An der Piwipp,1433,51.2631041,6.775749,,An den Birken,117,51.267196,6.7565724,,Freiligrathplatz,164,51.2665341,6.7534693,,Falkenweg,315,51.2667206,6.7602607,2,32,74,"1, 2, 3, 4, 5, 6, 7, 8, M3",75.0
100651,2.0,Adolf-Klarenbach-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Adolf-Klarenbach",1.0,40589,Düsseldorf,Walther-Rathenau-Str. 15,211.0,8926190.0,211.0,8926195.0,100651@schule.nrw.de,http://www.adolf-klarenbach-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348728.0,5671021.0,,51.170589,6.836141,Grundschule,Öffentlich,Düsseldorf,Adolf-Klarenbach-Schule Städt. Gem. Grundschule - Primarstufe -,2118926190.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,34,11.3,0,4,30,12,6,20,18,"2024,2023,2022",Unfallatlas,Niederheid,257,51.1704229,6.8398211,,Holthausen,536,51.1750391,6.8331984,,Am Trippelsberg,959,51.1657604,6.8475403,,Am Trippelsberg,923,51.165973,6.8471501,,Schöne Aussicht,1612,51.1624197,6.8552485,,Kappeler Straße,1889,51.1622377,6.8597257,1,Niederheid,238,51.1704633,6.8395438,,Adolf-Klarenbach-Straße,269,51.1729976,6.8357282,,Industriepark Niederheid,458,51.1669738,6.8393032,,16,66,"1, 5, 6",75.0
100663,2.0,Städt. Gem. Grundschule Unterrath,- Primarstufe -,,"Düsseldorf, GG Beedstr.",1.0,40468,Düsseldorf,Beedstr. 31,211.0,8927950.0,211.0,8927959.0,100663@schule.nrw.de,https://ggs-unterrath.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345385.0,5682820.0,,51.275714,6.78327,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Unterrath - Primarstufe -,2118927950.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,31,10.3,0,6,25,3,8,18,89,"2024,2023,2022",Unfallatlas,Düsseldorf-Unterrath,396,51.2764682,6.7888379,,Flughafen Parkhaus 4,800,51.2802586,6.774361,,Düsseldorf Flughafen Terminal,1175,51.2781696,6.7668377,,Unterrath S,231,51.2757199,6.7865964,,Am Röttchen,247,51.2737408,6.7816482,,Eckenerstraße,743,51.2720892,6.7742922,1,"Unterrath, Friedhof",81,51.2753206,6.7842555,1,Unterrath S,241,51.2756745,6.7867365,,Am Röttchen,244,51.2738019,6.7815608,,30,61,"1, 2, 3, 4, 5",75.0
100675,2.0,Selma-Lagerlöf-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Selma-Lagerlöf",1.0,40599,Düsseldorf,Schillstr. 7,211.0,8925700.0,211.0,8925705.0,100675@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-selmalagerloef/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351479.0,5671797.0,,51.178283,6.875143,Grundschule,Öffentlich,Düsseldorf,Selma-Lagerlöf-Schule Städt. Gem. Grundschule - Primarstufe -,2118925700.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,10,3.3,0,1,9,2,0,9,91,"2024,2023,2022",Unfallatlas,Düsseldorf-Reisholz,1082,51.1813384,6.8604122,,Düsseldorf-Benrath,1795,51.1623121,6.8788554,,Urdenbacher Allee,1801,51.1620826,6.8750211,,Schloss Benrath,1798,51.1625952,6.8688718,2,Urdenbacher Allee,1800,51.1620964,6.8750215,1,Benrath Betriebshof,2001,51.1610492,6.8834101,,Hassels Kirche,108,51.1792496,6.8749576,1,Hassels Denkmal,339,51.1763671,6.8713659,,Dirschauer Weg,457,51.1777031,6.8816385,,12,41,"1, 2, 3, 4, 5",50.0
100687,2.0,Friedrich-von-Bodelschwingh Schule,Städt. Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Friedrich-v.Bodelschwingh",1.0,40545,Düsseldorf,Cimbernstr. 24,211.0,5585930.0,211.0,9542252.0,100687@schule.nrw.de,http://www.bodelschwingh-oberkassel.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343422.0,5677682.0,,51.229012,6.757397,Grundschule,Öffentlich,Düsseldorf,Friedrich-von-Bodelschwingh Schule Städt. Evangelische Grundschule - Primarstufe -,2115585930.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,66,22.0,0,6,60,35,12,44,96,"2024,2023,2022",Unfallatlas,Barbarossaplatz,331,51.231548,6.754902,,Luegplatz,429,51.2315879,6.7619743,,Belsenplatz,738,51.2315346,6.7475889,,Landtag / Kniebrücke,1361,51.2183467,6.7669785,1,Poststraße,1409,51.2191745,6.7701533,,Stadttor,1524,51.216029,6.7644267,2,Jugendherberge,225,51.2270001,6.7576988,2,Barbarossaplatz,311,51.2314159,6.7551245,,Luegplatz,386,51.2314513,6.7613473,,13,40,"1, 2",75.0
100699,2.0,Joachim Neander Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Joachim Neander",1.0,40472,Düsseldorf,Rather Markt 2,211.0,9653337.0,211.0,6509866.0,100699@schule.nrw.de,https://joachim-neander-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348325.0,5681850.0,,51.267788,6.8258,Grundschule,Öffentlich,Düsseldorf,Joachim Neander Schule Städt. Gem. Grundschule - Primarstufe -,2119653337.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,36,12.0,0,2,34,16,8,23,98,"2024,2023,2022",Unfallatlas,Düsseldorf-Rath,436,51.264894,6.8215655,,Rath S,685,51.2633868,6.8189055,,Rotdornstraße,886,51.2629357,6.8156916,,Oberrath,213,51.2661233,6.827319,,Hirschweg,423,51.2702559,6.8304323,,Wahlerstraße/JVA,471,51.2700429,6.8200639,2,Reichswaldallee,86,51.2674711,6.8269274,,Oberrath,174,51.2662692,6.8264309,,"Bus (51.2662, 6.8265)",180,51.2662323,6.826502,,24,42,"1, 2, 3, 4",75.0
100705,2.0,Brehm Schule,Städt. Ev. Grundschule,,"Düsseldorf, EG Brehm Schule",1.0,40237,Düsseldorf,Karl-Müller-Str. 25,211.0,8923941.0,211.0,8923950.0,100705@schule.nrw.de,https://brehm-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347394.0,5678164.0,,51.234419,6.814037,Grundschule,Öffentlich,Düsseldorf,Brehm Schule Städt. Ev. Grundschule,2118923941.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,83,27.7,0,12,71,28,22,62,132,"2024,2023,2022",Unfallatlas,Düsseldorf Engerstraße,136,51.2332096,6.8143021,,Lindemannstraße,452,51.2319302,6.8089088,,Schlüterstraße/Arbeitsagentur,558,51.2368685,6.8210372,,Düsseldorf Engerstraße,135,51.2332182,6.8142798,1,Engerstraße,241,51.2333799,6.817075,4,Düsseldorf Lindemannstraße,417,51.2320574,6.8093801,1,Düsseldorf Engerstraße,132,51.2332342,6.8141154,1,Engerstraße,260,51.2329265,6.8169156,,Sohnstraße,391,51.2378976,6.8131891,,35,126,"1, 2, 3, 4, 5, 6, 8, 9, de.05111000.uhlandstrasse",75.0
100717,2.0,Elsa-Brandström-Schule,Städtische Evangelische Montessori-,Grundschule  - Primarstufe -,"Düsseldorf, EG Elsa-Brandström-Schule",1.0,40468,Düsseldorf,An der Golzheimer Heide 120,211.0,8923692.0,211.0,8923699.0,100717@schule.nrw.de,https://www.elsa-dus.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344375.0,5681981.0,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,Elsa-Brandström-Schule Städtische Evangelische Montessori- Grundschule  - Primarstufe -,2118923692.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,21,7.0,0,2,19,9,0,12,86,"2024,2023,2022",Unfallatlas,Flughafen Terminal C,1096,51.2775037,6.765651,,Düsseldorf Flughafen Terminal,1153,51.2781696,6.7668377,,Freiligrathplatz,1189,51.2653156,6.7525772,,Elsässer Straße,359,51.2678312,6.7743286,,Eckenerstraße,530,51.2716832,6.7738111,2,An der Piwipp,701,51.2631407,6.7757743,,Elsässer Straße,361,51.2678433,6.7743481,,Meisenweg,424,51.2712398,6.7662166,,Carl-Sonnenschein-Straße,581,51.2655133,6.761739,,6,64,"1, 2, 3, 4",70.0
100730,2.0,Martin-Luther-Schule,Städt. Ev. Grundschule,- Primarstufe -,"Düsseldorf, EG Martin-Luther-Schule",1.0,40225,Düsseldorf,Gotenstr. 20,211.0,8921729.0,211.0,8929461.0,100730@schule.nrw.de,http://www.mlsduesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344852.0,5673970.0,,51.196048,6.779468,Grundschule,Öffentlich,Düsseldorf,Martin-Luther-Schule Städt. Ev. Grundschule - Primarstufe -,2118921729.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,49,16.3,0,7,42,25,4,28,12,"2024,2023,2022",Unfallatlas,Aachener Platz,713,51.1962946,6.7692431,,Südring,764,51.2000742,6.7705889,,Auf'm Hennekamp,788,51.202566,6.7838897,,Merowingerplatz,305,51.1985687,6.7777531,,Moorenstraße,381,51.1990309,6.7821717,1,Am Steinberg,430,51.1998353,6.7807473,,Merowingerplatz,180,51.197373,6.7779953,,Chlodwigstraße,286,51.1962622,6.7835614,2,Moorenstraße,297,51.1983276,6.7816793,,31,98,"1, 2, 3, 4, 5, 6, 7",65.0
100742,2.0,Matthias-Claudius-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Matthias-Claudius-Schule",1.0,40479,Düsseldorf,Bongardstr. 9,211.0,8928310.0,211.0,8929623.0,100742@schule.nrw.de,http://www.mcs-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345471.0,5678255.0,,51.234719,6.786474,Grundschule,Öffentlich,Düsseldorf,Matthias-Claudius-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,2118928310.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,110,36.7,0,12,98,54,23,61,72,"2024,2023,2022",Unfallatlas,Nordstraße,522,51.2334879,6.7792427,,Pempelforter Straße,752,51.2282158,6.7894158,,Düsseldorf Zoo,775,51.2371253,6.796926,,Marienhospital,233,51.23559,6.7834298,,Rochusmarkt,256,51.2339624,6.7899498,,Schloss Jägerhof,307,51.2319626,6.7862664,2,Prinz-Georg-Straße,203,51.2365102,6.7870272,,Marienhospital,236,51.2348819,6.7830988,,Schloss Jägerhof,238,51.2325836,6.7867777,,38,141,"1, 2, 3, 4, 5, 6, 780 782 785, 805, SEV, W1, W2",65.0
100754,2.0,Hanna-Zürndorfer-Schule,Städtische Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Hanna-Zürndorfer-Schule",1.0,40625,Düsseldorf,Benderstr. 78,211.0,8928320.0,211.0,8929625.0,100754@schule.nrw.de,https://hanna-zuerndorfer-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350061.0,5678452.0,,51.237714,6.85209,Grundschule,Öffentlich,Düsseldorf,Hanna-Zürndorfer-Schule Städtische Evangelische Grundschule - Primarstufe -,2118928320.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,30,10.0,0,4,26,15,5,20,43,"2024,2023,2022",Unfallatlas,Heinrich-Könn-Straße,593,51.2428575,6.8498133,,Gerresheim Krankenhaus,850,51.2453106,6.8535054,,Pöhlenweg,1253,51.2400254,6.834471,,Von-Gahlen-Straße,35,51.2377795,6.8525821,,Friedingstraße,255,51.2387955,6.8488576,,Gerresheim Rathaus,553,51.2365185,6.8598003,,Von-Gahlen-Straße,22,51.2379124,6.8521172,1,Friedingstraße,215,51.2386256,6.8493687,2,Dreherstraße,413,51.2349065,6.8559764,,20,103,"1, 2, 3, 4, 5, 6, 730, 733",65.0
100766,2.0,Beckbusch-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Beckbusch-Schule",1.0,40474,Düsseldorf,Beckbuschstr. 2,211.0,8994719.0,211.0,8929454.0,100766@schule.nrw.de,http://www.beckbuschschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343162.0,5681676.0,,51.264827,6.751927,Grundschule,Öffentlich,Düsseldorf,Beckbusch-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118994719.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,31,10.3,0,2,29,8,1,18,29,"2024,2023,2022",Unfallatlas,Freiligrathplatz,71,51.2653156,6.7525772,,Mörikestraße,453,51.2644576,6.7454372,,Messe Ost/Stockumer Kirchstraße,518,51.2604202,6.7543273,,Elsässer Straße,1594,51.2678312,6.7743286,,An der Piwipp,1669,51.2631041,6.775749,,Eckenerstraße,1703,51.2716832,6.7738111,2,Freiligrathplatz,101,51.2644082,6.7532219,8,Plüschowstraße,363,51.2677727,6.7496645,,An den Birken,417,51.267196,6.7565724,,21,76,"1, 2, 3, 4, 5, 6, 7, 8, M3",75.0
100778,2.0,Städt. Gem. Grundschule Lörick,- Primarstufe -,,"Düsseldorf, GG Wickrather Str.",1.0,40547,Düsseldorf,Wickrather Str. 31,211.0,8924635.0,211.0,8924630.0,100778@schule.nrw.de,https://www.ggs-loerick.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,341732.0,5679340.0,,51.243443,6.73248,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Lörick - Primarstufe -,2118924635.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,21,7.0,0,4,17,14,2,12,255,"2024,2023,2022",Unfallatlas,Am Seestern,434,51.2413848,6.7377788,,Lohweg,462,51.239849,6.7291529,,Prinzenallee,637,51.2379167,6.7348842,,Theodor-Heuss-Brücke,2365,51.2499957,6.7648087,,Nordstraße,3316,51.2354553,6.7783658,,Venloer Straße,3332,51.2376649,6.7794393,1,Sportstraße,289,51.2408545,6.7320516,,Am Seestern,404,51.2418709,6.7377048,2,Lohweg,433,51.2402781,6.7288542,6,18,80,"1, 2, 5, 6",75.0
100780,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Vennhauser Allee",1.0,40627,Düsseldorf,Vennhauser Allee 160-162,211.0,8926630.0,211.0,8926635.0,100780@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-vennhauserallee/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350235.0,5674910.0,,51.205931,6.85606,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118926630.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,21,7.0,0,2,19,5,0,9,25,"2024,2023,2022",Unfallatlas,Düsseldorf-Eller,449,51.2022903,6.8532798,,Vennhauser Allee,1034,51.1989864,6.8461856,,Alt Eller,1132,51.2000683,6.8427725,,Vennhauser Allee,1027,51.1992301,6.8459166,1,Gerresheim S,1805,51.2208432,6.8663026,,Schlesische Straße,1846,51.2078335,6.8297418,4,Am Ellerforst,54,51.206165,6.8567395,,Brands Hof,276,51.2083857,6.855509,1,Eller Kamp,361,51.2073178,6.8513718,2,31,53,"1, 2, 3, 4",75.0
100791,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Südallee",1.0,40593,Düsseldorf,Südallee 100,211.0,8928400.0,211.0,8929686.0,100791@schule.nrw.de,http://www.ggs-suedallee.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351895.0,5669146.0,,51.154569,6.882182,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118928400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,30,10.0,0,7,23,9,3,22,62,"2024,2023,2022",Unfallatlas,Benrath Betriebshof,732,51.1610231,6.8842833,,Benrath S,839,51.1615408,6.8775869,,Düsseldorf-Benrath,892,51.1623121,6.8788554,,Benrath Betriebshof,726,51.1610492,6.8834101,,Urdenbacher Allee,972,51.1620659,6.87502,2,Schloss Benrath,1287,51.1622562,6.8683888,1,Corellistraße,112,51.1543194,6.8806304,,Franz-Liszt-Straße,246,51.1559674,6.8849132,,Kammerrathsfeldstraße,355,51.1515073,6.8807251,,14,97,"1, 10, 11, 12, 13, 2, 3, 4, 5, 6, 7, 784 Vohwinkel, 788 Monheim, 8, 9, NE7 Urdenbach",65.0
100808,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Sonnenstr.",1.0,40227,Düsseldorf,Sonnenstr. 10,211.0,8924780.0,211.0,8929841.0,100808@schule.nrw.de,http://www.fgz-sonnenstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345813.0,5675803.0,,51.212779,6.792423,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,136,45.3,0,21,115,47,28,83,52,"2024,2023,2022",Unfallatlas,Düsseldorf-Friedrichstadt,239,51.2121229,6.7891521,,Düsseldorf Volksgarten,300,51.2101001,6.7918786,,Eingang H,732,51.2191728,6.7948947,,Sonnenstraße,90,51.2122877,6.7913936,2,Kruppstraße,211,51.211265,6.7942567,,Helmholtzstraße,395,51.2144279,6.7874062,,Kruppstraße,257,51.2112614,6.7952065,SEV,Friedrichstadt S,316,51.2112078,6.7886377,1,Helmholtzstraße,393,51.2144736,6.787467,4,37,152,"1, 10, 11, 12, 13, 14, 2, 3, 4, 5, 6, 7, 9, SEV",75.0
100810,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Konkordiastr.",1.0,40219,Düsseldorf,Konkordiastr. 26,211.0,8923662.0,211.0,8923672.0,100810@schule.nrw.de,https://konkordiaschule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344222.0,5676165.0,,51.2156,6.769505,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923662.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,94,31.3,0,18,76,29,12,57,10,"2024,2023,2022",Unfallatlas,"U-Bahn (51.2140, 6.7748)",410,51.2140293,6.7748358,,Kirchplatz,471,51.2134442,6.775327,,"U-Bahn (51.2135, 6.7754)",472,51.213512,6.7753976,,Polizeipräsidium,110,51.2157913,6.767954,,Landtag / Kniebrücke,349,51.218327,6.7670174,2,Stadttor,357,51.216029,6.7644267,2,Leo-Statz-Platz,177,51.2140453,6.7700464,,Polizeipräsidium,192,51.2153264,6.7667819,,Landtag/Kniebrücke,228,51.2175807,6.7686359,6,41,138,"1, 2, 3, 4, 5, 6, 7, V1, V2",75.0
100821,2.0,Don-Bosco-Montessori-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Don-Bosco-Montessori-Schu",1.0,40545,Düsseldorf,Salierstr. 37,211.0,8925650.0,211.0,9542162.0,100821@schule.nrw.de,http://www.don-bosco-grundschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343436.0,5677781.0,,51.229905,6.757555,Grundschule,Öffentlich,Düsseldorf,Don-Bosco-Montessori-Schule Städt. Gem. Grundschule - Primarstufe -,2118925650.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,,67,22.3,0,6,61,35,13,46,23,"2024,2023,2022",Unfallatlas,Barbarossaplatz,260,51.231548,6.754902,,Luegplatz,360,51.2315879,6.7619743,,Belsenplatz,717,51.2315346,6.7475889,,Landtag / Kniebrücke,1443,51.2183467,6.7669785,1,Poststraße,1481,51.2191745,6.7701533,,Sternstraße,1549,51.2332526,6.7791545,,Barbarossaplatz,238,51.2314159,6.7551245,,Luegplatz,315,51.2314513,6.7613473,,Jugendherberge,323,51.2270001,6.7576988,2,13,44,"1, 2",75.0
100833,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Rolandstr.",1.0,40476,Düsseldorf,Rolandstr. 40,211.0,8923780.0,211.0,8923786.0,100833@schule.nrw.de,http://www.ggrolandstrasse-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344811.0,5679471.0,,51.245466,6.7765,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,63,21.0,0,5,58,24,12,39,160,"2024,2023,2022",Unfallatlas,Kennedydamm,385,51.2434703,6.7719783,,Golzheimer Platz,599,51.2465904,6.7680891,,ERGO-Platz/Klever Straße,617,51.239986,6.7751426,,Essener Straße,464,51.2444598,6.7829674,,Spichernplatz,515,51.2470024,6.7834754,,Dreieck,673,51.2404183,6.7818368,2,Bankstraße,225,51.2452492,6.7797178,,Frankenplatz,306,51.2482187,6.7766956,,Kennedydamm,352,51.2439774,6.7720375,,20,106,"1, 2, 3, 4, 5, 6, 7",75.0
