schulnummer,schulname,schulart,strasse,plz,ortsteil,bezirk,telefon,email,website,leitung
11K06,Schule am Rathaus,Integrierte Sekundarschule,Rathausstr. 8,10367,Lichtenberg,,+49 30 5597668,11K06@11K06.schule.berlin.de,https://schuleamrathaus.de,"Eckardt, Steffen"
10S07,Schule am Rosenhain,Integrierte Sekundarschule,Klingenthaler Str. 32,12627,Hellersdorf,,+49 30 9989181,%09Sekretariat@rosenhain.schule.berlin.de,http://schule-am-rosenhain.de,"Klinnert, Holger"
01K08,Schule am Schillerpark (Integrierte Sekundarschule),Integrierte Sekundarschule,Ofener Str. 6,13349,Wedding,,+49 30 45799450,sekretariat@schule-am-schillerpark.de,https://www.schule-am-schillerpark.de,"Fischer, Ronald"
04K06,Schule am Schloss (Integrierte Sekundarschule),Integrierte Sekundarschule,Schloßstr. 55A,14059,Charlottenburg,,+49 30 902924110,sekretariat@schuleamschloss.de,http://www.schuleamschloss.de,"Malmwieck, Brunhilde"
05K09,Schule am Staakener Kleeblatt (Integrierte Sekundarschule),Integrierte Sekundarschule,Brunsbütteler Damm 431-437,13591,Staaken,,+49 30 3640330,%09%09Sekretariat@kleeblatt.schule.berlin.de,https://www.schuleamstaakenerkleeblatt.de,"Saleh, Malek (komm.)"
09S06,Schule am Wildgarten,Integrierte Sekundarschule,Köpenicker Landstr. 185A,12437,Baumschulenweg,,+49 30 5328067,09S06@09S06.schule.berlin.de,http://www.schule-wildgarten.de,"Leistner, Sandy"
01S01,Schule am Zille-Park,Integrierte Sekundarschule,Ravenéstr. 10-12,13347,Gesundbrunnen,,+49 30 460617401,info@schule-am-zille-park.de,https://www.schule-am-zille-park.de,"Wagner, Christina"
08S04,Schule am Zwickauer Damm,Integrierte Sekundarschule,Zwickauer Damm 17-22,12353,Rudow,,+49 30 6616079,Schule_am_Zwickauer_Damm1@t-online.de,,"Gutmann, Barbara"
09K08,Schule an der Dahme (Integrierte Sekundarschule),Integrierte Sekundarschule,Glienicker Str. 24-30,12557,Köpenick,,+49 30 6744572,info@dahmeschule.de,https://www.dahmeschule.de,"Vetter, Tilo"
05K08,Schule an der Haveldüne (Integrierte Sekundarschule),Integrierte Sekundarschule,Jaczostr. 53-67,13595,Wilhelmstadt,,+49 30 3650973,%09Sekretariat@havelduene.schule.berlin.de,http://www.havelduene.berlin,"Burow, Anett"
05K07,Schule an der Jungfernheide (Integrierte Sekundarschule),Integrierte Sekundarschule,Lenther Steig 1-3,13629,Siemensstadt,,+49 30 3839260,info@schule-an-der-jungfernheide.de,http://www.schule-an-der-jungfernheide.de,"Stolle, Karin"
08S09,Schule an der Windmühle,Integrierte Sekundarschule,Buckower Damm 176,12349,Buckow,,+49 30 609724020,08S09@08S09.schule.berlin.de,http://www.schule-an-der-windmuehle.de,"Schrader, Bernd"
11K08,Schule-am-Tierpark (Integrierte Sekundarschule),Integrierte Sekundarschule,Sewanstr. 223,10319,Friedrichsfelde,,+49 30 5125027,11K08@11K08.schule.berlin.de,,"Thalemann, Katrin"
03P03,Schulen Christburg Campus Prenzlauer Berg,Integrierte Sekundarschule,Christburger Str. 14,10405,Prenzlauer Berg,,+49 30 4431237170,Sekretariat@Christburg-Campus.de,http://www.christburg-campus.de,"Henninger, Joke; Salazar de Sousa, Johannes"
05P19,SIS Swiss International School Berlin,Integrierte Sekundarschule,Heerstr. 463,13593,Staaken,,+49 30 36439820,info.berlin@swissinternationalschool.de,https://www.swissinternationalschool.de,"Corner, Marc"
07K05,Solling-Schule,Integrierte Sekundarschule,Alt-Marienfelde 52,12277,Marienfelde,,+49 30 902777453,sekretariat@solling-schule.de,http://www.solling-schule.de,"Dr. Peters, Heike (komm.)"
07K01,Sophie-Scholl-Schule,Integrierte Sekundarschule,Elßholzstr. 34-37,10781,Schöneberg,,+49 30 902777171,kontakt@sophie-scholl-schule.eu,http://sophie-scholl-schule.eu,"Westphal, Juliane"
04A08,Sportschule im Olympiapark - Poelchau-Schule,Integrierte Sekundarschule,Olympischer Platz 3,14053,Westend,,+49 30 9011893010,kontakt@sportschule-olympiapark-poelchau.de,https://www.sportschule-olympiapark.de,"Rösner, Matthias-Carsten"
03B08,Staatliche Ballett- und Artistikschule Berlin,Integrierte Sekundarschule,Erich-Weinert-Str. 103,10409,Prenzlauer Berg,,+49 30 4057790,schulleitung@ballettschule-berlin.de,http://www.ballettschule-berlin.de,"Giessel, Ullrich"
07K04,Theodor-Haubach-Schule,Integrierte Sekundarschule,Grimmstr. 9-11,12305,Lichtenrade,,+49 30 902778245,sekretariat@ths.schule.berlin.de,http://www.ths-berlin.de,"Köhnen, Alexandra"
03P24,Ting-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Berliner Str. 21,13189,Pankow,,+49 30 62922068,ting@ting-schule.de,https://ting-schule.de,"Weiß, Svenja"
11K07,Vincent-van-Gogh-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Wustrower Str. 26,13051,Neu-Hohenschönhausen,,+49 30 92403020,11K07@11K07.schule.berlin.de,https://www.vincent-van-gogh-schule.de,"Hackmann, Jan Marek Florian"
12S05,Waldseeschule,Integrierte Sekundarschule,Olafstr. 32-34,13467,Hermsdorf,,+49 30 9029480100,12S05@12S05.schule.berlin.de,https://waldseeschule-berlin.de,"Hohnke, Ursula"
04K10,Wangari-Maathai-Internationale-Schule,Integrierte Sekundarschule,Babelsberger Str. 24,10715,Wilmersdorf,,+49 30 85758945,secretary@wmis-berlin.de,http://wangari-maathai-schule.jimdofree.com,"Gesse, Constance"
09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Aßmannstr. 11,12587,Friedrichshagen,,+49 30 6455089,Sekretariat@boelsche.schule.berlin.de,http://www.boelsche-berlin.de,"Mohler, Maria"
05P13,Wilhelmstadt Schulen,Integrierte Sekundarschule,Wilhelmstr. 28-30,13593,Wilhelmstadt,,+49 30 36289213,a.reising@wilhelmstadtschulen.de,https://wilhelmstadtschulen.de,"Toy, Muzaffer; Baykus, Bünyamin"
07A44,Willkommensschule THF,Integrierte Sekundarschule,Tempelhofer Damm 33/35,12101,Tempelhof,,+49 15174491969,%0907A44@07A44.schule.berlin.de,,"André, Yvonne"
12A44,Willkommensschule TXL,Integrierte Sekundarschule,Saatwinkler Damm 42,13627,Charlottenburg-Nord,,+49 30 3480639941,sekretariat@wiko-txl.de,https://willkommensschule-txl.de,"Thomas, Regina"
01K01,Willy-Brandt-Schule,Integrierte Sekundarschule,Grüntaler Str. 5,13357,Gesundbrunnen,,+49 30 4039492120,%0901K01@01K01.schule.berlin.de,https://www.willybrandtschule.de,"Franke, Andrea"
06K02,Wilma-Rudolph-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Am Hegewinkel 2A,14169,Dahlem,,+49 30 902996464,buero@wilma-rudolph.de,https://www.wilma-rudolph.de,"Hinrichsen, Birgit"
05K06,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Blumenstr. 13,13585,Spandau,,+49 30 3559280,sekretariat@05K06.schule.berlin.de,https://borchertschule-spandau.de,"Grünewald, Klaus"
08K10,Zuckmayer-Schule,Integrierte Sekundarschule,Kopfstr. 55,12053,Neukölln,,+49 30 6887475,08K10@08K10.schule.berlin.de,https://zuckmayer-schule.de,"Stollin, Kristin"
