schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,longitude,latitude,state,adresse,data_source,data_retrieved,bundesland,stadt
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_5f87d162-d25c-4558-81ef-3ee7dfe21965,"Mittelschule München, Toni-Pfülf-Straße 30",Toni-Pfülf-Str. 30,80995,München,,,Mittelschulen,,,,,,11.5333697,48.2011819,BY,"Toni-Pfülf-Str. 30, 80995 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_ca4fb9cf-b2e7-4d40-ab03-e0abecb28c3d,"Mittelschule München, Ichostraße 2",Ichostr. 2,81541,München,,,Mittelschulen,,,,,,11.5784058,48.1157402,BY,"Ichostr. 2, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_3cd7a9d2-b5fa-40f5-bb3e-0b33d8fbca77,"Mittelschule München, Winthirplatz 6",Winthirplatz 6,80639,München,,,Mittelschulen,,,,,,11.5265471,48.1535457,BY,"Winthirplatz 6, 80639 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_1e25e585-6e37-46b5-9c45-51563ce6ae4e,"Mittelschule München, Lehrer-Wirth-Straße 31",Lehrer-Wirth-Str. 31,81829,München,,,Mittelschulen,,,,,,11.6938154,48.1275142,BY,"Lehrer-Wirth-Str. 31, 81829 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_9fcdd568-a1c4-45e0-8b0d-7f22f3630841,"Anni-Braun-Schule, Förderzentrum,Förderschwerpunkt Sprache an der Musenbergstraße München",Musenbergstr. 32,81929,München,,,Förderzentren,,,,,,11.6462446,48.1707378,BY,"Musenbergstr. 32, 81929 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_582d3eee-370f-4db7-bd1a-57cfa6870193,Staatliche Fachoberschule für Technik München,Orleansstr. 44,81667,München,,,Fachoberschulen,,,,,,11.6018763,48.1264353,BY,"Orleansstr. 44, 81667 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_98ce20ed-d9ec-428f-a3f9-7d07d125c47a,Gymnasium München-Trudering,Friedenspromenade 64,81827,München,,,Gymnasien,,,,,,11.6748416,48.1099045,BY,"Friedenspromenade 64, 81827 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_121363a7-a4a3-498e-a2c6-a639438af5f4,Sonderpädagogisches Förderzentrum München-Nord an der Paulckestraße,Paulckestr. 10,80933,München,,,Förderzentren,,,,,,11.5508574,48.2172825,BY,"Paulckestr. 10, 80933 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_78d342f2-fa1d-489e-81ed-270285a4456d,"Therese-von-Bayern-Schule, Staatl. Fachoberschule für Wirtschaft München",Lindwurmstr. 90,80337,München,,,Fachoberschulen,,,,,,11.547261,48.1238811,BY,"Lindwurmstr. 90, 80337 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_260bd00d-8bc4-4ada-8a92-69e8948de687,"Mittelschule München, Situlistraße 87",Situlistr. 87,80939,München,,,Mittelschulen,,,,,,11.6184894,48.1956789,BY,"Situlistr. 87, 80939 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_f6f1998f-7725-49fe-a659-bf184fcbcf3a,"Mittelschule München, Weilerstraße 1",Weilerstr. 1,81541,München,,,Mittelschulen,,,,,,11.5874192,48.1232115,BY,"Weilerstr. 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_9db2dcea-a68b-427f-98eb-50efaaa8c642,"Mittelschule München, Fromundstraße 5",Fromundstr. 5,81547,München,,,Mittelschulen,,,,,,11.5763938,48.1081472,BY,"Fromundstr. 5, 81547 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_3070b611-0def-4c41-ba93-0f1bbea86e5a,Staatliche Fachoberschule München-West,Bergsonstr. 109,81245,München,,,Fachoberschulen,,,,,,11.4343665,48.1637074,BY,"Bergsonstr. 109, 81245 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_360cb8b1-ee5c-4909-8c6c-1eb24e4871a0,Theresien-Gymnasium München,Kaiser-Ludwig-Platz 3,80336,München,,,Gymnasien,,,,,,11.5565083,48.1319323,BY,"Kaiser-Ludwig-Platz 3, 80336 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_9e2ca571-d8f5-4d72-a37a-63c4c31ce46b,Albert-Einstein-Gymnasium München,Lautererstr. 2,81545,München,,,Gymnasien,,,,,,11.5601922,48.0947335,BY,"Lautererstr. 2, 81545 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_a25b412f-e50b-44bf-be6e-65fa8be6a989,Wittelsbacher-Gymnasium München,Marsplatz 1,80335,München,,,Gymnasien,,,,,,11.5484676,48.145363,BY,"Marsplatz 1, 80335 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_5d572203-e801-4329-ab9f-8bbd0a55896e,Marieluise-Fleißer-Realschule Staatl. Realschule München III,Schwanthalerstr. 87,80336,München,,,Realschulen,,,,,,11.5528271,48.1371051,BY,"Schwanthalerstr. 87, 80336 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_595f0725-e84b-464d-a890-08c71562072f,Oskar-von-Miller-Gymnasium München,Ungererstr. 191,80805,München,,,Gymnasien,,,,,,11.6038956,48.1803755,BY,"Ungererstr. 191, 80805 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_dfc50391-1c25-45fe-918d-81d0b6b3074b,Georg-Büchner-Realschule Staatliche Realschule München I,Droste-Hülshoff-Str. 5,80686,München,,,Realschulen,,,,,,11.5092454,48.1272914,BY,"Droste-Hülshoff-Str. 5, 80686 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_9af8d356-55cb-43dc-b77e-35ef8a0f0bed,Klenze-Gymnasium München,Wackersberger Str. 59,81371,München,,,Gymnasien,,,,,,11.5436835,48.1153885,BY,"Wackersberger Str. 59, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_ae72d070-a765-4c4f-bd79-61e3f462bc34,Luitpold-Gymnasium München,Seeaustr. 1,80538,München,,,Gymnasien,,,,,,11.5924715,48.1446075,BY,"Seeaustr. 1, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7fcb1ac0-c4d4-4306-a80b-1e654e282f2c,Maria-Theresia-Gymnasium München,Regerplatz 1,81541,München,,,Gymnasien,,,,,,11.5886091,48.1241986,BY,"Regerplatz 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_8d964f40-272f-47aa-a1ef-e4420ea3934f,Max-Planck-Gymnasium München,Weinbergerstr. 29,81241,München,,,Gymnasien,,,,,,11.4703754,48.139584,BY,"Weinbergerstr. 29, 81241 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_79492b36-b83c-4fa4-89d8-285be4f98e78,Rupprecht-Gymnasium München,Albrechtstr. 7,80636,München,,,Gymnasien,,,,,,11.544183,48.1515414,BY,"Albrechtstr. 7, 80636 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_45eff82c-d299-4740-832a-b13944a2202f,Pestalozzi-Gymnasium München,Eduard-Schmid-Str. 1,81541,München,,,Gymnasien,,,,,,11.5824139,48.1273073,BY,"Eduard-Schmid-Str. 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7ad6952d-966b-408e-a1f6-cb29fbe71f05,Wilhelmsgymnasium München,Thierschstr. 46,80538,München,,,Gymnasien,,,,,,11.5886091,48.1381923,BY,"Thierschstr. 46, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_d4693314-b56b-41af-b2d6-a5adfad77f24,Georg-Huber-Mittelschule  Grafing b.München,Am Stadion 2,85567,Grafing b.München,,,Mittelschulen,,,,,,11.9709235,48.0493792,BY,"Am Stadion 2, 85567 Grafing b.München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_5348ac21-5a91-41fc-a41a-d166d56fe938,Leonhard-Wagner-Gymnasium Schwabmünchen,Breitweg 16,86830,Schwabmünchen,,,Gymnasien,,,,,,10.7670879,48.1857071,BY,"Breitweg 16, 86830 Schwabmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_d33bd2ef-8386-4753-8081-991bf5b8c098,Gymnasium Kirchheim b.München,Heimstettner Str. 3,85551,Kirchheim b.München,,,Gymnasien,,,,,,11.7593884,48.1677894,BY,"Heimstettner Str. 3, 85551 Kirchheim b.München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_b6142bd1-39ae-442e-b5de-ea714a61367d,Fritz-Schäffer-Mittelschule Ostermünchen in Tuntenhausen,Niedergartenweg 7,83104,Tuntenhausen,,,Mittelschulen,,,,,,12.033207,47.9489061,BY,"Niedergartenweg 7, 83104 Tuntenhausen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_5530fea0-9531-4e96-87bc-8c697192118c,Staatl. Realschule Waldmünchen,Dr.-Matthias-Lechner-Str. 11,93449,Waldmünchen,,,Realschulen,,,,,,12.703824,49.3862487,BY,"Dr.-Matthias-Lechner-Str. 11, 93449 Waldmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_707ba492-7551-4cb6-a4d3-9f07440dad19,Schwarzachtal-Mittelschule Waldmünchen,Dr.-Matthias-Lechner-Str. 8,93449,Waldmünchen,,,Mittelschulen,,,,,,12.7048264,49.38538,BY,"Dr.-Matthias-Lechner-Str. 8, 93449 Waldmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_6658e87e-20ec-48d3-b98f-5f0a303bda84,"Mittelschule Kirchheim b.München, an der Heimstettner Straße",Heimstettner Str. 12,85551,Kirchheim b.München,,,Mittelschulen,,,,,,11.7561214,48.1684448,BY,"Heimstettner Str. 12, 85551 Kirchheim b.München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEREALSCHULEN_ba9ff9dd-627e-4821-b7e9-cfd526a0f2d1,Leonhard-Wagner-Realschule Staatl. Realschule Schwabmünchen,Breitweg 16,86830,Schwabmünchen,,,Realschulen,,,,,,10.7670879,48.1857071,BY,"Breitweg 16, 86830 Schwabmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_0c726a30-03d8-46b3-90e2-a985f3e4de11,Leonhard-Wagner-Mittelschule Schwabmünchen,Breitweg 16 a,86830,Schwabmünchen,,,Mittelschulen,,,,,,10.7655008,48.1855004,BY,"Breitweg 16 a, 86830 Schwabmünchen","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_bbdd33ca-8bde-4e19-87a1-b423e8e8c0ff,Max-Mannheimer-Mittelschule Garching b. München,St.-Severin-Str. 3,85748,Garching b. München,,,Mittelschulen,,,,,,11.6486017,48.2486821,BY,"St.-Severin-Str. 3, 85748 Garching b. München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-08-22,Bayern,München
MUCPRIV_sec_8cdf09885b59,Staatlich anerkannte Sabel Realschule München I // der Stiftung Sabel Schulen,Schwanthalerstraße 51,80336,München,,,Sekundarschule,,,,,,11.5576898,48.1371671,,"Schwanthalerstraße 51, 80336 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_830fbdff8b5a,Priv. Realschule Huber in München,Kohlstraße 5,80469,München,,,Sekundarschule,,,,,,11.580925800000001,48.131917099999995,,"Kohlstraße 5, 80469 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_3afe34e03192,Privates evangelisches Lukas-Gymnasium der // Lukas-Schulen gGmbH München,Riegerhofstraße 18,80686,München,,,Sekundarschule,,,,,,11.501530599999999,48.140573599999996,,"Riegerhofstraße 18, 80686 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_11ad4fa494eb,Private staatlich genehmigte neuhof neo Realschule // München der neuhof Bildungswerk gGmbH,Plinganserstraße 138,81369,München,,,Sekundarschule,,,,,,11.540293799999999,48.102155499999995,,"Plinganserstraße 138, 81369 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_17352384f302,Kleines privates Lehrinstitut // Derksen München Gymnasium-,Pfingstrosenstraße 73,81377,München,,,Sekundarschule,,,,,,11.4793875,48.108550099999995,,"Pfingstrosenstraße 73, 81377 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_a70b35344795,Private Realschule Gut Warnberg der begemann // gemeinnützige GmbH in München,Warnbergstraße 1,81479,München,,,Sekundarschule,,,,,,11.5102433,48.0664388,,"Warnbergstraße 1, 81479 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_3f5db51a3632,Erzbischöfliches Edith-Stein-Gymnasium München,Preysingstraße 105,81667,München,,,Sekundarschule,,,,,,11.601851700000001,48.1317656,,"Preysingstraße 105, 81667 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_9d764e208cde,Bilinguales Gymnasium Phorms München,Maria-Theresia-Straße 35,81675,München,,,Sekundarschule,,,,,,11.601171299999999,48.147194299999995,,"Maria-Theresia-Straße 35, 81675 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_6ef58cf61af2,Privates Jules Verne Gymnasium der Jules Verne // Campus gGmbH in München,Bayerwaldstraße 8,81737,München,,,Sekundarschule,,,,,,11.6304146,48.0911555,,"Bayerwaldstraße 8, 81737 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_1bd67114c5c4,Immanuel-Realschule München Priv.chr.RS d. // Fördervereins adventis. Schulen in Bayern e.V.,Am Moosfeld 3,81829,München,,,Sekundarschule,,,,,,11.5103495,48.1094723,,"Am Moosfeld 3, 81829 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_bde651592c7a,Privatgymnasium Dr. Florian Überreiter,Pariser Straße 30,81667,München,,,Sekundarschule,,,,,,11.5994966,48.127356,,"Pariser Straße 30, 81667 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_9d57740cda7b,Nymphenburger Schulen,Sadelerstraße 10,80638,München,,,Sekundarschule,,,,,,11.5216107,48.1657501,,"Sadelerstraße 10, 80638 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_93ab6791bde7,Rudolf-Steiner-Schule,Max-Proebstl-Straße 7,81929,München,,,Sekundarschule,,,,,,11.653052,48.1546323,,"Max-Proebstl-Straße 7, 81929 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_228e450f6115,Christophorus-Schule,Leibengerstraße 16,81829,München,,,Sekundarschule,,,,,,11.6818769,48.1421983,,"Leibengerstraße 16, 81829 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_d5a8c7523308,Rudolf-Steiner-Schule Ismaning Freie Waldorfschule eG,Dorfstraße 77,85737,Ismaning,,,Sekundarschule,,,,,,11.6861805,48.2154495,,"Dorfstraße 77, 85737 Ismaning",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,Ismaning
MUCPRIV_sec_0e1b38e578d3,Obermenzinger Gymnasium,Freseniusstraße 47,81247,München,,,Sekundarschule,,,,,,11.4767999,48.1692214,,"Freseniusstraße 47, 81247 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_31922b566d14,Realschulen private Theresia- Gerhardinger-Mädchenrealschule,Mariahilfpl. 13,81541,München,,,Sekundarschule,,,,,,11.5843127,48.1251799,,"Mariahilfpl. 13, 81541 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_beb353931997,Maria-Probst-Realschule,Reutberger Str. 14,81371,München,,,Sekundarschule,,,,,,11.5496831,48.1164153,,"Reutberger Str. 14, 81371 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_272390ed9f0b,Private Erzbischöfliche Pater-Rupert-Mayer-Realschule Pullach,Wolfratshauser Str. 30,82049,Pullach im Isartal,,,Sekundarschule,,,,,,11.512949400000002,48.060668199999995,,"Wolfratshauser Str. 30, 82049 Pullach im Isartal",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,Pullach im Isartal
MUCPRIV_sec_58bf570acf65,Theresia-Gerhardinger-Gymnasium (privat / staatl. anerkannt) / Ausbildungsrichtung: SG; MuG; WSG-W,Blumenstraße 26,80331,München,,,Sekundarschule,,,,,,11.572801199999999,48.1333164,,"Blumenstraße 26, 80331 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_43a6bd97b05d,Gymnasium Derksen (privat / staatl. anerkannt) Ausbildungsrichtung: SG; NTG,Pfingstrosenstraße 73,81377,München,,,Sekundarschule,,,,,,11.4793875,48.108550099999995,,"Pfingstrosenstraße 73, 81377 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_99a7619227d5,Helene Habermann Gymnasium,Lincolnstraße 92,81549,München,,,Sekundarschule,,,,,,11.604147099999999,48.0953308,,"Lincolnstraße 92, 81549 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_fead8f47a2aa,Privates Lyzeum I der Republik Griechenland,Ständlerstraße 36,81549,München,,,Sekundarschule,,,,,,11.603690499999999,48.1040172,,"Ständlerstraße 36, 81549 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_c0e27c91fb00,Europäische Schule München - Standort Neuperlach - Höhere Schule,Elise-Aulinger-Straße 21,81739,München,,,Sekundarschule,,,,,,11.640028299999999,48.0957188,,"Elise-Aulinger-Straße 21, 81739 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_9c72080558b4,"Congregatio Jesu vorm. Englische Fräulein, Gymnasium Realschule",Maria-Ward-Straße 5-11,80638,München,,,Sekundarschule,,,,,,11.5050524,48.16131790000001,,"Maria-Ward-Straße 5-11, 80638 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_b57e26ecc28f,Montessorischule Hohenbrunn,Otto-Hahn-Str. 36,85521,Riemerling,,,Sekundarschule,,,,,,11.6780188,48.055494599999996,,"Otto-Hahn-Str. 36, 85521 Riemerling",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,Riemerling
MUCPRIV_sec_8e8ea659e3b1,Montessori Schule Clara Grunwald Unterschleißheim,Birkenallee 1,85716,Unterschleißheim,,,Sekundarschule,,,,,,11.5783098,48.270472899999994,,"Birkenallee 1, 85716 Unterschleißheim",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,Unterschleißheim
MUCPRIV_sec_b36ccbc08a16,Jüdisches Gymnasium München,St.-Jakobs-Platz 18,80331,München,,,Sekundarschule,,,,,,11.5719965,48.1346251,,"St.-Jakobs-Platz 18, 80331 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_80187ab10f3a,Privates Novalis-Gymnasium der neuhof-Schulen München,Wasserburger Landstraße 205,81827,München,,,Sekundarschule,,,,,,11.540293799999999,48.102155499999995,,"Wasserburger Landstraße 205, 81827 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_158c7e78d673,Private Deutsch-Französische Volksschule an der Berlepschstraße,Berlepschstraße 3,81373,München,,,Sekundarschule,,,,,,11.542377700000001,48.1243449,,"Berlepschstraße 3, 81373 München",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,München
MUCPRIV_sec_deff16f7c084,Gymnasium der Benediktiner Schäftlarn,Kloster Schäftlarn 2,82067,Schäftlarn,,,Sekundarschule,,,,,,11.441512,47.974,,"Kloster Schäftlarn 2, 82067 Schäftlarn",private-schools-research-2026-04 (OSM + km.bayern + Places + Gemini),2026-08-22,Bayern,Schäftlarn
