schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,latitude,longitude,adresse,data_source,data_retrieved,bundesland,stadt,traffic_accidents_total,traffic_accidents_fatal,traffic_accidents_serious_injury,traffic_accidents_minor_injury,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_safety_score,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_f412a477-12e1-4752-a0d5-0b1e167251b5,"Grundschule München, Blumenauer Straße 11",Blumenauer Str. 11,80689,München,,,Grundschulen,,,,,,48.127779,11.474073,"Blumenauer Str. 11, 80689 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,37,0,0,37,14,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumenau,42.0,48.128154,11.474112,,Blumenau,65.0,48.128075,11.474828,,Blumenau,83.0,48.127785,11.475191,,38,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_0fe21d82-9d1e-4f9d-a3a4-b883c81bab5b,"Grundschule München, Boschetsrieder Straße 35",Boschetsrieder Str. 35,81379,München,,,Grundschulen,,,,,,48.099961,11.536227,"Boschetsrieder Str. 35, 81379 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,57,0,0,57,30,5,0,August-Zeune-Weg,166.0,48.098557,11.536982,,"Tölzer Straße, Bus",193.0,48.098635,11.537894,,Obersendling,193.0,48.098233,11.535934,,,,,,,,,,,,,,,,,Tölzer Straße,118.0,48.100386,11.537684,,Tölzer Straße,148.0,48.099949,11.53822,,Tölzer Straße,171.0,48.100695,11.538251,,74,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_0d1519a8-8d6d-406b-8f0a-af186d85ed50,"Grundschule München, Dachauer Straße 98",Dachauer Str. 98,80335,München,,,Grundschulen,,,,,,48.152414,11.556769,"Dachauer Str. 98, 80335 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,127,0,13,114,74,23,0,Stiglmaierplatz,455.0,48.148379,11.555742,B,Stiglmaierplatz,503.0,48.147896,11.556977,,Stiglmaierplatz,505.0,48.147986,11.55528,A,Sandstraße,226.0,48.150596,11.558125,,Hochschule München (Lothstraße),263.0,48.154028,11.554177,2,Hochschule München (Lothstraße),339.0,48.154534,11.55348,1,Hochschule München (Lothstraße),297.0,48.154627,11.554517,5,Hochschule München (Lothstraße),300.0,48.154739,11.554718,4,Gaiglstraße,465.0,48.152462,11.550496,,69,1; 2; 4; 5; A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_55064949-5518-4daf-a316-a5e69cbc8090,"Grundschule München,  Dom-Pedro-Platz 2",Dom-Pedro-Platz 2,80637,München,,,Grundschulen,,,,,,48.159364,11.533947,"Dom-Pedro-Platz 2, 80637 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,67,0,5,62,31,8,0,Gern,437.0,48.161718,11.52922,D,Gern,438.0,48.161872,11.529387,C,Unknown,469.0,48.162205,11.529276,,Neuhausen,384.0,48.156313,11.531524,,Volkartstraße,481.0,48.15512,11.532669,,Renatastraße,626.0,48.156619,11.526578,,Dom-Pedro-Straße,123.0,48.159736,11.535516,,Dom-Pedro-Straße,126.0,48.159785,11.535523,,Dom-Pedro-Straße,266.0,48.159389,11.537527,,57,C; D,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_029fca47-cb04-4be9-bd1c-dd2535a95263,"Grundschule München,  Droste-Hülshoff-Straße 9",Droste-Hülshoff-Str. 9,80686,München,,,Grundschulen,,,,,,48.12804,11.507617,"Droste-Hülshoff-Str. 9, 80686 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,86,0,5,81,21,9,0,Unknown,778.0,48.134923,11.509481,C,Friedenheimer Straße,824.0,48.135125,11.510856,,Unknown,830.0,48.134866,11.512135,,Stegener Weg,247.0,48.125863,11.508282,,Säulingstraße,331.0,48.127413,11.51198,,Aindorferstraße,452.0,48.13055,11.502819,,Stegener Weg,280.0,48.125718,11.509066,,Ammerseestraße,422.0,48.125821,11.503004,,Ammerseestraße,446.0,48.125813,11.502625,,44,C,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_07945bc5-0c6c-4ce8-bc2c-b18ed022cd2f,"Grundschule München,  Eduard-Spranger-Straße 15 b",Eduard-Spranger-Str. 15 b,80935,München,,,Grundschulen,,,,,,48.20658,11.549186,"Eduard-Spranger-Str. 15 b, 80935 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,21,0,0,21,4,3,58,Unknown,836.0,48.21351,11.553575,,Unknown,860.0,48.213715,11.553659,,Hasenbergl,872.0,48.213429,11.554914,,,,,,,,,,,,,,,,,Hasenbergl Süd,257.0,48.208372,11.551385,,Hasenbergl Süd,268.0,48.208358,11.551633,,Hasenbergl Süd,275.0,48.207847,11.552368,,42,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_65abad2e-2ef7-4122-adb0-1a701a584c0d,"Grundschule München,  Ernst-Reuter-Straße 4",Ernst-Reuter-Str. 4,81675,München,,,Grundschulen,,,,,,48.135836,11.611223,"Ernst-Reuter-Str. 4, 81675 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,165,0,15,150,81,20,0,Leuchtenbergring,394.0,48.134287,11.615994,,Unknown,464.0,48.13894,11.60704,C,Unknown,476.0,48.139292,11.60743,B,Grillparzerstraße,98.0,48.136491,11.610338,1,Grillparzerstraße,121.0,48.135337,11.609774,4,Grillparzerstraße,133.0,48.135808,11.609428,3,Grillparzerstraße,99.0,48.136505,11.610335,,Grillparzerstraße,122.0,48.135332,11.609756,,Grillparzerstraße,132.0,48.135813,11.609447,,86,1; 3; 4; B; C,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_f58f7aca-886a-43b3-b9d5-0d7b7a8777c2,"Grundschule München, Grafinger Straße 71",Grafinger Str. 71,81671,München,,,Grundschulen,,,,,,48.125513,11.616893,"Grafinger Str. 71, 81671 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,70,0,2,68,22,13,0,Unknown,533.0,48.120733,11.61737,G,Unknown,555.0,48.120572,11.61796,,Unknown,575.0,48.12035,11.617252,F,Ampfingstraße,612.0,48.130961,11.615715,,Schlüsselbergstraße,646.0,48.129742,11.622855,,Haidenauplatz,909.0,48.132155,11.609754,,Grafinger Straße,199.0,48.124625,11.619226,,Grafinger Straße,211.0,48.124628,11.619409,,Mühldorfstraße,275.0,48.126682,11.613625,,67,F; G,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_adfefd7f-d037-469b-9d44-951d0db5f1ae,"Grundschule München,  Pfarrer-Grimm-Straße 1",Pfarrer-Grimm-Str. 1,80999,München,,,Grundschulen,,,,,,48.179603,11.462914,"Pfarrer-Grimm-Str. 1, 80999 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,22,0,4,18,11,2,56,Untermenzing,754.0,48.177712,11.472685,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfarrer-Grimm-Straße,117.0,48.179322,11.461387,,Pfarrer-Grimm-Straße,123.0,48.179562,11.461256,,Schulbus,174.0,48.179652,11.465257,,34,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_0ce3e40f-1670-4431-91dd-dec2934f2f28,"Grundschule München,  Eversbuschstraße 182",Eversbuschstr. 182,80999,München,,,Grundschulen,,,,,,48.19951,11.458436,"Eversbuschstr. 182, 80999 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,11,0,1,10,4,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kleselstraße,43.0,48.199846,11.458162,,Kleselstraße,85.0,48.198784,11.458059,,Kleselstraße,115.0,48.199167,11.456966,,26,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_752d846e-ec5e-45a6-bf4b-33e511b9fbd0,"Grundschule München,  Farinellistraße 7",Farinellistr. 7,80796,München,,,Grundschulen,,,,,,48.161715,11.564603,"Farinellistr. 7, 80796 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,112,1,15,96,64,13,0,Unknown,278.0,48.16136,11.568308,,Unknown,284.0,48.161109,11.568323,,Unknown,302.0,48.162059,11.568637,,Nordbad,78.0,48.161515,11.5636,3,Nordbad,91.0,48.160896,11.56454,2,Nordbad,120.0,48.160953,11.56346,,Nordbad,92.0,48.160902,11.5644,,Nordbad,157.0,48.160933,11.562846,4,Nordbad,177.0,48.161016,11.562455,1,69,1; 2; 3; 4,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_c864908f-76b8-4103-a654-8d6542d39a5e,"Grundschule München,  Feldbergstraße 85",Feldbergstr. 85,81825,München,,,Grundschulen,,,,,,48.117661,11.668102,"Feldbergstr. 85, 81825 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,44,0,6,38,18,7,12,Unknown,927.0,48.125457,11.663658,,Unknown,943.0,48.125536,11.663399,,Unknown,955.0,48.125671,11.663464,,,,,,,,,,,,,,,,,Spertentalstraße,142.0,48.117914,11.669984,,Spertentalstraße,144.0,48.117718,11.670046,,Spertentalstraße,147.0,48.117971,11.670028,,64,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_1f6fd3e8-ea41-4fcf-8f47-875eb4d74ebd,"Grundschule München,  Feldmochinger Straße 251",Feldmochinger Str. 251,80995,München,,,Grundschulen,,,,,,48.200781,11.523593,"Feldmochinger Str. 251, 80995 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,19,0,1,18,14,2,62,Fasanerie,374.0,48.197775,11.525866,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuckucksblumenstraße,232.0,48.198868,11.522358,,Kuckucksblumenstraße,233.0,48.198872,11.522313,,Fasanerie Bahnhof,365.0,48.197509,11.523971,,13,,80
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_7e62e282-cf6f-450e-9a8c-a34094387661,"Grundschule München,  Flurstraße 4",Flurstr. 4,81675,München,,,Grundschulen,,,,,,48.133698,11.605328,"Flurstr. 4, 81675 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,104,0,10,94,57,17,0,Unknown,399.0,48.135543,11.600713,B,Unknown,421.0,48.135785,11.600596,A,Unknown,548.0,48.12884,11.60409,B,Flurstraße,212.0,48.135594,11.605053,,Flurstraße,224.0,48.135648,11.604576,,Grillparzerstraße,335.0,48.136063,11.608132,2,Kirchenstraße,51.0,48.133277,11.605043,,Kirchenstraße,154.0,48.13232,11.605075,,Flurstraße,211.0,48.135556,11.604731,,99,2; A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_bef8409a-a474-4b08-ac0c-7d9bd6a5dcf4,"Grundschule München,  Forellenstraße 5",Forellenstr. 5,81825,München,,,Grundschulen,,,,,,48.12173,11.658074,"Forellenstr. 5, 81825 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,43,1,7,35,18,7,14,Unknown,518.0,48.125972,11.660959,,Unknown,537.0,48.126143,11.661011,,Trudering,550.0,48.125653,11.662592,,,,,,,,,,,,,,,,,Halligenplatz,333.0,48.119244,11.660565,,Halligenplatz,333.0,48.119199,11.660479,,Gnadenwaldplatz,510.0,48.117939,11.654208,,61,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_21e9323d-83d8-4fd3-8c18-5072810fbb2a,"Grundschule München,  Forstenrieder Allee 175",Forstenrieder Allee 175,81476,München,,,Grundschulen,,,,,,48.085966,11.495728,"Forstenrieder Allee 175, 81476 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,17,0,1,16,6,3,66,Unknown,647.0,48.090495,11.490256,,Unknown,677.0,48.091217,11.491106,,Basler Straße,680.0,48.091273,11.491169,,,,,,,,,,,,,,,,,Hatzelweg,64.0,48.086445,11.496195,,Hatzelweg,83.0,48.086546,11.496443,,Hatzelweg,114.0,48.086988,11.495875,,43,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_bf759c02-ed7c-4c87-85a9-ee12fbfbd6c8,"Grundschule München,  Gärtnerplatz",Klenzestr. 27,80469,München,,,Grundschulen,,,,,,48.132196,11.577172,"Klenzestr. 27, 80469 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,255,0,21,234,146,61,0,Unknown,357.0,48.130178,11.573439,B,Fraunhoferstraße,383.0,48.129429,11.574103,,Unknown,386.0,48.130089,11.573032,A,Reichenbachplatz,126.0,48.133296,11.576738,,Reichenbachplatz,130.0,48.133288,11.576564,,Müllerstraße,376.0,48.131698,11.572164,,Gärtnerplatztheater,129.0,48.132123,11.575443,,Gärtnerplatztheater,151.0,48.132333,11.575151,,Baaderstraße,252.0,48.130062,11.578318,,100,A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_485e709f-6002-48aa-a87a-4cbb2806f27f,"Grundschule München,  Fröttmaninger Straße 21",Fröttmaninger Str. 21,80805,München,,,Grundschulen,,,,,,48.177227,11.596967,"Fröttmaninger Str. 21, 80805 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,68,0,3,65,16,6,0,Unknown,357.0,48.177814,11.601698,D,Unknown,389.0,48.173729,11.597209,A,Unknown,391.0,48.173786,11.598053,B,Anni-Albers-Straße,641.0,48.17977,11.589212,,Am Münchner Tor,654.0,48.17613,11.588298,,Domagkstraße,883.0,48.183797,11.590265,,Nordfriedhof,355.0,48.17416,11.59829,,Nordfriedhof,360.0,48.174125,11.59836,,München Nord / Schwabing,396.0,48.173715,11.597828,,42,A; B; D,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_f764febd-2405-404b-886f-68440e4440c8,"Grundschule München, Fromundstraße 5",Fromundstr. 5,81547,München,,,Grundschulen,,,,,,48.108216,11.576543,"Fromundstr. 5, 81547 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,94,0,5,89,37,20,0,Wettersteinplatz,60.0,48.108206,11.57574,U1,Unknown,60.0,48.107755,11.576968,C,Unknown,69.0,48.107622,11.576829,D,Wettersteinplatz,176.0,48.10929,11.574805,,Tegernseer Landstraße,445.0,48.112219,11.576345,,Kurzstraße,637.0,48.104623,11.569862,,Wettersteinplatz,160.0,48.109184,11.574943,,Tegernseer Landstraße,338.0,48.111256,11.576587,X204,Spixstraße,349.0,48.110794,11.579216,,74,C; D; U1; X204,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_3b1c262c-3a2f-4c9d-840d-479ddde3f880,"Grundschule München, Ichostraße 2",Ichostr. 2,81541,München,,,Grundschulen,,,,,,48.115707,11.578528,"Ichostr. 2, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,152,0,17,135,90,28,0,Unknown,65.0,48.115212,11.579,B,Unknown,84.0,48.115343,11.579524,C,Unknown,97.0,48.115326,11.57971,D,Silberhornstraße,94.0,48.115472,11.579742,4,Silberhornstraße,105.0,48.115579,11.579931,3,Tegernseer Landstraße,420.0,48.112219,11.576345,,Silberhornstraße,37.0,48.115427,11.57825,,Silberhornstraße,38.0,48.115383,11.57869,5,Silberhornstraße/Ichostraße,88.0,48.115901,11.579676,1,92,1; 3; 4; 5; B; C; D,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_a54493de-dedc-4eeb-85e4-c31ad0e41907,"Grundschule München, Hildegard-von-Bingen-Anger 4",Hildegard-von-Bingen-Anger 4,80937,München,,,Grundschulen,,,,,,48.210288,11.570339,"Hildegard-von-Bingen-Anger 4, 80937 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,29,0,3,26,12,6,42,Unknown,469.0,48.212003,11.56456,,Dülferstraße,544.0,48.212297,11.563645,,Unknown,576.0,48.205124,11.56966,,,,,,,,,,,,,,,,,Trenkleweg,90.0,48.209961,11.571448,,Trenkleweg,131.0,48.210081,11.572083,,Frauenmantelanger,173.0,48.2094,11.568416,,42,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_20b51a03-ecdd-4f31-9ba0-7baddaa57cbf,"Grundschule München, Gotzinger Platz 1",Gotzinger Platz 1,81371,München,,,Grundschulen,,,,,,48.117288,11.550818,"Gotzinger Platz 1, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,72,1,4,67,43,13,0,Unknown,274.0,48.119177,11.548454,D,Unknown,280.0,48.119389,11.548738,C,Unknown,284.0,48.119149,11.548207,E,,,,,,,,,,,,,,,,Gotzinger Platz,51.0,48.117674,11.550438,,Implerstraße,245.0,48.118731,11.548329,1,Implerstraße,262.0,48.119295,11.548979,,71,1; C; D; E,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_cf89a941-afb0-4e91-86f9-de13768d174b,"Grundschule München, Gotzmannstraße 19",Gotzmannstr. 19,81245,München,,,Grundschulen,,,,,,48.160459,11.411604,"Gotzmannstr. 19, 81245 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,28,0,3,25,6,1,44,Aubing,512.0,48.155971,11.413159,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergsonstraße,238.0,48.159959,11.41472,,Bergsonstraße,266.0,48.15988,11.41509,,Bergsonstraße,271.0,48.159794,11.415113,,30,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_176188df-4265-40a3-a20a-504fe7a96ec2,"Grundschule München, Guldeinstraße 27",Guldeinstr. 27,80339,München,,,Grundschulen,,,,,,48.138464,11.532982,"Guldeinstr. 27, 80339 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,131,0,12,119,66,18,0,Unknown,515.0,48.133843,11.53341,B,Donnersbergerbrücke,536.0,48.142669,11.536523,,Unknown,549.0,48.133531,11.532887,,Trappentreustraße,234.0,48.139991,11.535161,,Trappentreustraße,239.0,48.139958,11.535307,,Barthstraße,275.0,48.140284,11.530479,1,Trappentreustraße,141.0,48.139495,11.534091,,Trappentreustraße,191.0,48.139738,11.534715,,Trappentreustraße,196.0,48.140213,11.533314,,76,1; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_5b6081c3-19c3-4332-83ec-239c22e3dfa4,"Grundschule München, Haimhauserstraße 23",Haimhauserstr. 23,80802,München,,,Grundschulen,,,,,,48.162026,11.5916,"Haimhauserstr. 23, 80802 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,131,0,10,121,71,18,0,Unknown,339.0,48.161777,11.587051,F,Unknown,366.0,48.162014,11.586668,E,Unknown,366.0,48.161634,11.586695,,Potsdamer Straße,647.0,48.166607,11.586231,,Potsdamer Straße,756.0,48.167814,11.586242,,,,,,,Osterwaldstraße,353.0,48.163616,11.595714,,Münchner Freiheit,378.0,48.162341,11.586529,10,Münchner Freiheit,385.0,48.162162,11.586418,8,56,10; 8; E; F,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_074fb8f6-c09b-43d9-8008-5c5cfd72ebf1,"Grundschule München, Haldenbergerstraße 27",Haldenbergerstr. 27,80997,München,,,Grundschulen,,,,,,48.176071,11.489623,"Haldenbergerstr. 27, 80997 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,33,0,0,33,10,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldhornstraße,372.0,48.179387,11.490271,,Waldhornstraße,385.0,48.179522,11.489142,,Waldhornstraße,411.0,48.179764,11.489787,,26,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_d7987594-b7c5-475f-9802-bb9026707710,"Grundschule München, Herrnstraße 21",Herrnstr. 21,80539,München,,,Grundschulen,,,,,,48.136607,11.581381,"Herrnstr. 21, 80539 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,272,0,25,247,170,57,0,Unknown,166.0,48.135282,11.582422,,Isartor,187.0,48.134923,11.581267,,Unknown,236.0,48.134724,11.58284,,Kammerspiele,247.0,48.138532,11.583038,,Isartor,316.0,48.134036,11.583195,,Isartor,322.0,48.134074,11.583499,,Tal,160.0,48.135975,11.579451,,Marienplatz,282.0,48.136384,11.577601,,Marienplatz,297.0,48.136582,11.577374,,100,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_26a43a2e-20f6-4a6b-8bb9-0046ca3245d7,"Grundschule München, Herterichstraße 41",Herterichstr. 41,81479,München,,,Grundschulen,,,,,,48.076134,11.51913,"Herterichstr. 41, 81479 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,29,1,5,23,12,7,42,Solln,718.0,48.079937,11.526937,,,,,,,,,,,,,,,,,,,,,,,,,,,Stridbeckstraße,25.0,48.076342,11.518995,,Stridbeckstraße,68.0,48.07639,11.519966,,Ringelnatzweg,304.0,48.075337,11.523046,,39,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_9527613f-f877-497e-a028-51f7d2f21f80,"Grundschule München, Fernpaßstraße 41",Fernpaßstr. 41,81373,München,,,Grundschulen,,,,,,48.121107,11.522278,"Fernpaßstr. 41, 81373 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,61,0,4,57,20,5,0,Unknown,494.0,48.118067,11.517425,A,Unknown,514.0,48.118112,11.517,C,Unknown,531.0,48.117672,11.517306,,,,,,,,,,,,,,,,,Hinterbärenbadstraße,294.0,48.120626,11.51839,,Hinterbärenbadstraße,308.0,48.120637,11.518195,,Westpark,472.0,48.118364,11.517418,,32,A; C,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_47efa789-7b1f-485c-b611-00a3f370d7a5,"Grundschule München, Hirschbergstraße 33",Hirschbergstr. 33,80634,München,,,Grundschulen,,,,,,48.14789,11.529887,"Hirschbergstr. 33, 80634 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,68,0,8,60,38,7,0,Unknown,593.0,48.15286,11.532787,G,Unknown,603.0,48.1528,11.533351,F,Unknown,630.0,48.153169,11.53298,H,Burghausener Straße,74.0,48.147236,11.529698,,Briefzentrum,422.0,48.149036,11.524458,,Donnersbergerstraße,481.0,48.146269,11.535895,,Donnersbergerstraße,458.0,48.145979,11.535351,,Winthirplatz,468.0,48.151857,11.527771,,Winthirplatz,471.0,48.151956,11.528089,,58,F; G; H,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_181b8e4b-486a-4e97-8c99-c371af853117,"Grundschule München, Hochstraße 31",Hochstr. 31,81669,München,,,Grundschulen,,,,,,48.126085,11.586868,"Hochstr. 31, 81669 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,78,0,9,69,47,14,0,Rosenheimer Platz,575.0,48.129184,11.593075,,Unknown,850.0,48.128367,11.575935,C,Unknown,855.0,48.13355,11.584106,,Regerplatz,211.0,48.124352,11.588025,,Mariahilfplatz,469.0,48.124039,11.581344,,Carl-Amery-Platz,523.0,48.121445,11.585677,,Regerplatz,211.0,48.124415,11.588216,,Regerplatz,217.0,48.124279,11.587974,,Regerplatz,228.0,48.124704,11.589135,,66,C,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_f484a2e7-9459-4a48-9be7-a238cff95336,"Grundschule München, Hugo-Wolf-Straße 70",Hugo-Wolf-Str. 70,80937,München,,,Grundschulen,,,,,,48.207199,11.568565,"Hugo-Wolf-Str. 70, 80937 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,63,0,3,60,30,10,0,Unknown,241.0,48.205055,11.569032,,Unknown,245.0,48.205124,11.56966,,Unknown,274.0,48.204797,11.569401,,,,,,,,,,,,,,,,,Harthof,199.0,48.205439,11.568077,,Harthof,235.0,48.205107,11.568147,,Frauenmantelanger,241.0,48.209335,11.568017,,51,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_833c0f28-e0c3-44df-9861-2c5dff1ecfd9,"Grundschule München, Peslmüllerstraße 8",Peslmüllerstr. 8,81243,München,,,Grundschulen,,,,,,48.141752,11.445861,"Peslmüllerstr. 8, 81243 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,23,0,0,23,15,2,54,Westkreuz,810.0,48.148897,11.443763,,,,,,,,,,,,,,,,,,,,,,,,,,,Peslmüllerstraße,44.0,48.141371,11.446003,,Peslmüllerstraße,46.0,48.141345,11.445953,,Peslmüllerstraße,95.0,48.14104,11.446559,,42,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_bdd71ba7-c2dc-4005-9cab-ba0a00437775,"Grundschule München, Ittlingerstraße 36",Ittlingerstr. 36,80933,München,,,Grundschulen,,,,,,48.210024,11.556392,"Ittlingerstr. 36, 80933 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,60,0,6,54,20,12,0,Unknown,334.0,48.213022,11.556154,,Unknown,364.0,48.213273,11.555815,,Unknown,377.0,48.213408,11.556661,,,,,,,,,,,,,,,,,Ittlingerstraße,191.0,48.208347,11.555844,,Ittlingerstraße,194.0,48.208346,11.555691,,Hasenbergl,311.0,48.212817,11.556233,,49,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_825e0ee4-7090-407f-9863-0c79e3552dc2,"Grundschule München, Karl-Marx-Ring 63",Karl-Marx-Ring 63,81735,München,,,Grundschulen,,,,,,48.105714,11.659841,"Karl-Marx-Ring 63, 81735 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,32,0,4,28,9,3,36,Unknown,941.0,48.107392,11.647418,C,Unknown,990.0,48.107505,11.646779,B,,,,,,,,,,,,,,,,,,,,,Friedrich-Engels-Bogen,90.0,48.106254,11.658939,,Friedrich-Engels-Bogen,91.0,48.106366,11.659093,,Alois-Hahn-Weg,159.0,48.10511,11.661784,,43,B; C,100
