schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved
5116,Goethe-Gymnasium,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Friedrich-Ebert-Anlage 22,60325,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.1114,8.65527,+49 69 212 33525,+49 69 212 30717,poststelle.goethe-gymnasium@stadt-frankfurt.de,http://www.gg-ffm.de/,Stadt Frankfurt am Main,,,Dr. Ute Utech,Dr. Dennis Nowak,1280.0,30.0,Beginn: 8:00 Uhr,,"Schwerpunkt Musik, Schwerpunkt Sprachen",,,Deutsch,,Englisch,"Latein, Französisch","Japanisch, Latein, Russisch, Bilingual, Englisch","Englisch, Latein, Französisch, Japanisch, Latein, Russisch, Bilingual, Englisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Förderung besonderer Begabung, Ganztagsangebote, Kooperationspartner, Mittagessen, Pausenverkauf",,,"Verein der Freunde und Förderer des Goethe-Gymnasiums in Frankfurt am Main, Ansprechpartner/in: Volkmar Peter Strohm (Vors.)",Schülerzeitung,"Johann Wolfgang von Goethe (1749 -1832), Frankfurts und Deutschlands berühmtester Dichter.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/goethe-gymnasium,goethe-gymnasium,Frankfurt Schulwegweiser,2026-04-06
SW-griechische-schule,Griechische Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Linkstraße 25,65933,Frankfurt am Main,Frankfurt am Main,Hessen,Griesheim,50.0920984,8.6082962,+49 69 38010241,+49 69 38010242,griechische-schule-frankfurt@t-online.de,,Private Träger,Freier Träger,,Herr Kappos,,190.0,12.0,08:00 - 14:00,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Griechisch,,Deutsch,Englisch,,"Deutsch, Englisch",,,,,,,,,,,Staatlich anerkannte Ergänzungsschule,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/griechische-schule,griechische-schule,Frankfurt Schulwegweiser,2026-04-06
4401,Gymnasium Nord (Westhausen),Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Muckermannstraße 1,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Praunheim,50.1393,8.6099,+49 69 212 75399,,poststelle.gymnasium-nord@stadt-frankfurt.de,http://www.gymnasium-nord.de/,Stadt Frankfurt am Main,,,N.N.,Stefan Trautmann,1317.0,,08:30 bis 17:35 Uhr,,"Schwerpunkt Musik, Schwerpunkt Sprachen, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,"Französisch, Latein, Spanisch, Bilingual, Englisch",,"Englisch, Französisch, Latein, Spanisch, Bilingual, Englisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Förderung besonderer Begabung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen",,,,Von der Stadtbücherei aufgebaut und organisiert.,,,,Das Gymnasium Nord wurde zum Schuljahr 2016/2017 gegründet und befindet sich im jahrgangsweisen Aufbau. Im Schuljahr 2023/2024 werden Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 12 unterrichtet.,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-nord-westhausen,gymnasium-nord-westhausen,Frankfurt Schulwegweiser,2026-04-06
4387,Gymnasium Riedberg,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Friedrich-Dessauer-Straße 2,60438,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.177,8.63504,+49 69 212 44001,+49 69 212 44755,poststelle.gymnasium-riedberg@stadt-frankfurt.de,http://www.gymnasium-riedberg.de,Stadt Frankfurt am Main,,,Helmut Kühnberger,Thomas Kluge,1214.0,33.0,08:00 - 16:00 Uhr,,"Internationale Ausrichtung, Schwerpunkt Naturwissenschaften",,,,,Englisch,"Französisch, Latein, Spanisch","Chinesisch, Französisch, Latein, Weitere Sprachangebote, Spanisch","Englisch, Französisch, Latein, Spanisch, Chinesisch, Französisch, Latein, Weitere Sprachangebote, Spanisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Ganztagsangebote, Mittagessen",,,"Förderverein des Gymnasiums Riedberg Frankfurt am Main, Ansprechpartner/in: Frau Martina Weiss",Von der Stadtbücherei aufgebaut und organisiert.,,,,,24.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-riedberg,gymnasium-riedberg,Frankfurt Schulwegweiser,2026-04-06
4407,Gymnasium Römerhof,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Am Römerhof 13c,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1075,8.6086,+49 69 212 70638,,poststelle.gymnasium-roemerhof@stadt-frankfurt.de,http://www.gymnasium-roemerhof.de,Stadt Frankfurt am Main,,,Judith Prager,,794.0,,,,,,,,,"Englisch, Spanisch","Spanisch, Französisch, Latein",,"Englisch, Spanisch, Spanisch, Französisch, Latein",,Schule mit Ganztagsangeboten - Profil 2,,,,,,"Benannt nach dem Römerhof, einem historischen Gutshof",,,,18.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-roemerhof,gymnasium-roemerhof,Frankfurt Schulwegweiser,2026-04-06
4426,Gymnasium Süd,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Diesterwegstraße 11,60594,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.1017082,8.68286,+49 69 212 41170,+49 69 212 44710,Poststelle.gymnasium-sued@stadt-frankfurt.de,https://gymnasium-sued.de,Stadt Frankfurt am Main,,,Thomas Strauch,,575.0,,,,"Schwerpunkt Sprachen, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,,,Englisch,"Französisch, Spanisch, Latein, Bilingual, Englisch",,"Englisch, Französisch, Spanisch, Latein, Bilingual, Englisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Mittagessen",,,,Von der Stadtbücherei aufgebaut und organisiert,Benannt nach der Bildungsregion.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-sued,gymnasium-sued,Frankfurt Schulwegweiser,2026-04-06
5110,Heinrich-von-Gagern-Gymnasium,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-12,Bernhard-Grzimek-Allee 6-8,60316,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.114,8.70149,+49 69 212 35150,+49 69 212 40537,poststelle.heinrich-von-gagern-gymnasium@stadt-frankfurt.de,http://www.hvgg.de,Stadt Frankfurt am Main,,,Herr Dr. Köhler,Herr Weschke,868.0,24.0,08:00 - 13:15 Uhr,,"Angebote für neu aufgenommene Schüler, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sprachen",,,,,Latein,Englisch,"Französisch, Griechisch, Italienisch","Latein, Englisch, Französisch, Griechisch, Italienisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztagsangebote, Kooperationspartner, Mittagessen, Pausenverkauf",,,,Schülerzeitung,,,,,23.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/heinrich-von-gagern-gymnasium,heinrich-von-gagern-gymnasium,Frankfurt Schulwegweiser,2026-04-06
5107,Helene-Lange-Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-10,Breuerwiesenstraße 4,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1071,8.55401,+49 69 212 45503,+49 69 212 45766,poststelle.helene-lange-schule@stadt-frankfurt.de,http://www.hela-frankfurt.de,Stadt Frankfurt am Main,,,Christian Kalina,Bernd Graupner,699.0,26.0,07:55 - 16:15,,"Schwerpunkt Kunst, Schwerpunkt Musik",,,,,"Englisch, Französisch","Englisch, Französisch, Latein",Spanisch,"Englisch, Französisch, Englisch, Französisch, Latein, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung",,Gesundheitsfördernde Schule,Gemeinschaft der Förderer der Helene-Lange-Schule (https://www.gdf-hela-frankfurt.de),Schüleraustausch,"Helene Lange (1848 - 1930) Frauenrechtlerin, Vorsitzende des deutschen Lehrerinnenverbandes",,,,13.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/helene-lange-schule,helene-lange-schule,Frankfurt Schulwegweiser,2026-04-06
5108,Helmholtzschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Habsburgerallee 57-59,60385,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.116,8.70914,+49 69 212 35284,+49 69 212 32974,poststelle.helmholtzschule@stadt-frankfurt.de,http://www.helmholtzschule-frankfurt.de,Stadt Frankfurt am Main,,,Gerrit Ulmke,Oliver Knothe,900.0,24.0,ab 08:00,,"Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Kunst",,,Deutsch,,Englisch,"Französisch, Latein","Spanisch, Bilingual, Englisch","Englisch, Französisch, Latein, Spanisch, Bilingual, Englisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Mittagessen",,,VFFH – Verein der Freunde und Förderer der Helmholtzschule,Schulzeitung,Hermann von Helmholtz (1821 - 1894) Physiker und Physiologe,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/helmholtzschule,helmholtzschule,Frankfurt Schulwegweiser,2026-04-06
5507,Hessenkolleg Frankfurt,Schule f. Erwachsene (Abendschule),weiterfuehrende-allgemeinbildende-schulen,"Schule f. Erwachsene (Abendschule), Weiterführende allgemeinbildende Schule",11-13,Martin-Elsässer-Weg 6,60314,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.1182985,8.6195322,+49 69 212 40090,,sekretariat@hessenkolleg-frankfurt.de,http://www.hessenkolleg-frankfurt.de/,Private Träger,Land Hessen,,Frank-Armin Neumann,N.N.,120.0,8.0,08:00 bis 15:20,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen, Schwerpunkt Kunst, Schwerpunkt Sport",,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,,Mittagessen,,,Vereinigung der Freunde und Förderer des Hessenkollegs Frankfurt e. V.,,,,,Abitur und Fachhochschulreife,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/hessenkolleg-frankfurt,hessenkolleg-frankfurt,Frankfurt Schulwegweiser,2026-04-06
3114,Hostatoschule,Hauptschule,weiterfuehrende-allgemeinbildende-schulen,"Hauptschule, Weiterführende allgemeinbildende Schule",1-10,Hostatostraße 38,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1009,8.54451,+49 69 212 45553,+49 69 212 45791,poststelle.hostatoschule@stadt-frankfurt.de,http://www.hostatoschule.de,Stadt Frankfurt am Main,,,Marianna Papadopoulou,,360.0,20.0,08:00 bis 15:00 Uhr,,"Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Integrativer Unterricht, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Neue Technologien, Umweltschule",,,Deutsch,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Bosnisch, Kroatisch, Serbisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Arabisch, Bosnisch, Kroatisch, Serbisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,,"Förderverein der Hostatoschule, Ansprechpartner/in: Herr Rako",Schullandheim,abgeleitet von dem Fränkischen Edelmannn Hostato,,,Pakt für den Nachmittag,43.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/hostatoschule,hostatoschule,Frankfurt Schulwegweiser,2026-04-06
3178,I. E. Lichtigfeld-Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Hebelstraße 15-19,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1208719,8.6870532,+49 69 427289800,+49 69 427289899,lichtigfeld-schule@jg-ffm.de,http://www.lichtigfeld-schule.de,Private Träger,Jüdische Gemeinde Frankfurt am Main K.d.ö.R.,,Dr. Noga Hartmann,Herr Nikola Vucelic,670.0,39.0,s. Erläuterung der Unterrichtszeit,,"Förderung besonderer Begabung, Gewaltprävention (Mediation / Konfliktschlichtung), Integrativer Unterricht, Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,,"Englisch, Neu-Hebräisch",Englisch,"Französisch, Latein","Spanisch, Weitere Sprachangebote, Russisch, Französisch","Englisch, Neu-Hebräisch, Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Russisch, Französisch",,,"Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Kooperationspartner",,,Förderverein Lichtigfeld-Schule e. V. Ansprechpartner/in: Herr Schnabel,,Die Schule wurde nach dem Landesrabbiner Isaak Emil Lichtigfeld anlässlich seines ersten Todestages am 13.12.1968 benannt.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/isaak-emil-lichtigfeld-schule,isaak-emil-lichtigfeld-schule,Frankfurt Schulwegweiser,2026-04-06
4406,IGS 15,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",,Palleskestraße 60,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1092,8.54279,+49 69 212 71432,+49 69 212 45547,poststelle.igs-15@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Jens Volcksdorff,Kristina Schuch,600.0,,,,Schwerpunkt Medienbildung,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,Jugendhilfeangebot,,,,Besondere Leseförderung,15te IGS in Frankfurt am Main,,,,13.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-15-schule-im-aufbau,igs-15-schule-im-aufbau,Frankfurt Schulwegweiser,2026-04-06
6090,IGS Eschersheim,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",1-10,Zehnmorgenstraße 20,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Eschersheim,50.1605,8.65958,+49 69 212 38751,+49 69 212 32343,poststelle.igs-eschersheim@stadt-frankfurt.de,http://www.igs-eschersheim.de,Stadt Frankfurt am Main,,,Martin Ostmann,,700.0,34.0,07:50 bis 17:00 Uhr,,,,,Deutsch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch",,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,Umweltschule,Förderkreis der IGS Eschersheim,Schüleraustausch,Die Schule ist im Stadtteil Eschersheim gelegen.,,,,54.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-eschersheim,igs-eschersheim,Frankfurt Schulwegweiser,2026-04-06
SW-igs-friedrich-ebert,IGS Friedrich Ebert,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Arolser Straße 11,60389,Frankfurt am Main,Frankfurt am Main,Hessen,Seckbach,50.1412257,8.7162032,+49 69 212 47390,+49 69 212 47711,poststelle.friedrich-ebert-schule@stadt-frankfurt.de,https://www.igs-friedrich-ebert.de/,Stadt Frankfurt am Main,,,Simone Hofmann,Christine Fauerbach,600.0,24.0,08:15 bis 15:50 Uhr,,"Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,"Angebote zur beruflichen Orientierung, Jugendhilfeangebot, Hausaufgabenhilfe/-betreuung",,Umweltschule,Förderverein der Friedrich-Ebert-Schule e.V. Ansprechpartner/in: Herr Klaus Benecken,Von der Stadtbücherei aufgebaut und organisiert.,"Friedrich Ebert (1871 - 1925) erster Reichspräsident Schule wurde als Röderberg-Reformschule 1921 gegründet und 1930 nach dem ersten deutschen Reichpräsidenten, dem Sozialdemokraten Friedrich Ebert umbenannt.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-friedrich-ebert,igs-friedrich-ebert,Frankfurt Schulwegweiser,2026-04-06
4386,IGS Herder,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Wittelsbacherallee 6-12,60316,Frankfurt am Main,Frankfurt am Main,Hessen,,50.1178,8.70154,+49 69 212 35334,+49 69 212 40536,poststelle.igs-herder@stadt-frankfurt.de,http://www.igs-herder.de,Stadt Frankfurt am Main,,,Mareike Klauenflügel-Thwaites,,590.0,24.0,07:30 bis 16:00 Uhr,,,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,"Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,,Förderverein der IGS Herder e.V. Ansprechpartner/in: mailto:foerderverein_igs_herder@gmx.de,Von der Stadtbücherei aufgebaut und organisiert.,"Johann Gottfried von Herder (1744 - 1803) Dichter, Theologe, Philosoph",,,,14.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-herder,igs-herder,Frankfurt Schulwegweiser,2026-04-06
6135,IGS Nordend,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1283,8.70252,+49 69 212 30855,+49 69 212 34283,poststelle.igs-nordend@stadt-frankfurt.de,http://www.igs-nordend.de,Stadt Frankfurt am Main,,,Susanne Frye,Emil Appoh,600.0,24.0,08:30 bis 14:30 Uhr,,"Förderung besonderer Begabung, Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Integrativer Unterricht, Schüleraustausch / Schulpartnerschaft, Umweltschule, Zertifikat ""Gesundheitsfördernde Schule""",,,,,Englisch,"Französisch, Latein, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Französisch, Latein, Herkunftssprachlicher Unterricht, Türkisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf, Sportangebote",,"Umweltschule, Hochbegabtensiegel, Schule mir Courage, Changemaker School","Verein der Freunde und Förderer der IGS Nordend e. V. Ansprechpartner/in: Frau Stübe-Haag, 1. Vorsitzende",Von der Stadtbücherei aufgebaut und organisiert.,"Benannt nach dem Stadtteil, in dem die Schule steht.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-nordend,igs-nordend,Frankfurt Schulwegweiser,2026-04-06
4399,IGS Süd,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5. - 10. Klasse,Textorstraße 104,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0986512,8.6791754,+49 69 212 75401,,sekretariat@igs-sued.eu,https://www.igs-sued.eu/,Stadt Frankfurt am Main,,,Uwe Gehrmann,Silke Henningsen,604.0,25.0,08:30 bis 13:45 / 14:30 Uhr,,,,,,,Englisch,"Italienisch, Spanisch, Französisch",,"Englisch, Italienisch, Spanisch, Französisch",,Schule mit Ganztagsangeboten - Profil 2,"Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Mittagessen",Schulstandort,,,,,,,,22.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-sued,igs-sued,Frankfurt Schulwegweiser,2026-04-06
4391,IGS West,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Palleskestraße 20,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1049704,8.5551009,+49 69 212 47087,+49 69 212 47093,poststelle.igs-west@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Birgit Olschewski-Denk,Antje Gollnow,638.0,24.0,07:30 bis 16:15 (14:30 freitags),,Integrativer Unterricht,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,"Besondere Leseförderung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Mittagessen",,Schule mit Courage – Schule ohne Rassismus und Deutsche Schachschule,Förderverein IGS West e. V.,Von der Stadtbücherei aufgebaut und organisiert.,Orientiert sich am Einzugsgebiet,,,,29.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/igs-west,igs-west,Frankfurt Schulwegweiser,2026-04-06
SW-isf-international-school-frankfurt-rhein-main,ISF International School Frankfurt-Rhein-Main,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Straße zur Internationalen Schule 33,65931,Frankfurt am Main,Frankfurt am Main,Hessen,,50.0864256,8.5038339,+49 69 3482970,+49 69 34829720,info@isf-sabis.net,https://www.isf.sabis.net/,Private Träger,ISF Internationale School Frankfurt-Rhein-Main Verwaltungs-GmbH & Co. KG,,Corina Rader,,900.0,38.0,08:20 bis 16:10,,"Internationale Ausrichtung, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen",,,,Englisch,"Deutsch, Englisch","Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Bilingual, Englisch",,"Englisch, Deutsch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Bilingual, Englisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote",,,,,,,,Grundschule mit Eingangsstufe,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/isf-international-school-frankfurt-rhein-main,isf-international-school-frankfurt-rhein-main,Frankfurt Schulwegweiser,2026-04-06
SW-japanische-internationale-schule-frankfurt,Japanische Internationale Schule Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-9,Langweidenstraße 8-12,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Hausen,50.1316062,8.6305346,+49 69 97671190,+49 69 976711955,info@jisf.de,http://www.jisf.de,Private Träger,Japanische Internationale Schule Frankfurt e. V.,,wechselt alle drei Jahre,,227.0,10.0,08:30 bis 15:00,,"Internationale Ausrichtung, Schüleraustausch / Schulpartnerschaft",,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Japanisch",,"Deutsch, Englisch, Herkunftssprachlicher Unterricht, Japanisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule",,,"c/o Japanische Internationale Schule, Ansprechpartner/in: Dr. Hiroto Oka",Schülerzeitung,,,,Grundschule und Mittelstufe,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/japanische-internationale-schule-frankfurt,japanische-internationale-schule-frankfurt,Frankfurt Schulwegweiser,2026-04-06
4413,Johanna-Tesch-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Falkstraße 60,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1244911,8.6463671,+49 69 212 41134,,poststelle.johanna-tesch-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Frau Günther,Hr. Reinhardt,900.0,35.0,08:00 bis 15:15 Uhr,,,,,,,Englisch,"Französisch, Spanisch",,"Englisch, Französisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 3,,,,,Von der Stadtbücherei aufgebaut und organisiert.,"Johanna Tesch (1875-1945), SPD-Politikerin, im KZ gestorben.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/sophienschule,sophienschule,Frankfurt Schulwegweiser,2026-04-06
