schulnummer,schulname,schulart,strasse,plz,ortsteil,bezirk,telefon,email,website,leitung
04P15,Freie Schule Charlottenburg,Grundschule,Frankenallee 6,14052,Westend,,+49 30 89409930,info@freie-schule-charlottenburg.de,http://www.freie-schule-charlottenburg.de,"Duske-Nutt, Anna"
07P05,Freie Schule in Berlin (Grundschule),Grundschule,Viktoriastr. 13,12105,Tempelhof,,+49 30 7520771,freieSchuleinBerlin@t-online.de,https://www.freie-schule-in-berlin.de,"Hillert, Beate"
02P09,Freie Schule Kreuzberg (Grundschule),Grundschule,Wrangelstr. 128,10997,Kreuzberg,,+49 30 74073334,%09%09%09kontakt@freieschulekreuzberg.de,https://freieschulekreuzberg.de,
03P13,Freie Schule Pankow (Integrierte Sekundarschule),Grundschule,Grabbeallee 66,13156,Niederschönhausen,,+49 30 4733083,info@freie-schule-pankow.de,https://www.freie-schule-pankow.de,"Choquet, Simon"
07P19,Freie Schule Schöneberg (Gemeinschaftsschule),Grundschule,Hauptstr. 27,10827,Schöneberg,,+49 30 89009600,schulkoordination@freie-schule-schoeneberg.de,http://www.freie-schule-schoeneberg.de,"Doppler, Susanna"
02P33,Freie Schule Windrose (Grundschule),Grundschule,Wiener Str. 1-6,10999,Kreuzberg,,+49 30 61621775,info@freie-schule-windrose.de,https://freie-schule-windrose.de,"Sahin, Burhanettin"
04P41,Freudberg-Gemeinschaftsschule,Grundschule,Bundesallee 35,10717,Wilmersdorf,,+49 30 68400951,info@freudbergschule.de,https://www.freudbergschule.de,"Schwindt, Ann-Katrin"
06G33,Friedrich-Drake-Grundschule,Grundschule,Drakestr. 80,12205,Lichterfelde,,+49 30 902991875,buero@f-d-gs.de,http://www.friedrich-drake-grundschule.de,"Jamil, Susanne"
10G26,Friedrich-Schiller-Grundschule,Grundschule,An der Schule 13-17,12623,Mahlsdorf,,+49 30 5668913,%09sekretariat@fsg.schule.berlin.de,https://friedrich-schiller-grundschule.de,"Schönherr, Martina"
11G23,Friedrichsfelder Schule (Grundschule),Grundschule,Lincolnstr. 67,10315,Friedrichsfelde,,+49 30 5251639,Sekretariat@11G23.schule.berlin.de,https://friedrichsfelder-schule.de,"Heine, David"
09G27,Friedrichshagener Schule (Grundschule),Grundschule,Peter-Hille-Str. 7,12587,Friedrichshagen,,+49 30 6455411,09G27@09G27.schule.berlin.de,http://www.friehagrund.de,"Dunkel, Yvonne"
10G16,Fuchsberg-Grundschule,Grundschule,Apfelwicklerstr. 4-6,12683,Biesdorf,,+49 30 5142954,Sekretariat@fuchsberg.schule.berlin.de,http://www.fuchsberg.bildungslandschaft.berlin,"Kranhold, Anke"
02G14,Galilei-Grundschule,Grundschule,Friedrichstr. 13,10969,Kreuzberg,,+49 30 50585811,sekretariat@galilei-grundschule.de,http://www.galilei-grundschule.de,"Gotthardt, Axel"
06P13,Gemeinschaftsschule nach der Pädagogik Berthold Ottos,Grundschule,Holbeinstr. 21,12203,Lichterfelde,,+49 30 8335090,sekretariat@berthold-otto-schule.de,https://berthold-otto-schule.de,"Hinrichs, Anke"
03G44,Georg-Zacharias-Grundschule,Grundschule,Sulzfelder Str. 15,13088,Weißensee,,+49 30 9269089,03G44@03G44.schule.berlin.de,https://georgzacharias-gs.de,"Staedtler, Florian"
11G33,Gerda-Lagerlöf-Grundschule,Grundschule,Rüdigerstr. 76,10365,Lichtenberg,,+49 30 9721409,11G33@11G33.schule.berlin.de,,"Dietmann, Thurid"
01G27,Gesundbrunnen-Grundschule,Grundschule,Prinzenalle 9,13357,Gesundbrunnen,,+49 30 493015660,01G27@01G27.schule.berlin.de,https://gesundbrunnen-grundschule.de,"Peric, Natasa"
06G22,Giesensdorfer Grundschule,Grundschule,Ostpreußendamm 63,12207,Lichterfelde,,+49 30 71097530,%09%09kitty.maerthesheimer@giesensdorfer-grundschule.de,http://www.giesensdorfer-grundschule.de,"Märthesheimer, Kitty"
10G36,Glückskompass-Grundschule,Grundschule,Quedlinburger Str. 56,12627,Hellersdorf,,+49 30 23639720,sekretariat@10G36.schule.berlin.de,https://grundschule36-hellersdorf.de,"Zeidler, Irina"
01G24,Gottfried-Röhl-Grundschule,Grundschule,Ungarnstr. 75,13349,Wedding,,+49 30 45081110,01G24@01G24.schule.berlin.de,https://www.gottfried-roehl-schule.de,"Mohrmann, Almut"
03G23,Grundschule Alt-Karow,Grundschule,Bahnhofstr. 32,13125,Karow,,+49 30 94794970,%0903G23@03G23.schule.berlin.de,https://grundschule-alt-karow.de,"Aster, Christina"
05G26,Grundschule am Amalienhof,Grundschule,Weinmeisterhornweg 122,13593,Wilhelmstadt,,+49 30 36208510,sekretariat@amalienhof.schule.berlin.de,https://gsamalienhof.de,"Lemke, Ines"
01G01,Grundschule am Arkonaplatz,Grundschule,Ruppiner Str. 47-48,10115,Mitte,,+49 30 48625680,sekretariat@arkonaplatz.schule.berlin.de,https://grundschuleamarkonaplatz.de,"Scheible, Ina"
07G18,Grundschule am Barbarossaplatz,Grundschule,Barbarossaplatz 5,10781,Schöneberg,,+49 30 902777109,07G18@07G18.schule.berlin.de,http://www.grundschuleambarbarossaplatz.de,"Riechert, Sven"
05G10,Grundschule am Birkenhain,Grundschule,Seeburger Str. 59,13581,Wilhelmstadt,,+49 30 3519360,info@grundschule-am-birkenhain.de,http://www.grundschule-am-birkenhain.de,"Kirchner, Kevin"
01G08,Grundschule am Brandenburger Tor,Grundschule,Wilhelmstr. 52,10117,Mitte,,+49 30 20629430,%09%09sekretariat@gsabt.schule.berlin.de,https://grundschule.technik-4-you.de,"Jüdes, Katrin"
05G23,Grundschule am Brandwerder,Grundschule,Spandauer Str. 86,13591,Staaken,,+49 30 36709520,05G23@05G23.schule.berlin.de,https://www.brandwerder.de,"Lehmann, Stephanie"
10G09,Grundschule am Bürgerpark,Grundschule,Jan-Petersen-Str. 18B,12679,Marzahn,,+49 30 9309864,%09%09sekretariat@buergerpark.schule.berlin.de,https://www.gs-am-buergerpark.de,"Montag, Dirk"
06G10,Grundschule am Buschgraben,Grundschule,Ludwigsfelder Str. 43-47,14165,Zehlendorf,,+49 30 902991660,%09sekretariat@gab.schule.berlin.de,http://www.grundschuleambuschgraben.de,"Brennecke, Helge"
03G50,Grundschule am Campus Buch,Grundschule,Ernst-Ludwig-Heim-Str. 14,13125,Buch,,+49 30 206315660,03G50@03G50.schule.berlin.de,https://www.03g50.de,"Ricken, Marcel"
11P21,Grundschule am Campus Hedwig,Grundschule,Möllendorffstr. 33,10367,Lichtenberg,,+49 17660347534,grundschule.hedwig@sozdia.de,https://www.sozdia.de,"Leitz, Gérard"
07G36,Grundschule am Dielingsgrund,Grundschule,Dielingsgrund 35,12305,Lichtenrade,,+49 30 902778222,%09sekretariat@dielingsgrund.com,http://www.dielingsgrund.com,"Schmidt, Axel"
05G02,Grundschule am Eichenwald,Grundschule,Gaismannshofer Weg 2,13587,Hakenfelde,,+49 30 36758110,05G02@05G02.schule.berlin.de,https://www.eichenwald-grundschule.de,"Radloff, Manuel"
12G21,Grundschule am Fließtal,Grundschule,Seebadstr. 42-43,13467,Hermsdorf,,+49 30 4045827,12G21@fliesstal.schule.berlin.de,https://www.grundschule-am-fliesstal.de,"Hinze, Verena"
03G10,Grundschule am Hohen Feld,Grundschule,Bedeweg 1,13125,Karow,,+49 30 948006220,%09sekretariat@gsahf.schule.berlin.de,http://grundschule-amhohenfeld.de,"von Halász, Heide"
10G28,Grundschule am Hollerbusch,Grundschule,Erich-Kästner-Str. 64,12619,Hellersdorf,,+49 30 5615085,10G28@10G28.schule.berlin.de,http://www.grundschule-am-hollerbusch.de,"Tietze, Heike"
06G17,Grundschule am Insulaner,Grundschule,Hanstedter Weg 11-15,12169,Steglitz,,+49 30 79742860,%09%09sekretariat@06g17.schule.berlin.de,http://www.grundschuleaminsulaner.de,"Khalatbari, Sandra"
06G29,Grundschule am Karpfenteich,Grundschule,Hildburghauser Str. 135,12209,Lichterfelde,,+49 30 72006990,info@karpfenteich.schule.berlin.de,http://www.grundschule-am-karpfenteich.de,"Möllenberg, Susanne"
03G03,Grundschule am Kollwitzplatz,Grundschule,Knaackstr. 67,10435,Prenzlauer Berg,,+49 30 44377100,%09Sekretariat@gsak.schule.berlin.de,https://gs-am-kollwitzplatz.de,"Meyer, Nils"
06G27,Grundschule am Königsgraben,Grundschule,Gallwitzallee 136-144,12249,Lankwitz,,+49 30 77206590,%09sekretariat@koenigsgraben.schule.berlin.de,http://www.grundschule-am-koenigsgraben.de,"Landmann, Frauke"
01G46,Grundschule am Koppenplatz,Grundschule,Koppenplatz 12,10115,Mitte,,+49 30 8471210910,%09sekretariat@koppenplatz.schule.berlin.de,https://schule-am-koppenplatz.de,Stefan Fodor (stellv.)
01G48,Grundschule am Nordhafen,Grundschule,Boyenstr. 1,13353,Wedding,,+49 30 225027130,01G48@01G48.schule.berlin.de,https://www.schule-am-nordhafen.de,"Dr. Woithe, Gabriele"
03G08,Grundschule am Planetarium,Grundschule,Ella-Kay-Str. 47,10405,Prenzlauer Berg,,+49 30 4250874,%09%0903G08@03G08.schule.berlin.de,http://www.gsap.de,"Pudenz, Monika"
05G19,Grundschule am Ritterfeld,Grundschule,Schallweg 31,14089,Kladow,,+49 30 36500100,%09%09sekretariat@05g19.schule.berlin.de,https://ritterfeldschule.de,"Scannapieco, Patricia"
04G19,Grundschule am Rüdesheimer Platz,Grundschule,Rüdesheimer Str. 24-30,14197,Wilmersdorf,,+49 30 902917010,Sekretariat@garp.schule.berlin.de,http://www.garp-schule.de,"Behrend, Christin"
03G29,Grundschule Am Sandhaus,Grundschule,Wiltbergstr. 37-39,13125,Buch,,+49 30 9490046,%09sekretariat@sandhaus.schule.berlin.de,https://gs-am-sandhaus.de,"Korth, Franziska"
12G02,Grundschule am Schäfersee,Grundschule,Holländerstr. 25-30,13407,Reinickendorf,,+49 30 4567474,12G02@12G02.schule.berlin.de,https://www.schaefersee-grundschule.de,"Hobein, Cordula"
10G25,Grundschule am Schleipfuhl,Grundschule,Nossener Str. 85,12627,Hellersdorf,,+49 30 9917101,%09schulleitung@schleipfuhl.schule.berlin.de,http://www.grundschule-am-schleipfuhl.de,"Zeidler, Hendrik"
06G32,Grundschule am Stadtpark Steglitz,Grundschule,Karl-Stieler-Str. 10-11,12167,Steglitz,,+49 30 93951947,sekretariat@06G32.schule.berlin.de,http://www.grundschule-am-stadtpark-steglitz.de,"Meyer, Matthias"
12G18,Grundschule am Tegelschen Ort,Grundschule,Gerlindeweg 11-23,13505,Tegel,,+49 30 4311786,12G18@12G18.schule.berlin.de,http://www.grundschule-tegelort.de,"Dr. Bordiehn, David"
03G16,Grundschule am Teutoburger Platz,Grundschule,Templiner Str. 1-3,10119,Prenzlauer Berg,,+49 30 44358050,%0903G16@03G16.schule.berlin.de,https://schule-am-teute.de,"Kosmata, Katrin"
11G35,Grundschule am Tränkegraben,Grundschule,Sewanstr. 41,10319,Friedrichsfelde,,+49 30 50018180,11G35@11G35.schule.berlin.de,https://www.gs-traenkegraben.de,"Le Viet, Duc"
02G08,Grundschule am Traveplatz,Grundschule,Jessnerstr. 24-32,10247,Friedrichshain,,+49 30 48488000,%09schulleitung@traveplatz.schule.berlin.de,https://www.grundschule-am-traveplatz.de,"Lalaounis-Ernst, Patricia"
12G20,Grundschule am Vierrutenberg,Grundschule,Am Freibad 2,13469,Lübars,,+49 30 4026518,%09%09sekretariat@12G20.schule.berlin.de,https://grundschule-am-vierrutenberg.de,"Nami, Djamila"
03G22,Grundschule am Wasserturm,Grundschule,Tino-Schwierzina-Str. 66,13089,Heinersdorf,,+49 30 4720176,%09schulleitung@grundschule-am-wasserturm.com,https://grundschule-am-wasserturm.com,"Slabon, Sven"
05G25,Grundschule am Wasserwerk,Grundschule,Pionierstr. 197,13589,Falkenhagener Feld,,+49 30 3083246,sekretariat@05G25-05S04.schule.berlin.de,,"Raußert-Frahm, Susanne"
05G12,Grundschule am Weinmeisterhorn,Grundschule,Daberkowstr. 27,13593,Wilhelmstadt,,+49 30 36208520,gs.am.weinmeisterhorn@t-online.de,http://www.gsamweinmeisterhorn.schule-berlin.net,"Kahl, Susanne"
03G17,Grundschule am Weißen See,Grundschule,Falkenberger Str. 31,13088,Weißensee,,+49 30 9269462,03G17@03G17.schule.berlin.de,https://grundschuleamweissensee.de,"Meier-Bartsch, Beatrice"
05G24,Grundschule am Windmühlenberg,Grundschule,Am Kinderdorf 23,14089,Gatow,,+49 30 36208550,%09sekretariat@windmuehlenberg.schule.berlin.de,http://www.SchuleAmWindmuehlenberg.de,"Schäfer, Susanne"
03G32,Grundschule an den Buchen,Grundschule,Wilhelm-Wolff-Str. 19,13156,Niederschönhausen,,+49 30 91699460,%09%09sekretariat@03g32.schule.berlin.de,http://www.gs-buchen.de,"Malack, Claudia"
06G31,Grundschule an der Bäke,Grundschule,Haydnstr. 15,12203,Lichterfelde,,+49 30 84416430,info@baeke.net,http://www.baeke.net%20%20%20%20,"Wißmann, Irina"
10G12,Grundschule an der Geißenweide,Grundschule,Amanlisweg 40,12685,Marzahn,,+49 30 5429057,%09sekretariat@geissenweide.schule.berlin.de,http://www.gsadgw.de,N.N.
03G04,Grundschule an der Marie,Grundschule,Christburger Str. 7,10405,Prenzlauer Berg,,+49 30 40301298,Sekretariat@marie.schule.berlin.de,http://www.schule-an-der-Marie.de,"Beyer, Gunnar"
10G11,Grundschule an der Mühle,Grundschule,Kienbergstr. 59,12685,Marzahn,,+49 30 5416028,%0910G11@10G11.schule.berlin.de,,"Hartig, Janett"
12G09,Grundschule an der Peckwisch,Grundschule,Tornower Weg 26-34,13439,Märkisches Viertel,,+49 30 41508006,%09schulleitung@peckwisch.de,https://www.peckwisch.de,"Aufderhaar, Andreas"
05G28,Grundschule an der Pulvermühle,Grundschule,Grützmacherweg 7,13599,Haselhorst,,+49 30 33776567,sekretariat@gs-pulvermuehle.de,https://gs-pulvermuehle.de,"Parizek, Anja"
03G49,Grundschule an der Rennbahn,Grundschule,Rennbahnstr. 46,13086,Weißensee,,+49 30 92091798,03G49@03G49.schule.berlin.de,https://www.03g49.de,"Gustke, Kathrin"
10G29,Grundschule an der Wuhle,Grundschule,Teterower Ring 79,12619,Hellersdorf,,+49 30 5612127,%09sekretariat@anderwuhle.schule.berlin.de,http://www.grundschuleanderwuhle.de,"Stadler, Jacqueline"
07G21,Grundschule auf dem Tempelhofer Feld,Grundschule,Schulenburgring 7-11,12101,Tempelhof,,+49 30 902772664,%09sekretariat@tempelhoferfeld.schule.berlin.de,http://gs-tempelhoferfeld.de,"Garbe, Olaf"
05G18,Grundschule im Beerwinkel,Grundschule,Im Spektefeld 31,13589,Falkenhagener Feld,,+49 30 308322660,sekretariat@05G18.schule.berlin.de,http://www.beerwinkel.berlin,"Olsok-Becker, Sven"
03G38,Grundschule im Blumenviertel,Grundschule,Syringenplatz 30,10407,Prenzlauer Berg,,+49 30 42850870,%0903G38@03G38.schule.berlin.de,https://www.grundschule-im-blumenviertel.de,"Liebs, Anja"
03G46,Grundschule im Eliashof,Grundschule,Senefelderstr. 6,10437,Prenzlauer Berg,,+49 30 40504800,sekretariat@03g46.schule.berlin.de,https://www.grundschule-im-eliashof.de,"Geißler, Armin"
03G45,Grundschule im Hofgarten,Grundschule,Danziger Str. 50,10435,Prenzlauer Berg,,+49 30 40301657,sekretariat@hofgarten.schule.berlin.de,https://grundschuleimhofgarten.de,"Englbrecht, Desiree"
03G20,Grundschule im Moselviertel,Grundschule,Brodenbacher Weg 31,13088,Weißensee,,+49 30 9250976,sekretariat@mosel.schule.berlin.de,https://www.moselschule.de,"Schön, Franziska"
03G24,Grundschule im Panketal,Grundschule,Achillesstr. 31,13125,Karow,,+49 30 94794920,03G24@03G24.schule.berlin.de,http://www.grundschule-im-panketal.de,"Mannsfeld, Ralf"
07G26,Grundschule im Taunusviertel,Grundschule,Wiesbadener Str. 20,12309,Lichtenrade,,+49 30 902778151,sekretariat@taunusviertel.schule.berlin.de,http://www.grundschule-im-taunusviertel.de,"Dr. Rüther, Hanno"
12G28,Grundschule in den Rollbergen,Grundschule,Waldshuter Zeile 6,13469,Waidmannslust,,+49 30 4023059,Sekretariat@rollberge.schule.berlin.de,http://www.rollberge.de,"Franz, Alexander"
06G34,Grundschule in der Plantagenstraße,Grundschule,Plantagenstr. 8-9,12169,Steglitz,,+49 30 902991860,06G34@06G34.schule.berlin.de,https://www.grundschuleplantagenstrasse.de,"Straßburg, Katja"
03G13,Grundschule in Rosenthal,Grundschule,Kastanienallee 59,13158,Rosenthal,,+49 30 91699480,Sekretariat@rosenthal.schule.berlin.de,https://www.grundschule-rosenthal.de,"Nitsch, Hendrik"
01G49,Grundschule Luisenstadt,Grundschule,Adalbertstr. 53,10179,Mitte,,+49 1728339016,01G49@01G49.schule.berlin.de,https://grundschule-luisenstadt.de,"Rother, Claudia"
01G05,Grundschule Neues Tor,Grundschule,Hannoversche Str. 20,10115,Mitte,,+49 30 24088330,%0901G05@01G05.schule.berlin.de,https://www.neues-tor.de,"Mihov, Diana"
10G14,Grundschule unter dem Regenbogen,Grundschule,Murtzaner Ring 35-37,12681,Marzahn,,+49 30 54989880,%0910G14@10G14.schule.berlin.de,http://www.grundschule-unterm-regenbogen.de,"Irmler, Urte"
03G21,Grundschule unter den Bäumen,Grundschule,Alt-Blankenburg 26,13129,Blankenburg,,+49 30 4743325,sekretariat@gudbaeumen.schule.berlin.de,http://www.gudbaeumen.de,"Woitinek, Bernd"
06G24,Grundschule unter den Kastanien,Grundschule,Kastanienstr. 6-8,12209,Lichterfelde,,+49 30 93951940,info@kastanie.schule.berlin.de,http://www.grundschule-unter-den-kastanien.de,"Chellouche, Sabrina"
03G43,Grundschule Wilhelmsruh,Grundschule,Lessingstr. 44,13158,Wilhelmsruh,,+49 30 91645320,sekretariat@grundschule-wilhelmsruh.de,http://www.grundschule-wilhelmsruh.de,"Grenz, Holger"
03G39,Grundschule Wolkenstein,Grundschule,Neumannstr. 65,13189,Pankow,,+49 30 47901890,%09sekretariat@wolkenstein.schule.berlin.de,https://gs-wolkenstein.de,"Küchner, Antje"
04G22,Grunewald-Grundschule,Grundschule,Delbrückstr. 20A,14193,Grunewald,,+49 30 89049690,sekretariat@grunewald.schule.berlin.de,http://www.grunewald-grundschule.de,"Seidler, Norbert"
12G22,Gustav-Dreyer-Grundschule,Grundschule,Freiherr-vom-Stein-Str. 31,13467,Hermsdorf,,+49 30 4050860,12G22@12G22.schule.berlin.de,https://www.gustav-dreyer-schule.com,"Castles, Freyja (komm.)"
01G38,Gustav-Falke-Grundschule,Grundschule,Strelitzer Str. 42,13355,Gesundbrunnen,,+49 30 213091830,info@gustav-falke-schule.de,http://www.gustav-falke-schule.de,"Gryczke, Sabine"
01G07,GutsMuths-Grundschule,Grundschule,Singerstr. 8,10179,Mitte,,+49 30 2408386,%09sekretariat@gutsmuths.schule.berlin.de,https://www.gutsmuths-grundschule.de,"Herfet-Sternberger, Catrin"
04G21,Halensee-Grundschule,Grundschule,Joachim-Friedrich-Str. 35-36,10711,Halensee,,+49 30 8902860,sekretariat@halensee.schule.berlin.de,https://www.halensee-grundschule.de,"Thomas, Gabriele"
01G19,Hansa-Grundschule,Grundschule,Lessingstr. 5,10555,Hansaviertel,,+49 30 39806430,sekretariat@01G19.schule.berlin.de,http://www.hansa-grundschule-online.de,"Horeni, Patricia"
08G03,Hans-Fallada-Schule (Grundschule),Grundschule,Harzer Str. 73,12059,Neukölln,,+49 30 632250670,hans-fallada-schule@gmx.de,https://www.hans-fallada-schule.de,"Schröder, Cordula"
11G32,Hans-Rosenthal-Grundschule,Grundschule,Bernhard-Bästlein-Str. 56,10367,Fennpfuhl,,+49 30 67810301,11G32@11G32.schule.berlin.de,https://hans-rosenthal-schule.de,"Dersch, Peter"
03G28,Hasengrund-Schule (Grundschule),Grundschule,Hermann-Hesse-Str. 48-52,13156,Niederschönhausen,,+49 30 47402940,sekretariat@hasengrund.schule.berlin.de,https://hasengrund-berlin.de,"Karakaya, Erkan"
04P46,Hasenschule (Grundschule),Grundschule,Lietzenburger Str. 107,10707,Wilmersdorf,,+49 30 88922062,kontakt@hasenschule-grundschule.de,https://www.hasenschule-grundschule.de,"Sinha, Roy Christian"
09G23,Hauptmann-von-Köpenick-Schule (Grundschule),Grundschule,Borgmannstr. 2-3,12555,Köpenick,,+49 30 6571426,09G23@09G23.schule.berlin.de,http://www.hvkschule.de,"Schmidt, Monika"
02G02,Hausburg-Grundschule,Grundschule,Hausburgstr. 20,10249,Friedrichshain,,+49 30 93956760,schulleitung@hausburg.schule.berlin.de,http://www.hausburgschule.de,"Balan, Maurice"
12G06,Hausotter-Grundschule,Grundschule,Hausotterplatz 4,13409,Reinickendorf,,+49 30 4915012,12G06@12G06.schule.berlin.de,https://hausotter-grundschule.de,"Walter, Daniela"
05G31,Havel-Grundschule,Grundschule,Goltzstr. 025,13587,Hakenfelde,,+49 30 20074490,05G31@05G31.schule.berlin.de,https://www.havel-grundschule.de,"Rosengart, Constanze"
07G05,Havelland-Grundschule,Grundschule,Kolonnenstr. 30-30A,10829,Schöneberg,,+49 30 902777155,%09sekretariat@havelland.schule.berlin.de,http://www.havelland-grundschule.de,"Nicolai, Claudia"
12G01,Havelmüller-Grundschule,Grundschule,Namslaustr. 49-57,13507,Tegel,,+49 30 27001600,%0912G01@12G01.schule.berlin.de,https://havelmueller-grundschule.de,"Neumann, Julie"
09G09,Heide-Schule (Grundschule),Grundschule,Florian-Geyer-Str. 87,12489,Adlershof,,+49 30 67822789,%0909G09@09G09.schule.berlin.de,http://www.heide-grundschule.de,"Röpke, Jana"
03G02,Heinrich-Roller-Grundschule,Grundschule,Heinrich-Roller-Str. 18,10405,Prenzlauer Berg,,+49 30 4425674,03G02@03G02.schule.berlin.de,https://www.heinrich-roller-grundschule.de,"Riehl, Juliane"
01G37,Heinrich-Seidel-Grundschule,Grundschule,Ramlerstr. 9-10,13355,Gesundbrunnen,,+49 30 4677669210,info@hsgs.berlin,https://hsgs.berlin,"Konitzer, Katharina"
01K04,Heinrich-von-Stephan-Gemeinschaftsschule,Grundschule,Neues Ufer 6,10553,Moabit,,+49 30 39063130,sekretariat@hvs.schule.berlin.de,https://hvs-schule-berlin.de,"Massaro, Meike"
02G29,Heinrich-Zille-Grundschule,Grundschule,Waldemarstr. 118,10997,Kreuzberg,,+49 30 22503611,sekretariat@heinrich-zille-schule.berlin.de,https://hzg.berlin,"Bretschneider, Sabine"
04P03,Heinz-Galinski-Schule (Grundschule),Grundschule,Waldschulallee 73-75,14055,Westend,,+49 30 3011940,%09sekretariat@hgsberlin.de,http://www.hgsberlin.de,"Merkel, Lisa; Dr. Eckstaedt, Aaron"
04G11,Helmuth-James-von-Moltke-Grundschule,Grundschule,Heckerdamm 221,13627,Charlottenburg-Nord,,+49 30 348068910,%09sekretariat@moltke.schule.berlin.de,http://www.moltke-grundschule.de,"Marxen, Isabel"
08G07,Hermann-Boddin-Schule (Grundschule),Grundschule,Boddinstr. 55,12053,Neukölln,,+49 30 68874410,08G07@08G07.schule.berlin.de,https://boddin-schule.de,"Grabowski, Jürgen"
08G19,Herman-Nohl-Schule (Grundschule),Grundschule,Hannemannstr. 68,12347,Britz,,+49 30 62008330,%0908G19@08G19.schule.berlin.de,https://www.herman-nohl.de/,"Ziegfeld, Matthias"
08G15,Hermann-Sander-Schule (Grundschule),Grundschule,Mariendorfer Weg 69,12051,Neukölln,,+49 30 290276350,%09sekretariat@h-sander.schule.berlin.de,http://www.hermann-sander-schule.de,"Löffler, Regina"
12G29,Hermann-Schulz-Grundschule,Grundschule,Kienhorststr. 67-79,13403,Reinickendorf,,+49 30 4132008,12G29@12G29.schule.berlin.de,http://www.hermann-schulz-grundschule.de%0d%0ahttp://www.hsg.cidsnet.de,"Schumann-Liß, Maria"
09G32,Hirschgarten-Grundschule,Grundschule,Peter-Hille-Str. 18,12587,Friedrichshagen,,+49 30 64905659,09G32@09G32.schule.berlin.de,https://www.Hirschgarten-Grundschule.de,"Hardt, Sabrina"
12G15,Hoffmann-von-Fallersleben-Grundschule,Grundschule,Ziekowstr. 80-88,13509,Tegel,,+49 30 4339343,%09Sekretariat@hvfg.schule.berlin.de,https://www.grundschule-fallersleben-berlin.de,"Salb, Sebastian"
03G05,Homer-Grundschule,Grundschule,Pasteurstr. 10/12,10407,Prenzlauer Berg,,+49 30 4250575,03G05@03G05.schule.berlin.de,http://www.homer-grundschule.de,"Fritsch, Alexander"
08G16,Hugo-Heimann-Schule (Grundschule),Grundschule,Hugo-Heimann-Str. 20,12353,Gropiusstadt,,+49 30 6679230,%09sekretariat@hugoheimann.schule.berlin.de,http://www.hugoheimannschule.de,"Töpfer, Karin"
01G35,Humboldthain-Grundschule,Grundschule,Grenzstr. 7-8,13355,Gesundbrunnen,,+49 30 46777330,%09sekretariat@humboldthain.schule.berlin.de,https://www.humboldthain-grundschule.de,"Bluhm, Yvonne"
02G27,Hunsrück-Grundschule,Grundschule,Manteuffelstr. 79,10999,Kreuzberg,,+49 30 22503111,schulleitung@hunsrueck-grundschule.de,https://hunsrueck-grundschule.de,"Baitz, Jennifer"
07G37,Ikarus-Grundschule,Grundschule,Körtingstr. 45,12107,Mariendorf,,+49 30 902777459,07G37@07G37.schule.berlin.de,http://www.ikarus-grundschule.de,"Lobenberg, Daniela"
05P15,Immanuel-Grundschule,Grundschule,Stadtrandstr. 465,13589,Falkenhagener Feld,,+49 30 4431237230,immanuel@christburg-campus.de,http://www.Immanuel-Grundschule.de,"Dichristin, Esther"
01P25,Internationale Lomonossow-Schule Berlin (Gemeinschaftsschule),Grundschule,Genthiner Str. 20,10785,Tiergarten,,+49 30 2700077,tiergarten@mitra-schulen.de,https://lomonossow-schule.de,"Afanassieva, Maria"
10P10,Internationale Lomonossow-Schule Berlin Marzahn (Gemeinschaftsschule),Grundschule,Brebacher Weg 15,12683,Biesdorf,,+49 30 54804410,marzahn@mitra-schulen.de,http://www.lomonossow-schule.de,"Ter-Zakharyan, Liliya"
06P21,Internationale Montessorischule Berlin (Grundschule),Grundschule,Zum Heckeshorn 38,14109,Wannsee,,+49 30 80482270,%09%09schulleitung@montessori-friends.de,http://www.montessori-am-wannsee.de,"Brennan, James; Delport, Alexander"
02P03,Islamische Grundschule,Grundschule,Boppstr. 4,10967,Kreuzberg,,+49 30 69507860,sekretariat@islamische-grundschule.de,http://www.islamische-grundschule.de,"Ludin, Fereshta"
02G34,Jane-Goodall-Grundschule,Grundschule,Scharnweberstr. 19,10247,Friedrichshain,,+49 30 2464789211,sekretariat@jane-goodall.schule.berlin.de,https://www.jane-goodall-grundschule.de,"Rohwäder, Kathrin"
08G31,Janusz-Korczak-Schule (Grundschule),Grundschule,Wildhüterweg 5,12353,Gropiusstadt,,+49 30 67066630,sekretariat@jkgs.schule.berlin.de,https://jkgs-berlin.de,"Ulrich, Marc"
03G33,Jeanne-Barez-Schule (Grundschule),Grundschule,Hauptstr. 66,13127,Französisch Buchholz,,+49 30 47498931,sekretariat@jeaba.de,http://www.jeanne-barez-schule.de,"Radtke, Stefanie"
08G12,Jenaplanschule Neukölln (Grundschule),Grundschule,Jonasstr. 15,12053,Neukölln,,+49 30 6322506821,%0908G12@08G12.schule.berlin.de,https://www.jps.berlin,"Nitsche, Beate"
02G22,Jens-Nydahl-Grundschule,Grundschule,Kohlfurter Str. 20,10999,Kreuzberg,,+49 30 50586111,%09sekretariat@jng.schule.berlin.de,,"Deutscher, Claudia"
04P45,Jewish International School - Masorti-Grundschule,Grundschule,Roscherstr. 6,10629,Charlottenburg,,+49 30 85607780,schule@masorti.de,https://www.masorti.de,"Stein, Einat"
