schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note
158665,10,Städt. Realschule Friedrichstadt,- Sekundarstufe I -,,"Düsseldorf, RS Friedrichstadt",1,40215,Düsseldorf,Luisenstr. 73,211.0,8927851.0,211.0,8929679.0,158665@schule.nrw.de,https://realschule-friedrichstadt.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345293,5676289,,51.217005,6.784775,Realschule,Öffentlich,Düsseldorf,Städt. Realschule Friedrichstadt - Sekundarstufe I -,2118927851.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
158689,10,Theodor-Litt-Realschule,Städt. Realschule,- Sekundarstufe I -,"Düsseldorf, RS Theodor-Litt",1,40593,Düsseldorf,Theodor-Litt-Str. 5,211.0,8997620.0,211.0,8929095.0,158689@schule.nrw.de,http://www.theodor-litt-realschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,352274,5668728,,51.15091,6.887769,Realschule,Öffentlich,Düsseldorf,Theodor-Litt-Realschule Städt. Realschule - Sekundarstufe I -,2118997620.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
158690,10,Benzenberg-Realschule,Städt. Realschule für Jungen und Mädchen,,"Düsseldorf, RS Benzenberg",1,40591,Düsseldorf,Siegburger Str. 38,211.0,8998290.0,211.0,8929345.0,158690@schule.nrw.de,http://www.rs-benzenberg.eschool.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347103,5674692,,51.203143,6.811352,Realschule,Öffentlich,Düsseldorf,Benzenberg-Realschule Städt. Realschule für Jungen und Mädchen,2118998290.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
160064,10,Städt. Henry-Ford-Realschule,- Sekundarstufe I -,,"Köln, RS Henry-Ford-Realschule",3,50769,Köln,Karl-Marx-Allee 43,221.0,9703400.0,221.0,97034021.0,160064@schule.nrw.de,http://www.henry-ford-realschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,353397,5654191,,51.020564,6.909713,Realschule,Öffentlich,Köln,Städt. Henry-Ford-Realschule - Sekundarstufe I -,2219703400.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,
160076,10,Geschwister-Scholl-Schule,Städt. Realschule für Jungen und Mädchen,,"Köln, RS Geschwister-Scholl",3,50823,Köln,Gravenreuthstr. 10,221.0,9556040.0,221.0,552480.0,160076@schule.nrw.de,http://www.geschwisterschollrealschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,353989,5646630,,50.952767,6.921186,Realschule,Öffentlich,Köln,Geschwister-Scholl-Schule Städt. Realschule für Jungen und Mädchen,2219556040.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Realschule,,
160090,10,Stadt Köln,Ferdinand-Lassalle-Realschule,Sekundarstufe I,"Köln, RS Ferdinand-Lassalle-Realschule",3,51065,Köln,Lassallestr. 59,221.0,71661260.0,221.0,716612625.0,160090@schule.nrw.de,http://rs-lassallestrasse.koeln,1,10182,5315000,1,01.08.1973,EPSG:25832,360107,5647114,,50.958635,7.008047,Realschule,Öffentlich,Köln,Stadt Köln Ferdinand-Lassalle-Realschule Sekundarstufe I,22171661260.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Realschule,,
160106,10,Elly-Heuss-Knapp-Realschule,Städt. Realschule,für Jungen und Mädchen,"Köln, RS Elly-Heuss-Knapp-Realschule",3,51065,Köln,Jan-Wellem-Str. 25,221.0,35553340.0,221.0,355533420.0,160106@schule.nrw.de,http://www.ehk-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,360019,5647139,,50.958838,7.006785,Realschule,Öffentlich,Köln,Elly-Heuss-Knapp-Realschule Städt. Realschule für Jungen und Mädchen,22135553340.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Realschule,,
160118,10,Städt. Realschule,für Jungen und Mädchen,,"Köln, RS Im Hasental",3,50679,Köln,Im Hasental 41,221.0,99225790.0,221.0,992257919.0,160118@schule.nrw.de,http://www.hasental.de,1,10182,5315000,1,01.08.1973,EPSG:25832,358068,5643895,,50.929207,6.980287,Realschule,Öffentlich,Köln,Städt. Realschule für Jungen und Mädchen,22199225790.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Realschule,,
160120,10,Edith-Stein-Realschule,Städt. Realschule,,"Köln, RS Edith-Stein",3,50733,Köln,Henner-Berzau-Weg 5,221.0,28551750.0,221.0,285517525.0,160120@schule.nrw.de,http://www.edith-stein-realschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,356566,5648607,,50.971181,6.957071,Realschule,Öffentlich,Köln,Edith-Stein-Realschule Städt. Realschule,22128551750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Realschule,,
160131,10,Peter-Ustinov-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Peter-Ustinov-Schule",3,50733,Köln,Neusser Str. 421,221.0,9765750.0,221.0,97657522.0,160131@schule.nrw.de,http://www.peter-ustinov-realschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,356171,5648655,,50.971514,6.95143,Realschule,Öffentlich,Köln,Peter-Ustinov-Schule Städt. Realschule - Sekundarstufe I -,2219765750.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
160155,10,Ursulinenschule Köln,Staatl. genehm. Realschule für Mädchen-,u. Jungenklassen d. Erzbistums Köln,"Köln, RS Ursulinenschule",3,50668,Köln,Machabäerstr. 47,221.0,132024.0,221.0,135740.0,160155@schule.nrw.de,http://schule.erzbistum-koeln.de/ursulinenschule_koeln/,2,71110,5315000,1,01.08.1973,EPSG:25832,356714,5645840,,50.946352,6.960267,Realschule,Privat,Köln,Ursulinenschule Köln Staatl. genehm. Realschule für Mädchen- u. Jungenklassen d. Erzbistums Köln,221132024.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Realschule,,
160179,10,Theodor-Heuss-Schule,Städt. Realschule,,"Köln, RS Theodor-Heuss-Schule",3,50935,Köln,Euskirchener Str. 50,221.0,4696090.0,221.0,46960916.0,160179@schule.nrw.de,http://www.thr-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,353501,5642744,,50.917721,6.915805,Realschule,Öffentlich,Köln,Theodor-Heuss-Schule Städt. Realschule,2214696090.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
160180,10,Johann-Bendel-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Johann-Bendel-Schule",3,51063,Köln,Danzierstr. 146a,221.0,9649040.0,221.0,96490429.0,160180@schule.nrw.de,http://www.johann-bendel-realschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,359649,5647169,,50.959018,7.001508,Realschule,Öffentlich,Köln,Johann-Bendel-Schule Städt. Realschule - Sekundarstufe I -,2219649040.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,
160192,10,Albert-Schweitzer-Schule,Städtische Realschule,für Jungen und Mädchen,"Köln, RS Albert-Schweitzer-Schule",3,51107,Köln,Hardtgenbuscher Kirchweg 100,221.0,98976221.0,221.0,98976235.0,160192@schule.nrw.de,https://asronline.de,1,10182,5315000,1,01.08.1973,EPSG:25832,362820,5643582,,50.927544,7.047984,Realschule,Öffentlich,Köln,Albert-Schweitzer-Schule Städtische Realschule für Jungen und Mädchen,22198976221.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Realschule,,
160209,10,Käthe-Kollwitz-Schule,Städt. Realschule,für Jungen und Mädchen,"Köln, RS Käthe-Kollwitz-Schule",3,51109,Köln,Petersenstr. 7,221.0,222141111.0,221.0,222141122.0,160209@schule.nrw.de,http://www.kaethe-kollwitz-realschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,364880,5645583,,50.946014,7.076537,Realschule,Öffentlich,Köln,Käthe-Kollwitz-Schule Städt. Realschule für Jungen und Mädchen,221222141111.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
160210,10,Bertha-von-Suttner-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Bertha-von-Suttner-Schule",3,50829,Köln,Kolkrabenweg 65,221.0,22135550.0,221.0,22135552.0,160210@schule.nrw.de,https://suttnerschule-koeln.de/,1,10182,5315000,1,01.08.1973,EPSG:25832,350933,5647857,,50.963011,6.877206,Realschule,Öffentlich,Köln,Bertha-von-Suttner-Schule Städt. Realschule - Sekundarstufe I -,22122135550.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Realschule,,
160222,10,Eichendorff-Schule,Städt. Realschule,für Mädchen und Jungen,"Köln, RS Eichendorff-Schule",3,50825,Köln,Dechenstr. 1,221.0,9556070.0,221.0,95560730.0,160222@schule.nrw.de,http://www.rseichen-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,353629,5647341,,50.959066,6.915778,Realschule,Öffentlich,Köln,Eichendorff-Schule Städt. Realschule für Mädchen und Jungen,2219556070.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
160260,10,Realschule am Rhein,Städt. Realschule,- Sekundarstufe I -,"Köln, RS am Rhein",3,50670,Köln,Gereonswall 57b,221.0,22136030.0,221.0,22136046.0,160260@schule.nrw.de,http://www.rsamrhein.de,1,10182,5315000,1,01.08.1973,EPSG:25832,355920,5645790,,50.945704,6.948992,Realschule,Öffentlich,Köln,Realschule am Rhein Städt. Realschule - Sekundarstufe I -,22122136030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
160430,10,Johannes-Gutenberg-Schule,Städt. Realschule Köln-Godorf,,"Köln, RS Johann-Gutenberg-Schule",3,50997,Köln,Kuckucksweg 4,2236.0,848790.0,2236.0,8487950.0,160430@schule.nrw.de,http://www.rsgodorf.de,1,10182,5315000,1,01.08.1973,EPSG:25832,357237,5635298,,50.85174,6.971829,Realschule,Öffentlich,Köln,Johannes-Gutenberg-Schule Städt. Realschule Köln-Godorf,2236848790.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
160568,10,Städt. Wilhelm-Busch-Realschule,- Sekundarstufe I -,,"Köln, RS Wilhelm-Busch-Realschule",3,51143,Köln,Heerstr. 7,2203.0,9920144.0,2203.0,9920125.0,160568@schule.nrw.de,http://www.wilhelm-busch-realschule.de,1,10182,5315000,1,01.08.1973,EPSG:25832,363085,5636819,,50.866824,7.054288,Realschule,Öffentlich,Köln,Städt. Wilhelm-Busch-Realschule - Sekundarstufe I -,22039920144.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,
160570,10,Max-Planck-Realschule,Städt. Realschule Köln-Porz,,"Köln, RS Max-Planck",3,51145,Köln,Planckstr. 14,2203.0,8920920.0,2203.0,294431.0,160570@schule.nrw.de,http://www.max-planck-realschule-koeln.de/,1,10182,5315000,1,01.08.1973,EPSG:25832,364123,5639056,,50.887174,7.068198,Realschule,Öffentlich,Köln,Max-Planck-Realschule Städt. Realschule Köln-Porz,22038920920.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,
160581,10,Otto-Lilienthal-Schule,Städt. Realschule,- Sekundarstufe I -,"Köln, RS Otto-Lilienthal-Schule",3,51147,Köln,Albert-Schweitzer-Str. 8,2203.0,8990890.0,2203.0,89908922.0,160581@schule.nrw.de,http://www.ols-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,365473,5636471,,50.864257,7.088331,Realschule,Öffentlich,Köln,Otto-Lilienthal-Schule Städt. Realschule - Sekundarstufe I -,22038990890.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
164100,15,Städtische Dieter-Forte-Gesamtschule,- Sekundarstufen I und II -,,"Düsseldorf, GE Dieter-Forte",1,40229,Düsseldorf,Heidelberger Str. 75,211.0,8999611.0,211.0,8999612.0,164100@schule.nrw.de,http://www.dieter-forte-gesamtschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,349932,5673940,,51.197136,6.852131,Gesamtschule,Öffentlich,Düsseldorf,Städtische Dieter-Forte-Gesamtschule - Sekundarstufen I und II -,2118999611.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Gesamtschule,,
164161,15,Gesamtschule Köln-Rodenkirchen,- Sekundarstufen I und II -,,"Köln, GE Rodenkirchen",3,50999,Köln,Sürther Str. 191,221.0,350180.0,221.0,3501823.0,164161@schule.nrw.de,http://www.gesamtschule-rodenkirchen.de,1,10182,5315000,1,01.08.1973,EPSG:25832,359605,5637869,,50.875426,7.004462,Gesamtschule,Öffentlich,Köln,Gesamtschule Köln-Rodenkirchen - Sekundarstufen I und II -,221350180.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gesamtschule,,
164306,20,Erzbischöfliches Suitbertus-Gymnasium,Staatl.gen.priv.Gymnasium d.Erzbistums,Köln f.Jungen u. Mädchen  - Sek.I u.II -,"Düsseldorf, Gym Suitbertus",1,40489,Düsseldorf,An St. Swidbert 53,211.0,1592500.0,211.0,15925022.0,164306@schule.nrw.de,https://www.suitbertus.de/,2,71110,5111000,1,01.08.1973,EPSG:25832,342019,5685561,,51.299418,6.733839,Gymnasium,Privat,Düsseldorf,Erzbischöfliches Suitbertus-Gymnasium Staatl.gen.priv.Gymnasium d.Erzbistums Köln f.Jungen u. Mädchen  - Sek.I u.II -,2111592500.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,
164318,20,Städt. Goethe-Gymnasium mit ehemaligem,Rethel-Gymnasium  -Sekundarst. I und II-,Bilingualer deutsch-englischer Zweig,"Düsseldorf, Gym Goethe",1,40237,Düsseldorf,Lindemannstr. 57,211.0,8923351.0,211.0,8929550.0,164318@schule.nrw.de,http://www.goethe-gymnasium.de,1,10042,5111000,1,01.08.1973,EPSG:25832,346902,5678199,,51.234601,6.80698,Gymnasium,Öffentlich,Düsseldorf,Städt. Goethe-Gymnasium mit ehemaligem Rethel-Gymnasium  -Sekundarst. I und II- Bilingualer deutsch-englischer Zweig,2118923351.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,
164320,20,Städt. Humboldt-Gymnasium,,,"Düsseldorf, Gym Humboldt",1,40211,Düsseldorf,Pempelforter Str. 40,211.0,8923551.0,211.0,8929619.0,164320@schule.nrw.de,http://www.humboldt-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345865,5677699,,51.229829,6.792352,Gymnasium,Öffentlich,Düsseldorf,Städt. Humboldt-Gymnasium,2118923551.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,
164343,20,Städt. Schloß-Gymnasium Benrath,- Sekundarstufe I und II -,,"Düsseldorf, Gym Schloß Benrath",1,40597,Düsseldorf,Benrodestr. 132,211.0,8998410.0,211.0,8929191.0,164343@schule.nrw.de,http://www.schloss-gymnasium.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350065,5670249,,51.164004,6.855574,Gymnasium,Öffentlich,Düsseldorf,Städt. Schloß-Gymnasium Benrath - Sekundarstufe I und II -,2118998410.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gymnasium,,
164355,20,Annette-von-Droste-Hülshoff-Gymnasium,- Sekundarstufen I und II-,,"Düsseldorf,Gym Annette v.Droste-Hülshoff",1,40593,Düsseldorf,Brucknerstr. 19,211.0,8928980.0,211.0,8929189.0,164355@schule.nrw.de,http://www.annettegymnasium.de,1,10042,5111000,1,01.08.1973,EPSG:25832,351609,5669557,,51.158188,6.877926,Gymnasium,Öffentlich,Düsseldorf,Annette-von-Droste-Hülshoff-Gymnasium - Sekundarstufen I und II-,2118928980.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
164379,20,Städt. Marie-Curie-Gymnasium,,,"Düsseldorf, Gym Marie-Curie",1,40625,Düsseldorf,Gräulinger Str. 15,211.0,8921826.0,211.0,8929280.0,164379@schule.nrw.de,http://www.mariecurie-d.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350788,5678512,,51.238443,6.862471,Gymnasium,Öffentlich,Düsseldorf,Städt. Marie-Curie-Gymnasium,2118921826.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
164380,20,St. Ursula-Gymnasium,Staatl. genehm. Gymnasium f. Jungen und,Mädchen des Erzbistums Köln -Sek.I u.II-,"Düsseldorf, Gym St.Ursula",1,40213,Düsseldorf,Ritterstr. 16,211.0,320056.0,211.0,320059.0,164380@schule.nrw.de,https://www.st-ursula-gymnasium.de/,2,71110,5111000,1,01.08.1973,EPSG:25832,344524,5677724,,51.22969,6.77315,Gymnasium,Privat,Düsseldorf,St. Ursula-Gymnasium Staatl. genehm. Gymnasium f. Jungen und Mädchen des Erzbistums Köln -Sek.I u.II-,211320056.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,
164392,20,Städtisches Cecilien-Gymnasium,- Sek. I und II -  Europaschule,"Bilingualer Zweig, Montessori-Zweig","Düsseldorf, Gym Cecilien, Europaschule",1,40547,Düsseldorf,Schorlemerstr. 99,211.0,8923311.0,211.0,8929038.0,164392@schule.nrw.de,http://www.ceci.de,1,10042,5111000,1,01.08.1973,EPSG:25832,342882,5678675,,51.237786,6.749234,Gymnasium,Öffentlich,Düsseldorf,"Städtisches Cecilien-Gymnasium - Sek. I und II -  Europaschule Bilingualer Zweig, Montessori-Zweig",2118923311.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
164409,20,Städt. Gymnasium Koblenzer Straße,- Sekundarstufe I und II -,,"Düsseldorf, Gym Koblenzer Str.",1,40593,Düsseldorf,Theodor-Litt-Str. 2,211.0,8997600.0,211.0,8929190.0,164409@schule.nrw.de,https://www.kobi-gymnasium.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,352202,5668591,,51.149661,6.886796,Gymnasium,Öffentlich,Düsseldorf,Städt. Gymnasium Koblenzer Straße - Sekundarstufe I und II -,2118997600.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,
164434,20,Städt. Comenius-Gymnasium,,,"Düsseldorf, Gym Comenius",1,40547,Düsseldorf,Hansaallee 90,211.0,8923712.0,211.0,8929181.0,164434@schule.nrw.de,http://www.comenius-gymnasium.de,1,10042,5111000,1,01.08.1973,EPSG:25832,342522,5678414,,51.235341,6.744196,Gymnasium,Öffentlich,Düsseldorf,Städt. Comenius-Gymnasium,2118923712.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
164446,20,Städt. Görres-Gymnasium,- Sekundarstufe I und II -,Humanistisches Gymnasium seit 1545,"Düsseldorf, Gym Görres",1,40212,Düsseldorf,Königsallee 57,211.0,8998400.0,211.0,8929470.0,164446@schule.nrw.de,http://www.goerres.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344844,5676773,,51.221232,6.778141,Gymnasium,Öffentlich,Düsseldorf,Städt. Görres-Gymnasium - Sekundarstufe I und II - Humanistisches Gymnasium seit 1545,2118998400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,
164458,20,Städt. Geschwister-Scholl-Gymnasium,- Sekundarstufen I und II -,,"Düsseldorf, Gym Geschwister-Scholl",1,40225,Düsseldorf,Redinghovenstr. 41,211.0,8928210.0,211.0,8929207.0,164458@schule.nrw.de,http://www.gsg-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345784,5674985,,51.205421,6.79236,Gymnasium,Öffentlich,Düsseldorf,Städt. Geschwister-Scholl-Gymnasium - Sekundarstufen I und II -,2118928210.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,
164460,20,Theodor-Fliedner-Gymnasium,Priv. Gymnasium,der ev. Kirche im Rheinland,"Düsseldorf, Gym Theodor-Fliedner",1,40489,Düsseldorf,Kalkumer Schloßallee 28,211.0,9405701.0,211.0,9405747.0,164460@schule.nrw.de,http://tfg-duesseldorf.de,2,70907,5111000,1,01.08.1973,EPSG:25832,342892,5686227,,51.305644,6.746058,Gymnasium,Privat,Düsseldorf,Theodor-Fliedner-Gymnasium Priv. Gymnasium der ev. Kirche im Rheinland,2119405701.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,
164471,20,Städt. Leibniz-Montessori Gymnasium,- Sekundarstufe I und II -,,"Düsseldorf, Gym Leibniz-Montessori",1,40477,Düsseldorf,Scharnhorststr. 8,211.0,8927811.0,211.0,8927810.0,164471@schule.nrw.de,http://www.leibniz-montessori.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345432,5679046,,51.241816,6.785574,Gymnasium,Öffentlich,Düsseldorf,Städt. Leibniz-Montessori Gymnasium - Sekundarstufe I und II -,2118927811.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,
164483,20,Städt. Lessing-Gymnasium und,Städt. Lessing-Berufskolleg,Schulen der Sekundarstufen I und II,"Düsseldorf, Gym Lessing",1,40227,Düsseldorf,Ellerstr. 84,211.0,8922610.0,211.0,8929151.0,164483@schule.nrw.de,http://www.lgbk.de,1,10042,5111000,1,01.08.1973,EPSG:25832,346119,5676155,,51.216024,6.79665,Gymnasium,Öffentlich,Düsseldorf,Städt. Lessing-Gymnasium und Städt. Lessing-Berufskolleg Schulen der Sekundarstufen I und II,2118922610.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gymnasium,,
164495,20,Städt. Max-Planck-Gymnasium,,,"Düsseldorf, Gym Max-Planck",1,40474,Düsseldorf,Koetschaustr. 36,211.0,8927211.0,211.0,8929206.0,164495@schule.nrw.de,https://max-planck.com,1,10042,5111000,1,01.08.1973,EPSG:25832,343717,5681050,,51.259355,6.760149,Gymnasium,Öffentlich,Düsseldorf,Städt. Max-Planck-Gymnasium,2118927211.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,
164501,20,Städtisches Luisen-Gymnasium,- Sekundarstufe I und II -,,"Düsseldorf, Gym Luisen",1,40213,Düsseldorf,Bastionstr. 24,211.0,8998570.0,211.0,8998599.0,164501@schule.nrw.de,http://www.luisen-gymnasium.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344703,5676824,,51.221652,6.776102,Gymnasium,Öffentlich,Düsseldorf,Städtisches Luisen-Gymnasium - Sekundarstufe I und II -,2118998570.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,
164513,20,Städt. Gymnasium Gerresheim,,,"Düsseldorf, Gym Gerresheim",1,40625,Düsseldorf,Am Poth 60,211.0,8927625.0,211.0,8929260.0,164513@schule.nrw.de,http://www.gymnasium-gerresheim.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350523,5678745,,51.240468,6.858581,Gymnasium,Öffentlich,Düsseldorf,Städt. Gymnasium Gerresheim,2118927625.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
164525,20,Städt. Georg-Büchner-Gymnasium,Sekundarstufen I und II,,"Düsseldorf, Gym Georg-Büchner-Gymnasium",1,40474,Düsseldorf,Felix-Klein-Str. 3,211.0,8994005.0,211.0,8929373.0,164525@schule.nrw.de,https://gbg-duesseldorf.lms.schulon.org/,1,10042,5111000,1,01.08.1973,EPSG:25832,343782,5680392,,51.25346,6.761367,Gymnasium,Öffentlich,Düsseldorf,Städt. Georg-Büchner-Gymnasium Sekundarstufen I und II,2118994005.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
164537,20,Städt. Friedrich-Rückert-Gymnasium,- Sekundarstufen I und II -,,"Düsseldorf, Gym Friedrich-Rückert-Gym",1,40470,Düsseldorf,Rückertstr. 6,211.0,8998310.0,211.0,8929208.0,164537@schule.nrw.de,https://www.rueckert-gymnasium.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347444,5680986,,51.259789,6.81355,Gymnasium,Öffentlich,Düsseldorf,Städt. Friedrich-Rückert-Gymnasium - Sekundarstufen I und II -,2118998310.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Gymnasium,,
165669,20,Gymnasium Hochdahl,Städt. Gymnasium,- Sekundarstufen I und II -,"Erkrath, Gym Hochdahl",1,40597,Düsseldorf,Hospitalstr. 45,2104.0,42770.0,2104.0,46906.0,165669@schule.nrw.de,http://www.gymnasium-hochdahl.de,1,11538,5111000,1,01.08.1973,EPSG:25832,350750,5670564,,51.167013,6.865233,Gymnasium,Öffentlich,Düsseldorf,Gymnasium Hochdahl Städt. Gymnasium - Sekundarstufen I und II -,210442770.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
166443,20,Leonardo-da-Vinci-Gymnasium Köln-Nippes,der Stadt Köln,Sekundarstufen I und II,"Köln, Gym Leonardo-da-Vinci",3,50733,Köln,Blücherstr. 15-17,221.0,7166140.0,221.0,71661420.0,166443@schule.nrw.de,http://www.gymnasium-nippes.de,1,10182,5315000,1,01.08.1973,EPSG:25832,356443,5648101,,50.966604,6.95552,Gymnasium,Öffentlich,Köln,Leonardo-da-Vinci-Gymnasium Köln-Nippes der Stadt Köln Sekundarstufen I und II,2217166140.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Gymnasium,,
166455,20,Rhein-Gymnasium der Stadt Köln,- Sekundarstufen I und II -,,"Köln, Gym Rhein-Gymnasium",3,51063,Köln,Düsseldorfer Str. 13,221.0,35533690.0,221.0,355336911.0,166455@schule.nrw.de,http://www.rhein-gymnasium.de,1,10182,5315000,1,01.08.1973,EPSG:25832,359722,5648333,,50.969496,7.002098,Gymnasium,Öffentlich,Köln,Rhein-Gymnasium der Stadt Köln - Sekundarstufen I und II -,22135533690.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,
