schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note
100596,2,St. Rochus-Schule,Städt. Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG St. Rochus-Schule",1,40477,Düsseldorf,Blücherstr. 12,211.0,8928300.0,211.0,8929622.0,100596@schule.nrw.de,http://st-rochus-schule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345241,5678844,,51.239949,6.782927,Grundschule,Öffentlich,Düsseldorf,St. Rochus-Schule Städt. Katholische Grundschule - Primarstufe -,2118928300.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100602,2,Thomas-Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG Thomas-Schule",1,40476,Düsseldorf,Blumenthalstr. 11,211.0,8924682.0,211.0,8924689.0,100602@schule.nrw.de,http://www.thomas-schule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345106,5679832,,51.24879,6.780567,Grundschule,Öffentlich,Düsseldorf,Thomas-Schule Städt. Kath. Grundschule,2118924682.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
100638,2,Montessori-Grundschule Farnweg,Städt. Gem. Grundschule,-Primarstufe-,"Düsseldorf, GG Montessori-Schule",1,40468,Düsseldorf,Farnweg 10,211.0,4350990.0,211.0,5162330.0,100638@schule.nrw.de,https://mgs-farnweg.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,343436,5681828,,51.266268,6.755785,Grundschule,Öffentlich,Düsseldorf,Montessori-Grundschule Farnweg Städt. Gem. Grundschule -Primarstufe-,2114350990.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,
100651,2,Adolf-Klarenbach-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Adolf-Klarenbach",1,40589,Düsseldorf,Walther-Rathenau-Str. 15,211.0,8926190.0,211.0,8926195.0,100651@schule.nrw.de,http://www.adolf-klarenbach-schule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,348728,5671021,,51.170589,6.836141,Grundschule,Öffentlich,Düsseldorf,Adolf-Klarenbach-Schule Städt. Gem. Grundschule - Primarstufe -,2118926190.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,
100663,2,Städt. Gem. Grundschule Unterrath,- Primarstufe -,,"Düsseldorf, GG Beedstr.",1,40468,Düsseldorf,Beedstr. 31,211.0,8927950.0,211.0,8927959.0,100663@schule.nrw.de,https://ggs-unterrath.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,345385,5682820,,51.275714,6.78327,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Unterrath - Primarstufe -,2118927950.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100675,2,Selma-Lagerlöf-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Selma-Lagerlöf",1,40599,Düsseldorf,Schillstr. 7,211.0,8925700.0,211.0,8925705.0,100675@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-selmalagerloef/,1,10042,5111000,1,01.08.1973,EPSG:25832,351479,5671797,,51.178283,6.875143,Grundschule,Öffentlich,Düsseldorf,Selma-Lagerlöf-Schule Städt. Gem. Grundschule - Primarstufe -,2118925700.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100687,2,Friedrich-von-Bodelschwingh Schule,Städt. Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Friedrich-v.Bodelschwingh",1,40545,Düsseldorf,Cimbernstr. 24,211.0,5585930.0,211.0,9542252.0,100687@schule.nrw.de,http://www.bodelschwingh-oberkassel.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,343422,5677682,,51.229012,6.757397,Grundschule,Öffentlich,Düsseldorf,Friedrich-von-Bodelschwingh Schule Städt. Evangelische Grundschule - Primarstufe -,2115585930.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,
100699,2,Joachim Neander Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Joachim Neander",1,40472,Düsseldorf,Rather Markt 2,211.0,9653337.0,211.0,6509866.0,100699@schule.nrw.de,https://joachim-neander-schule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,348325,5681850,,51.267788,6.8258,Grundschule,Öffentlich,Düsseldorf,Joachim Neander Schule Städt. Gem. Grundschule - Primarstufe -,2119653337.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100705,2,Brehm Schule,Städt. Ev. Grundschule,,"Düsseldorf, EG Brehm Schule",1,40237,Düsseldorf,Karl-Müller-Str. 25,211.0,8923941.0,211.0,8923950.0,100705@schule.nrw.de,https://brehm-schule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,347394,5678164,,51.234419,6.814037,Grundschule,Öffentlich,Düsseldorf,Brehm Schule Städt. Ev. Grundschule,2118923941.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,
100717,2,Elsa-Brandström-Schule,Städtische Evangelische Montessori-,Grundschule  - Primarstufe -,"Düsseldorf, EG Elsa-Brandström-Schule",1,40468,Düsseldorf,An der Golzheimer Heide 120,211.0,8923692.0,211.0,8923699.0,100717@schule.nrw.de,https://www.elsa-dus.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,344375,5681981,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,Elsa-Brandström-Schule Städtische Evangelische Montessori- Grundschule  - Primarstufe -,2118923692.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100730,2,Martin-Luther-Schule,Städt. Ev. Grundschule,- Primarstufe -,"Düsseldorf, EG Martin-Luther-Schule",1,40225,Düsseldorf,Gotenstr. 20,211.0,8921729.0,211.0,8929461.0,100730@schule.nrw.de,http://www.mlsduesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344852,5673970,,51.196048,6.779468,Grundschule,Öffentlich,Düsseldorf,Martin-Luther-Schule Städt. Ev. Grundschule - Primarstufe -,2118921729.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100742,2,Matthias-Claudius-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Matthias-Claudius-Schule",1,40479,Düsseldorf,Bongardstr. 9,211.0,8928310.0,211.0,8929623.0,100742@schule.nrw.de,http://www.mcs-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345471,5678255,,51.234719,6.786474,Grundschule,Öffentlich,Düsseldorf,Matthias-Claudius-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,2118928310.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100754,2,Hanna-Zürndorfer-Schule,Städtische Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Hanna-Zürndorfer-Schule",1,40625,Düsseldorf,Benderstr. 78,211.0,8928320.0,211.0,8929625.0,100754@schule.nrw.de,https://hanna-zuerndorfer-schule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,350061,5678452,,51.237714,6.85209,Grundschule,Öffentlich,Düsseldorf,Hanna-Zürndorfer-Schule Städtische Evangelische Grundschule - Primarstufe -,2118928320.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100766,2,Beckbusch-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Beckbusch-Schule",1,40474,Düsseldorf,Beckbuschstr. 2,211.0,8994719.0,211.0,8929454.0,100766@schule.nrw.de,http://www.beckbuschschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,343162,5681676,,51.264827,6.751927,Grundschule,Öffentlich,Düsseldorf,Beckbusch-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118994719.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100778,2,Städt. Gem. Grundschule Lörick,- Primarstufe -,,"Düsseldorf, GG Wickrather Str.",1,40547,Düsseldorf,Wickrather Str. 31,211.0,8924635.0,211.0,8924630.0,100778@schule.nrw.de,https://www.ggs-loerick.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,341732,5679340,,51.243443,6.73248,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Lörick - Primarstufe -,2118924635.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100780,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Vennhauser Allee",1,40627,Düsseldorf,Vennhauser Allee 160-162,211.0,8926630.0,211.0,8926635.0,100780@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-vennhauserallee/,1,10042,5111000,1,01.08.1973,EPSG:25832,350235,5674910,,51.205931,6.85606,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118926630.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100791,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Südallee",1,40593,Düsseldorf,Südallee 100,211.0,8928400.0,211.0,8929686.0,100791@schule.nrw.de,http://www.ggs-suedallee.de,1,10042,5111000,1,01.08.1973,EPSG:25832,351895,5669146,,51.154569,6.882182,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118928400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100808,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Sonnenstr.",1,40227,Düsseldorf,Sonnenstr. 10,211.0,8924780.0,211.0,8929841.0,100808@schule.nrw.de,http://www.fgz-sonnenstrasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345813,5675803,,51.212779,6.792423,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,
100810,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Konkordiastr.",1,40219,Düsseldorf,Konkordiastr. 26,211.0,8923662.0,211.0,8923672.0,100810@schule.nrw.de,https://konkordiaschule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,344222,5676165,,51.2156,6.769505,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923662.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100821,2,Don-Bosco-Montessori-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Don-Bosco-Montessori-Schu",1,40545,Düsseldorf,Salierstr. 37,211.0,8925650.0,211.0,9542162.0,100821@schule.nrw.de,http://www.don-bosco-grundschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,343436,5677781,,51.229905,6.757555,Grundschule,Öffentlich,Düsseldorf,Don-Bosco-Montessori-Schule Städt. Gem. Grundschule - Primarstufe -,2118925650.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
100833,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Rolandstr.",1,40476,Düsseldorf,Rolandstr. 40,211.0,8923780.0,211.0,8923786.0,100833@schule.nrw.de,http://www.ggrolandstrasse-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344811,5679471,,51.245466,6.7765,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100845,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Richardstr.",1,40231,Düsseldorf,Richardstr. 14,211.0,8923951.0,211.0,8923958.0,100845@schule.nrw.de,http://www.ggs-richardstrasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,348945,5674839,,51.204954,6.837637,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923951.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,
100869,2,Städtische Gemeinschaftsgrundschule,Wrangelstraße  -Primarstufe-,,"Düsseldorf, GG Wrangelstraße",1,40470,Düsseldorf,Wrangelstr. 40,211.0,8992880.0,211.0,8929435.0,100869@schule.nrw.de,http://www.ggs-wrangelstrasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347136,5680546,,51.255753,6.809327,Grundschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftsgrundschule Wrangelstraße  -Primarstufe-,2118992880.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,
100870,2,Städtische Gemeinschaftsgrundschule,- Primarstufe -,,"Düsseldorf, GG Neustrelitzer Str.",1,40595,Düsseldorf,Neustrelitzer Str. 10,211.0,8926770.0,211.0,8926775.0,100870@schule.nrw.de,http://www.neustrelitzer.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,352969,5668576,,51.149723,6.897761,Grundschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftsgrundschule - Primarstufe -,2118926770.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100882,2,Grundschule Schloss Benrath,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Schloss Benrath",1,40597,Düsseldorf,Erich-Müller-Str. 31,211.0,8928360.0,211.0,8929665.0,100882@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-schlossbenrath,1,10042,5111000,1,01.08.1973,EPSG:25832,351018,5670572,,51.167155,6.86906,Grundschule,Öffentlich,Düsseldorf,Grundschule Schloss Benrath Städtische Gemeinschaftsgrundschule - Primarstufe -,2118928360.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100894,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Max-Halbe-Straße",1,40470,Düsseldorf,Max-Halbe-Str. 14,211.0,8923650.0,211.0,8923657.0,100894@schule.nrw.de,https://www.ggs-max-halbe-str.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,347112,5680133,,51.252036,6.80916,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923650.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100900,2,Theodor-Heuss-Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Theodor-Heuss-Schule",1,40591,Düsseldorf,Lützenkircher Str. 2,211.0,8927651.0,211.0,8929613.0,100900@schule.nrw.de,http://grundschule-theodor-heuss.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347855,5672770,,51.186073,6.822923,Grundschule,Öffentlich,Düsseldorf,Theodor-Heuss-Schule Städt. Gem. Grundschule,2118927651.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100924,2,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Astrid-Lindgren-Schule",1,40231,Düsseldorf,Leuthenstr. 50,211.0,8926620.0,211.0,8926625.0,100924@schule.nrw.de,http://www.grundschule-astrid-lindgren.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,349167,5675687,,51.212632,6.840456,Grundschule,Öffentlich,Düsseldorf,Astrid-Lindgren-Schule Städt. Gem. Grundschule - Primarstufe -,2118926620.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
100936,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Lennestr.",1,40477,Düsseldorf,Lennestr. 5,211.0,4846801.0,211.0,4699754.0,100936@schule.nrw.de,http://www.ggs-lennestr.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345775,5678747,,51.239222,6.790613,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2114846801.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100950,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Krahnenburgstraße",1,40472,Düsseldorf,Krahnenburgstr. 15,211.0,8923505.0,211.0,8923508.0,100950@schule.nrw.de,https://ggs-krahnenburgstr.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,346355,5683826,,51.285015,6.796734,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118923505.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100961,2,Städt. Gem. Grundschule,,,"Düsseldorf, GG Kronprinzenstr.",1,40217,Düsseldorf,Kronprinzenstr. 107,211.0,8924667.0,211.0,8924673.0,100961@schule.nrw.de,http://kronprinzenschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344188,5675564,,51.21019,6.76928,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule,2118924667.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,
100973,2,Regenbogenschule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Regenbogenschule",1,40215,Düsseldorf,Kirchfeldstr. 74-80,211.0,8924761.0,211.0,8924769.0,100973@schule.nrw.de,http://www.regenbogenschule-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344909,5675808,,51.212579,6.779489,Grundschule,Öffentlich,Düsseldorf,Regenbogenschule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118924761.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100985,2,Sternwartschule,Städt. Gem. Grundschule,Im Dahlacker - Primarstufe -,"Düsseldorf, GG Sternwartschule",1,40223,Düsseldorf,Im Dahlacker 15,211.0,8922118.0,211.0,8929639.0,100985@schule.nrw.de,http://www.sternwartschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344060,5674744,,51.202788,6.767805,Grundschule,Öffentlich,Düsseldorf,Sternwartschule Städt. Gem. Grundschule Im Dahlacker - Primarstufe -,2118922118.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
101000,2,Ferdinand-Heye-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Ferdinand-Heye-Schule",1,40625,Düsseldorf,Heyestr. 91,211.0,8923763.0,211.0,8923770.0,101000@schule.nrw.de,http://www.ferdinand-heye-schule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350691,5677314,,51.227653,6.861582,Grundschule,Öffentlich,Düsseldorf,Ferdinand-Heye-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,2118923763.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
101011,2,Städt. Gem. Grundschule Stoffeler Straße,- Primarstufe -,,"Düsseldorf, GG Stoffeler Straße",1,40227,Düsseldorf,Schmiedestr. 10a,211.0,8999812.0,211.0,8929603.0,101011@schule.nrw.de,https://gs-stoffelerstr.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,346870,5675523,,51.210547,6.807665,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Stoffeler Straße - Primarstufe -,2118999812.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
101023,2,Heinrich-Heine-Schule,Städt. Gem. Grundschule mit,katholischem Teilstandort -Primarstufe-,"Düsseldorf, GG (Verb.) Heinrich-Heine",1,40549,Düsseldorf,Heerdter Landstr. 186,211.0,8926400.0,211.0,8926405.0,101023@schule.nrw.de,https://www.heinrichheine-grundschule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,339827,5677998,,51.230853,6.70581,Grundschule,Öffentlich,Düsseldorf,Heinrich-Heine-Schule Städt. Gem. Grundschule mit katholischem Teilstandort -Primarstufe-,2118926400.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
101047,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Helmholtzstr.",1,40215,Düsseldorf,Helmholtzstr. 16,211.0,8921780.0,211.0,8929291.0,101047@schule.nrw.de,http://www.ggs-helmholtz.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345552,5676126,,51.215611,6.78855,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118921780.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,
101059,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Adam-Stegerwald-Str.",1,40595,Düsseldorf,Adam-Stegerwald-Str. 14,211.0,8924800.0,211.0,8924803.0,101059@schule.nrw.de,https://gg-adam-stegerwald-str.eschool.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,353466,5667790,,51.142788,6.905182,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924800.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
101060,2,Willi Fährmann Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Willi Fährmann",1,40595,Düsseldorf,Ricarda-Huch-Str. 1,211.0,8925680.0,211.0,8925677.0,101060@schule.nrw.de,https://www.willi-faehrmann-schule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,352988,5667259,,51.137893,6.89857,Grundschule,Öffentlich,Düsseldorf,Willi Fährmann Schule Städt. Gem. Grundschule,2118925680.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
107049,2,Wichernschule,Städt. Gem. Grundschule,mit Montessori-Schwerpunkt -Primarstufe-,"Düsseldorf, GG Wichernschule",1,40627,Düsseldorf,Brorsstr. 5,211.0,8923707.0,211.0,8923737.0,107049@schule.nrw.de,http://www.wichernschule-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,353232,5674689,,51.204723,6.899022,Grundschule,Öffentlich,Düsseldorf,Wichernschule Städt. Gem. Grundschule mit Montessori-Schwerpunkt -Primarstufe-,2118923707.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
107062,2,Carl-Sonnenschein-Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG Carl-Sonnenschein-Schule",1,40627,Düsseldorf,Gerresheimer Landstr. 89,211.0,8923740.0,211.0,8923747.0,107062@schule.nrw.de,http://www.caso-unterbach.de,1,10042,5111000,1,01.08.1973,EPSG:25832,353421,5674473,,51.202831,6.901814,Grundschule,Öffentlich,Düsseldorf,Carl-Sonnenschein-Schule Städt. Kath. Grundschule,2118923740.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
107086,2,Friedrich-von-Spee-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Friedrich-von-Spee-Schule",1,40489,Düsseldorf,Am Litzgraben 28a,211.0,8928050.0,211.0,8928059.0,107086@schule.nrw.de,http://www.friedrichvonspeeschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345736,5688693,,51.32858,6.78576,Grundschule,Öffentlich,Düsseldorf,Friedrich-von-Spee-Schule Städt. Gem. Grundschule - Primarstufe -,2118928050.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
107141,2,Franz-Vaahsen-Schule,Kath. Grundschule Wittlaer,- Primarstufe -,"Düsseldorf, KG Franz-Vaahsen-Schule",1,40489,Düsseldorf,Grenzweg 12,211.0,8922657.0,211.0,8922666.0,107141@schule.nrw.de,http://kg-franz-vaahsen.eschool.de,1,10042,5111000,1,01.08.1973,EPSG:25832,342346,5688596,,51.326779,6.737184,Grundschule,Öffentlich,Düsseldorf,Franz-Vaahsen-Schule Kath. Grundschule Wittlaer - Primarstufe -,2118922657.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
107219,2,Gem. Grundschule Knittkuhl,- Primarstufe -,,"Düsseldorf, GG Knittkuhl",1,40629,Düsseldorf,Am Mergelsberg 1,211.0,8923680.0,211.0,8923686.0,107219@schule.nrw.de,http://www.ggs-knittkuhl.de,1,10042,5111000,1,01.08.1973,EPSG:25832,351766,5681706,,51.267399,6.875148,Grundschule,Öffentlich,Düsseldorf,Gem. Grundschule Knittkuhl - Primarstufe -,2118923680.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
111399,2,Städt. Gem. Grundschule,Stenzelbergstr.,,"Köln, GG Stenzelbergstr.",3,50939,Köln,Stenzelbergstr. 3-7,221.0,35501350.0,221.0,355013520.0,111399@schule.nrw.de,http://www.ggs-stenzelbergstrasse-koeln.de/,1,10182,5315000,1,01.08.1973,EPSG:25832,354490,5641933,,50.910683,6.930189,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Stenzelbergstr.,22135501350.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
111405,2,Städt. Kath. Grundschule,Gutnickstr.,,"Köln, KG Gutnickstr.",3,50769,Köln,Gutnickstr. 37,221.0,28552660.0,221.0,285526618.0,111405@schule.nrw.de,http://www.kgs-gutnickstrasse.de,1,10182,5315000,1,01.08.1973,EPSG:25832,349096,5657052,,51.045161,6.847243,Grundschule,Öffentlich,Köln,Städt. Kath. Grundschule Gutnickstr.,22128552660.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
111417,2,Michael-Ende-Schule,Städt. Gem. Grundschule,,"Köln, GG Michael-Ende",3,50825,Köln,Platenstr. 7-9,221.0,3998030.0,221.0,556576.0,111417@schule.nrw.de,http://www.michael-ende-schule-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,353493,5646683,,50.953118,6.914108,Grundschule,Öffentlich,Köln,Michael-Ende-Schule Städt. Gem. Grundschule,2213998030.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
