schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Freie Waldorfschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Friedlebenstraße 52,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.1471144,8.6752359,+49 69 953060,,mail@waldorfschule-frankfurt.de,http://www.waldorfschule-frankfurt.de,Private Träger,Freier Träger,,Caroline Meyer auf der Heyde,,825.0,2.0,,,,,,,"Englisch, Französisch","Englisch, Französisch",,,"Englisch, Französisch, Englisch, Französisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Gewaltprävention, Mittagessen",,,,"Förderverein der Freien Waldorfschule Frankfurt e. V,","Der Name Waldorfschule hat seinen Ursprung von „Waldorf-Astoria"". Emil Molt, Inhaber der Waldorf-Astoria-Zigarettenfabik, hatte 1919 die Idee, eine Schule für die Kinder „seiner"" Arbeiter einzurichten. Er beauftragte Rudolf Steiner mit der Gründung dieser Schule. Im Zentrum der Bemühungen Steiners stand eine ganzheitliche Pädagogik, eine Pädagogik, durch die Leib, Seele und Geist gleichermaßen gefördert werden sollten.",,,Vorklasse,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/freie-waldorfschule,freie-waldorfschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Hügelstraße,600.0,50.1479201,8.6669081,,Fritz-Tarnow-Straße,670.0,50.1427704,8.6687232,,Marbachweg/Sozialzentrum,857.0,50.1421988,8.6844969,,Schwabstraße,574.0,50.1446265,8.682291,,Alkmenestraße,1821.0,50.1516538,8.6997969,,Friedberger Warte,1847.0,50.1398083,8.6985174,,Reinhardstraße,279.0,50.1493122,8.6733344,,Karl-von-Drais-Straße,335.0,50.1498156,8.6773086,,Engelthaler Straße,501.0,50.1493784,8.6813163,,10,68,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Freiherr-vom-Stein-Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Schweizer Straße 87,60594,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0996,8.68418,+49 69 212 33841,+49 69 212 31895,poststelle.freiherr-vom-stein-schule@stadt-frankfurt.de,http://www.freiherr-vom-stein.de,Stadt Frankfurt am Main,,,Procolino Antacido,Birgit Fichtlscherer,978.0,24.0,08:00 bis 13:15 Uhr,,"MINT-freundliche Schule, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Informatik, Schwerpunkt deutsch-italienischer Unterricht, Schwerpunkt Sprachen, Schule ohne Rassismus – Schule mit Courage, Förderung der Deutschkenntnisse, Hilfen zur Berufsorientierung",,,,,Englisch,"Französisch, Italienisch, Latein","Französisch, Latein, Spanisch, Bilingual, Italienisch, Deutsch, Erläuterung des Sprachangebots","Englisch, Französisch, Italienisch, Latein, Französisch, Latein, Spanisch, Bilingual, Italienisch, Deutsch, Erläuterung des Sprachangebots",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf",,,Vereinigung von Freunden und Förderern der Freiherr-vom-Stein-Schule Frankfurt am Main e.V.,Schulzeitung,"Karl Freiherr vom und zum Stein (1757 - 1831) Preußischer Politiker, Begründer der kommunalen Selbstverwaltung",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/freiherr-vom-stein-schule,freiherr-vom-stein-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt (Main) Süd,154.0,50.099356,8.6863016,,Südbahnhof,185.0,50.0992156,8.686705,,Schweizer Platz,314.0,50.1016084,8.6810861,,Südbahnhof,99.0,50.09985,8.6855118,,Südbahnhof/Schweizer Straße,160.0,50.0982204,8.68355,,Schwanthalerstraße,233.0,50.1008256,8.6815344,,Südbahnhof,26.0,50.0994891,8.6844965,,Südbahnhof/Schweizer Straße,154.0,50.0982573,8.6836631,,Schwanthalerstraße,230.0,50.1008441,8.6816078,,65,171,"14, 18, N16",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Friedrich-Dessauer-Gymnasium,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,Michael-Stumpf-Straße 2,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1047,8.54299,+49 69 212 45607,+49 69 212 45793,poststelle.friedrich-dessauer-gymnasium@stadt-frankfurt.de,http://www.fdg-frankfurt.de,Stadt Frankfurt am Main,,,Frau Hohmeister,Herr Krumm,750.0,11.0,07:55 bis 16:15 Uhr,,"Angebote für neu aufgenommene Schüler, Förderung besonderer Begabung, Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft",,,Deutsch,,"Englisch, Französisch","Französisch, Latein, Spanisch","Latein, Spanisch","Englisch, Französisch, Französisch, Latein, Spanisch, Latein, Spanisch",,,"AGs am Nachmittag, Kooperationspartner, Mittagessen, Pausenverkauf",,,Förderverein Friedrich-Dessauer-Gym. e.V. Ansprechpartner/in:,Von der Stadtbücherei aufgebaut und organisiert.,Friedrich Dessauer (1881-1963) Physiker,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/friedrich-dessauer-gymnasium,friedrich-dessauer-gymnasium,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,227.0,50.1027438,8.5420871,,Unterliederbach,1129.0,50.1079758,8.5279993,,Frankfurt-Höchst Farbwerke,1246.0,50.098506,8.5284327,,Zuckschwerdtstraße,707.0,50.103061,8.5525659,,Bolongaropalast,776.0,50.1017019,8.5528179,,Tillystraße,1282.0,50.1014862,8.5602552,,Höchst Bahnhof Nordseite,66.0,50.1046943,8.542066,,Gerlachstraße,129.0,50.1051408,8.5446594,,Klinikum Höchst,293.0,50.1072909,8.5422128,,27,95,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Fürstenbergerschule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Fürstenbergerstraße 152,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1241,8.67105,+49 69 212 35145,+49 69 212 31088,poststelle.fuerstenbergerschule@stadt-frankfurt.de,http://www.fuerstenbergerschule.de,Stadt Frankfurt am Main,,,Frau Dr. Pfeifer,Julia Lämmer-Dömges,410.0,15.0,07:55 bis 13:05 Uhr,,"Angebote für neu aufgenommene Schüler, Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Sprachen",,,,,Englisch,Französisch,,"Englisch, Französisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,Förderverein der Fürstenbergerschule e.V.,Von der Stadtbücherei aufgebaut und organisiert.,Benannt nach dem Patriziergeschlecht der Fürstenberger,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/fuerstenbergerschule,fuerstenbergerschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Holzhausenstraße,330.0,50.1265229,8.6737247,,"U-Bahn (50.1219,8.6756)",403.0,50.121929,8.6755721,,Grüneburgweg,412.0,50.1219063,8.6757021,,Hessendenkmal,1420.0,50.1186272,8.6890393,,Friedberger Platz,1471.0,50.1229292,8.6915958,,Bockenheimer Warte,1492.0,50.1208587,8.6507444,,Bremer Platz,36.0,50.1244008,8.671246,,Lessing-Gymnasium,169.0,50.1249173,8.6730476,,Uni Campus Westend,191.0,50.1240754,8.668373,,50,139,"36, M36, N7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Georg-August-Zinn-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Am Mühlgewann 1,65933,Frankfurt am Main,Frankfurt am Main,Hessen,Griesheim,50.1143,8.64658,+49 69 212 36100,+49 69 212 40256,poststelle.georg-august-zinn-schule@stadt-frankfurt.de,http://www.georg-august-zinn-schule.de,Stadt Frankfurt am Main,,,Dennis Kroeschell,Izabela Milenkovic,580.0,25.0,08:15 bis 16:00 Uhr,,"Hilfen zur Berufsorientierung, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,"Französisch, Italienisch, Herkunftssprachlicher Unterricht, Portugiesisch",,"Englisch, Französisch, Italienisch, Herkunftssprachlicher Unterricht, Portugiesisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"Förderverein der Georg-August-Zinn-Schule, Ansprechpartner/in: Frau G. Faust, Herr J. Engel",Schülerzeitung,Georg August Zinn (1901 - 1976) Langjähriger Ministerpräsident des Landes Hessen (1950 - 1969),,,"""NaSchu-Schule""",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/georg-august-zinn-schule,georg-august-zinn-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt am Main Messe,343.0,50.1119428,8.6434702,,Messe,585.0,50.111975,8.6539416,,Schumannstraße,623.0,50.1128221,8.6550082,,Varrentrappstraße,125.0,50.1153189,8.6473106,,Ludwig-Erhard-Anlage,256.0,50.1140988,8.6501592,,Nauheimer Straße,344.0,50.116871,8.6439062,,Ludwig-Erhard-Anlage,200.0,50.1137856,8.649267,,Varrentrappstraße,212.0,50.1161988,8.6464034,,Emser Straße,231.0,50.1142449,8.6433469,,18,140,"32, 36, 73, M36, N7",60.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Georg-Büchner-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",1-10,Pfingstbrunnenstraße 15-17,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1161,8.63769,+49 69 212 34130,+49 69 212 39006,poststelle.georg-buechner-schule@stadt-frankfurt.de,http://www.gbs-ffm.de,Stadt Frankfurt am Main,,,Hilde Zeyen,N.N.,1114.0,50.0,siehe Erläuterung der Unterrichtszeit,,"Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Kunst, Schwerpunkt Musik",Schwerpunkte,,,Englisch,Englisch,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Türkisch, Bilingual, Spanisch",,"Englisch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Türkisch, Bilingual, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs, Angebote zur beruflichen Orientierung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,"SchülerPressePreise für den Blog ‚gbs-weekly‘ (2019, 2020, 2021), Frankfurter Nachhaltigkeitspreis (2021), Frankfurter Schulpreis 2022 ( 3. Pl.)",Verein der Freunde und Förderer der Georg-Büchner-Schule Frankfurt e.V. Ansprechpartner/in: Jürgen Hundertmark (1. Vorsitzender),,"Georg Büchner (1813-1837) Schriftsteller, Sozialkritiker, Wissenschaftler Hauptwerke: Hessischer Landbote, Dantons Tod, Lenz, Leonce und Lena, Woyzeck",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/georg-buechner-schule,georg-buechner-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt (Main) West,378.0,50.1194076,8.638936,,Frankfurt am Main Messe,619.0,50.1119428,8.6434702,,Kurfürstenstraße,916.0,50.1228816,8.6449723,,Kuhwaldstraße,224.0,50.116895,8.6405756,,Nauheimer Straße,448.0,50.1168593,8.6438539,,An der Dammheide,491.0,50.1172466,8.6310353,,Philipp-Reis-Straße,168.0,50.1149056,8.6362497,,Westbahnhof,378.0,50.1190092,8.640436,,Emser Straße,379.0,50.1140481,8.6419399,,23,90,"32, 36, 73",60.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Geschwister-Scholl-Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Hadrianstraße 18,60439,Frankfurt am Main,Frankfurt am Main,Hessen,Heddernheim,50.1526,8.6377,+49 69 212 38753,+49 69 212 40337,poststelle.geschwister-scholl-schule@stadt-frankfurt.de,http://www.gss-ffm.de,Stadt Frankfurt am Main,,,Martina Ott,Arthur Rostek,528.0,21.0,07:55 bis 15:30 Uhr,,Schulgarten / Schulhofgestaltung,,,Deutsch,,Englisch,"Französisch, Weitere Sprachangebote, Französisch",,"Englisch, Französisch, Weitere Sprachangebote, Französisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Pausenverkauf",,,,Von der Stadtbücherei aufgebaut und organisiert.,"Sophie und Hans Scholl (1921-1943) (1918-1943) Widerstandskämpfer im Dritten Reich, von den Nationalsozialisten hingerichtet",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/geschwister-scholl-schule,geschwister-scholl-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Römerstadt,24.0,50.1524055,8.6378596,,Nordwestzentrum,633.0,50.1579488,8.6346656,,Ginnheim/Niddapark,1012.0,50.1439425,8.6420609,,Ginnheim Mitte,1518.0,50.1402029,8.6466334,,Markus-Krankenhaus,1865.0,50.1366388,8.6457564,,Frauenfriedenskirche,2717.0,50.1288186,8.646436,,Römerstadt,147.0,50.1539136,8.6375361,,Hadrianstraße,286.0,50.1532047,8.6337925,,Ernst-Kahn-Straße,339.0,50.1546424,8.6341666,,19,39,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Goethe-Gymnasium,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Friedrich-Ebert-Anlage 22,60325,Frankfurt am Main,Frankfurt am Main,Hessen,Westend,50.1114,8.65527,+49 69 212 33525,+49 69 212 30717,poststelle.goethe-gymnasium@stadt-frankfurt.de,http://www.gg-ffm.de/,Stadt Frankfurt am Main,,,Dr. Ute Utech,Dr. Dennis Nowak,1280.0,30.0,Beginn: 8:00 Uhr,,"Schwerpunkt Musik, Schwerpunkt Sprachen",,,Deutsch,,Englisch,"Latein, Französisch","Japanisch, Latein, Russisch, Bilingual, Englisch","Englisch, Latein, Französisch, Japanisch, Latein, Russisch, Bilingual, Englisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Förderung besonderer Begabung, Ganztagsangebote, Kooperationspartner, Mittagessen, Pausenverkauf",,,"Verein der Freunde und Förderer des Goethe-Gymnasiums in Frankfurt am Main, Ansprechpartner/in: Volkmar Peter Strohm (Vors.)",Schülerzeitung,"Johann Wolfgang von Goethe (1749 -1832), Frankfurts und Deutschlands berühmtester Dichter.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/goethe-gymnasium,goethe-gymnasium,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,"U-Bahn (50.1116,8.6551)",25.0,50.1115725,8.6550548,,Festhalle/Messe,51.0,50.1117666,8.6556884,,Friedrich-Ebert-Anlage,89.0,50.112173,8.6549356,,Festhalle/Messe,103.0,50.1121827,8.654498,,Hohenstaufenstraße,166.0,50.1109059,8.6574625,,Güterplatz,420.0,50.1076532,8.6560304,,Festhalle/Messe,112.0,50.1121208,8.6541749,,Platz der Einheit,147.0,50.1107635,8.6534607,,Hohenstaufenstraße,194.0,50.1109361,8.6578921,,50,210,"64, M36, N7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Griechische Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Linkstraße 25,65933,Frankfurt am Main,Frankfurt am Main,Hessen,Griesheim,50.0920984,8.6082962,+49 69 38010241,+49 69 38010242,griechische-schule-frankfurt@t-online.de,,Private Träger,Freier Träger,,Herr Kappos,,190.0,12.0,08:00 - 14:00,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Griechisch,,Deutsch,Englisch,,"Deutsch, Englisch",,,,,,,,,,,Staatlich anerkannte Ergänzungsschule,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/griechische-schule,griechische-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Griesheim,313.0,50.094362,8.6056814,,Frankfurt-Niederrad,2419.0,50.0807744,8.6372448,,Nied,2866.0,50.1023216,8.5714188,,Waldschulstraße,949.0,50.1002386,8.6043118,,Mönchhofstraße,1161.0,50.1005288,8.6178891,,Linnegraben,1220.0,50.1001906,8.5967462,,Alte Falterstraße,131.0,50.0911665,8.6071681,,Griesheim Bahnhof,202.0,50.093771,8.6071988,,Jungmannstraße,239.0,50.0909618,8.6054458,,25,66,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Gymnasium Nord (Westhausen),Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Muckermannstraße 1,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Praunheim,50.1393,8.6099,+49 69 212 75399,,poststelle.gymnasium-nord@stadt-frankfurt.de,http://www.gymnasium-nord.de/,Stadt Frankfurt am Main,,,N.N.,Stefan Trautmann,1317.0,,08:30 bis 17:35 Uhr,,"Schwerpunkt Musik, Schwerpunkt Sprachen, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,"Französisch, Latein, Spanisch, Bilingual, Englisch",,"Englisch, Französisch, Latein, Spanisch, Bilingual, Englisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Förderung besonderer Begabung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen",,,,Von der Stadtbücherei aufgebaut und organisiert.,,,,Das Gymnasium Nord wurde zum Schuljahr 2016/2017 gegründet und befindet sich im jahrgangsweisen Aufbau. Im Schuljahr 2023/2024 werden Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 12 unterrichtet.,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-nord-westhausen,gymnasium-nord-westhausen,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Friedhof Westhausen,205.0,50.1388388,8.6126856,,Heerstraße,475.0,50.1434561,8.6083618,,Stephan-Heise-Straße,494.0,50.136283,8.6149963,,Markus-Krankenhaus,2573.0,50.1366388,8.6457564,,Ginnheim Mitte,2618.0,50.1401805,8.6466127,,Frauenfriedenskirche,2853.0,50.1288186,8.646436,,Gymnasium Westhausen,147.0,50.140616,8.6097059,,Friedhof Westhausen,158.0,50.1397583,8.6120024,,Heerstraße,379.0,50.1426777,8.6092344,,15,36,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Gymnasium Riedberg,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Friedrich-Dessauer-Straße 2,60438,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.177,8.63504,+49 69 212 44001,+49 69 212 44755,poststelle.gymnasium-riedberg@stadt-frankfurt.de,http://www.gymnasium-riedberg.de,Stadt Frankfurt am Main,,,Helmut Kühnberger,Thomas Kluge,1214.0,33.0,08:00 - 16:00 Uhr,,"Internationale Ausrichtung, Schwerpunkt Naturwissenschaften",,,,,Englisch,"Französisch, Latein, Spanisch","Chinesisch, Französisch, Latein, Weitere Sprachangebote, Spanisch","Englisch, Französisch, Latein, Spanisch, Chinesisch, Französisch, Latein, Weitere Sprachangebote, Spanisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Ganztagsangebote, Mittagessen",,,"Förderverein des Gymnasiums Riedberg Frankfurt am Main, Ansprechpartner/in: Frau Martina Weiss",Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-riedberg,gymnasium-riedberg,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Riedberg,298.0,50.1796692,8.6353987,,Uni-Campus Riedberg,512.0,50.1754415,8.6282801,,Riedwiese/Mertonviertel,810.0,50.1716665,8.642793,,Ginnheim Mitte,4174.0,50.1402029,8.6466334,,Markus-Krankenhaus,4552.0,50.1366388,8.6457564,,Schwabstraße,4928.0,50.1446265,8.682291,,Riedberg,204.0,50.1786934,8.6339424,,Käthe-Kruse-Straße,233.0,50.178232,8.6376918,,Max-Planck-Institut/FIZ,258.0,50.1754046,8.6324006,,25,49,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Gymnasium Römerhof,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Am Römerhof 13c,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1075,8.6086,+49 69 212 70638,,poststelle.gymnasium-roemerhof@stadt-frankfurt.de,http://www.gymnasium-roemerhof.de,Stadt Frankfurt am Main,,,Judith Prager,,794.0,,,,,,,,,"Englisch, Spanisch","Spanisch, Französisch, Latein",,"Englisch, Spanisch, Spanisch, Französisch, Latein",,Schule mit Ganztagsangeboten - Profil 2,,,,,,"Benannt nach dem Römerhof, einem historischen Gutshof",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/gymnasium-roemerhof,gymnasium-roemerhof,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Griesheim,1476.0,50.094362,8.6056814,,Frankfurt-Rödelheim,1926.0,50.1247899,8.6070103,,Frankfurt am Main Messe,2535.0,50.1119428,8.6434702,,Waldschulstraße,863.0,50.1002386,8.6043118,,Mönchhofstraße,1020.0,50.1005288,8.6178891,,Rebstockbad,1023.0,50.1137127,8.6191804,,Gymnasium Römerhof,98.0,50.1067171,8.609232,,Sportanlage Rebstock,306.0,50.1089667,8.6049772,,Lindenhag,545.0,50.1063348,8.6011834,,8,60,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
