Schul-nummer,Landkreis,Gemeinde,rechtsform,gesamtschultyp,schulname,plz,ort,strasse,Telefon- vorwahl,Telefon-nummer,Kennung Internat,Vorklassen,Grundschulen,davon an_Eingangsstufe,Grundschule (inkl. GFLX),Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,gesamtschultyp.1,Gymnasien,davon an_Gymnasien (Mittelstufe),Gymnasien (Oberstufe),Förderschulen,Förderschule mit Förderschwerpunkt_Sehen,emotionale und soziale Entwicklung,Hören,körperliche und motorische Entwicklung,Kranke,Lernen,Sprachheil-förderung,geistige Entwicklung,Realschul-klassen,Nichtdeutscher Herkunfts- sprache,Schulen für Erwachsene,davon an_Abend-hauptschule,Abend-realschule,Abend-gymnasium,Kolleg,Schülerinnen und Schüler insgesamt mit Vorklassen,Schülerinnen und Schüler insgesamt ohne Vorklassen,fax,email,traegerschaft,schueler_gesamt,ndh_count,school_type,stadt,bundesland,data_source,data_retrieved,latitude,longitude,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source
3169,412,0,1,,Fried-Lübbecke-Schule,60433,Frankfurt am Main,Im Uhrig 17,69,21238754,,,171,,171,,,,,,,,,,,,,,,,,,,,,,,,,171,171,21238338,poststelle@fried-luebbecke-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,171,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1638,8.65505,5,1.7,0,1,4,3,0,4,66,"2024,2023,2022",Unfallatlas
3170,412,0,1,,Frauenhofschule,60528,Frankfurt am Main,Niederräder Landstraße 60 - 62,69,21233059,,,378,,378,,,,,,,,,,,,,,,,,,,16.0,,,,,,394,394,21232711,poststelle@frauenhofschule.frankfurt.schulverwaltung.hessen.de,Öffentlich,394,16.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.0889,8.65106,22,7.3,0,3,19,5,7,12,53,"2024,2023,2022",Unfallatlas
3171,412,0,1,,Freiligrathschule,60386,Frankfurt am Main,Fachfeldstraße 32,69,21248888,,13.0,452,,452,,,,,,,,,,,,,,,,,,,14.0,,,,,,479,466,21249111,poststelle@freiligrathschule.frankfurt.schulverwaltung.hessen.de,Öffentlich,466,14.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1202,8.76825,26,8.7,0,4,22,5,10,9,116,"2024,2023,2022",Unfallatlas
3172,412,0,1,,Fridtjof-Nansen-Schule,65934,Frankfurt am Main,Dürkheimer Straße 47,69,21245504,,,217,,217,,,,,,,,,,,,,,,,,,,14.0,,,,,,231,231,21242905,poststelle@fridtjof-nansen-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,231,14.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.0983,8.57706,23,7.7,1,8,14,6,6,9,160,"2024,2023,2022",Unfallatlas
3173,412,0,1,,Comeniusschule,60389,Frankfurt am Main,Burgstraße 59,69,21233484,,13.0,313,,313,,,,,,,,,,,,,,,,,,,57.0,,,,,,383,370,21236612,poststelle@comeniusschule.frankfurt.schulverwaltung.hessen.de,Öffentlich,370,57.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1239,8.6962,149,49.7,0,24,125,73,19,70,131,"2024,2023,2022",Unfallatlas
3174,412,0,1,,Uhlandschule,60314,Frankfurt am Main,Ostendstraße 35,69,21233530,,12.0,301,,301,,,,,,,,,,,,,,,,,,,,,,,,,313,301,21231652,poststelle@uhlandschule.frankfurt.schulverwaltung.hessen.de,Öffentlich,301,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.112,8.69845,93,31.0,0,17,76,39,13,51,67,"2024,2023,2022",Unfallatlas
3654,412,0,1,,Grundschule Harheim,60437,Frankfurt am Main,In den Schafgärten 25,69,21244430,,16.0,277,,277,,,,,,,,,,,,,,,,,,,,,,,,,293,277,21244432,poststelle@grundschule-harheim.frankfurt.schulverwaltung.hessen.de,Öffentlich,277,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1856,8.69256,3,1.0,0,0,3,1,1,0,29,"2024,2023,2022",Unfallatlas
3666,412,0,1,,Schule am Erlenbach,60437,Frankfurt am Main,Im Feldchen 26,69,21244999,,,196,,196,,,,,,,,,,,,,,,,,,,,,,,,,196,196,21245157,poststelle@schule-am-erlenbach.frankfurt.schulverwaltung.hessen.de,Öffentlich,196,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.2054,8.7106,7,2.3,0,0,7,5,2,5,72,"2024,2023,2022",Unfallatlas
3667,412,0,1,,Michael-Grzimek-Schule,60437,Frankfurt am Main,An der Walkmühle 10,69,21245544,,,360,,360,,,,,,,,,,,,,,,,,,,,,,,,,360,360,95000564,poststelle@michael-grzimek-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,360,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.2004,8.67141,11,3.7,0,1,10,6,2,5,213,"2024,2023,2022",Unfallatlas
3822,412,0,1,,Schule am Hang,60388,Frankfurt am Main,Am Bächelchen 23,69,21241257,,,463,,463,,,,,,,,,,,,,,,,,,,,,,,,,463,463,21241259,poststelle@schule-am-hang.frankfurt.schulverwaltung.hessen.de,Öffentlich,463,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1527,8.7565,21,7.0,0,3,18,12,3,10,72,"2024,2023,2022",Unfallatlas
3824,412,0,1,,Schule am Landgraben,60388,Frankfurt am Main,Landgraben 2,69,21275055,,,172,,172,,,,,,,,,,,,,,,,,,,,,,,,,172,172,21241208,poststelle@schule-am-landgraben.frankfurt.schulverwaltung.hessen.de,Öffentlich,172,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1569,8.74946,20,6.7,0,2,18,5,2,11,119,"2024,2023,2022",Unfallatlas
4002,412,0,1,,Grundschule Kalbach,60437,Frankfurt am Main,Kalbacher Hauptstraße 54,69,21244607,,,254,,254,,,,,,,,,,,,,,,,,,,,,,,,,254,254,21244929,poststelle@grundschule-kalbach.frankfurt.schulverwaltung.hessen.de,Öffentlich,254,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1884,8.64165,6,2.0,0,0,6,1,2,4,150,"2024,2023,2022",Unfallatlas
4179,412,0,1,,Henri-Dunant-Schule,65936,Frankfurt am Main,Schaumburger Straße 62,69,21275175,,,321,,321,,,,,,,,,,,,,,,,,,,18.0,,,,,,339,339,21275684,poststelle@henri-dunant-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,339,18.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1189,8.5601,12,4.0,0,1,11,1,6,7,144,"2024,2023,2022",Unfallatlas
4208,412,0,1,,Martin-Buber-Schule,60598,Frankfurt am Main,Sachsenhäuser Landwehrweg 301,69,21245486,,,256,,256,,,,,,,,,,,,,,,,,,,,,,,,,256,256,21245480,poststelle@martin-buber-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,256,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.0857,8.68108,1,0.3,0,0,1,1,0,1,450,"2024,2023,2022",Unfallatlas
4262,412,0,2,,Margarete-Steiff-Schule,60431,Frankfurt am Main,Platenstraße 75,69,47884680,,,173,,173,,,,,,,,,,,,,,,,,,,,,,,,,173,173,5870236,info@m‑steiff-schule.de,Privat,173,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1609,8.62134,18,6.0,0,4,14,10,3,8,96,"2024,2023,2022",Unfallatlas
4293,412,0,2,,International Bilingual Montessori School,60325,Frankfurt am Main,Senckenberganlage 20 - 22,69,745646,,,139,53.0,86,,,,,,,,,,,,,,,,,,,,,,,,,139,139,745632,office@ibms-frankfurt.com,Privat,139,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.115,8.65987,114,38.0,0,13,101,63,11,73,26,"2024,2023,2022",Unfallatlas
4301,412,0,1,,Astrid-Lindgren-Schule,60431,Frankfurt am Main,Platenstraße 75,69,21245662,,16.0,322,,322,,,,,,,,,,,,,,,,,,,13.0,,,,,,351,335,21245660,poststelle@astrid-lindgren-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,335,13.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1378,8.6624,41,13.7,0,3,38,17,8,26,50,"2024,2023,2022",Unfallatlas
4325,412,0,2,2.0,Aktive Schule Frankfurt,60433,Frankfurt am Main,Wacholderweg 5,69,54000984,,,36,,36,,,,,42.0,,,,,,,,,,,,,,,,,,,,78,78,54000985,aktive-schule-frankfurt@t-online.de,Privat,78,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1651,8.67902,31,10.3,0,6,25,9,4,19,123,"2024,2023,2022",Unfallatlas
4380,412,0,1,,Grundschule Riedberg,60438,Frankfurt am Main,Zur Kalbacher Höhe 15,69,21273300,,,394,,394,,,,,,,,,,,,,,,,,,,,,,,,,394,394,21273330,poststelle@grundschule-riedberg.frankfurt.schulverwaltung.hessen.de,Öffentlich,394,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1778779,8.6380448,19,6.3,0,1,18,5,2,13,77,"2024,2023,2022",Unfallatlas
4381,412,0,2,,Erasmus Frankfurter Stadtschule,60314,Frankfurt am Main,Sonnemannstraße 9 - 11,69,90743640,,,354,,354,,,,,,,,,,,,,,,,,,,,,,,,,354,354,907436412,info@erasmus-schule.eu,Privat,354,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1100273,8.6973096,93,31.0,0,17,76,40,8,49,69,"2024,2023,2022",Unfallatlas
4382,412,0,2,2.0,Metropolitan School Frankfurt,60489,Frankfurt am Main,Eschborner Landstraße 134-138,69,96864050,,,232,,232,,,,,276.0,,,,,,,,,,,,,,,,,,,,508,508,968640520,ferres@m-school.de,Privat,508,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1295,8.59543,25,8.3,0,3,22,6,1,20,61,"2024,2023,2022",Unfallatlas
4384,412,0,1,,Liesel-Oestreicher-Schule,60435,Frankfurt am Main,Boskoopstraße 6,69,21273475,,,345,,345,,,,,,,,,,,,,,,,,,,,,,,,,345,345,21273500,poststelle.liesel-oestreicher-schule@stadt-frankfurt.de,Öffentlich,345,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1571,8.69986,12,4.0,0,1,11,2,3,8,105,"2024,2023,2022",Unfallatlas
4392,412,0,2,,Main Schule,60313,Frankfurt am Main,Stiftstraße 30,69,57801643,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,33,33,95454575,info@main-schule.de,Privat,33,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1164933,8.6812911,200,66.7,1,17,182,89,56,82,37,"2024,2023,2022",Unfallatlas
4393,412,0,2,2.0,IKS - Interkulturelle Schule Rhein-Main,60433,Frankfurt am Main,Kaiserkronenweg 1,69,27997180,,,71,,71,,,,,130.0,,,,,,,,,,,,,,,,,,,,201,201,27997182,info@iks-rhein-main.de,Privat,201,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1094,8.66743,267,89.0,0,41,226,102,71,119,15,"2024,2023,2022",Unfallatlas
4394,412,0,2,,Alexander-Puschkin-Schule,60596,Frankfurt am Main,Stresemannallee 30,69,68097839,,,108,,108,,,,,,,,,,,,,,,,,,,,,,,,,108,108,68097838,info@alexander-puschkin-schule.org,Privat,108,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.0960202,8.670427,63,21.0,0,4,59,19,6,29,30,"2024,2023,2022",Unfallatlas
4395,412,0,1,,Valentin-Senger-Schule,60389,Frankfurt am Main,Valentin-Senger-Straße 9,69,21233095,,,277,,277,,,,,,,,,,,,,,,,,,,,,,,,,277,277,21234724,poststelle@valentin-senger.Frankfurt.schulverwaltung.hessen.de,Öffentlich,277,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1398952,8.7005427,73,24.3,0,8,65,22,5,40,128,"2024,2023,2022",Unfallatlas
4396,412,0,1,,Marie-Curie-Schule,60438,Frankfurt am Main,Gr.-v.-Stauffenberg-Allee 55,69,21277303,,,438,,438,,,,,,,,,,,,,,,,,,,,,,,,,438,438,21277345,poststelle@marie-curie.frankfurt.schulverwaltung.hessen.de,Öffentlich,438,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1818,8.62449,9,3.0,0,3,6,3,1,5,21,"2024,2023,2022",Unfallatlas
4398,412,0,1,,Viktoria-Luise-Schule,60486,Frankfurt am Main,Leonardo-da-Vinci-Allee 11,69,21277306,,,357,,357,,,,,,,,,,,,,,,,,,,15.0,,,,,,372,372,21277317,poststelle.viktoria-luise-schule@stadt-frankfurt.de,Öffentlich,372,15.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1130506,8.6250304,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas
4402,412,0,1,,Grundschule Europaviertel,60326,Frankfurt am Main,Stephensonstraße 2,69,21270935,,,331,,331,,,,,,,,,,,,,,,,,,,13.0,,,,,,344,344,21234389,poststelle@g.europaviertel.frankfurt.schulverwaltung.hessen.de,Öffentlich,344,13.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1072615,8.6406666,48,16.0,0,1,47,14,9,23,110,"2024,2023,2022",Unfallatlas
4404,412,0,2,,Grundschule Fintosch,60325,Frankfurt am Main,Schumannstraße 4 - 6,69,77076911,,,58,14.0,44,,,,,,,,,,,,,,,,,,,,,,,,,58,58,77076912,info@fintosch.com,Privat,58,,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1133881,8.6550581,96,32.0,0,5,91,33,10,54,59,"2024,2023,2022",Unfallatlas
4412,412,0,1,,Judith-Kerr-Schule,60438,Frankfurt am Main,Carl-Hermann-Rudloff-Allee 11,69,21245432,,,171,,171,,,,,,,,,,,,,,,,,,,14.0,,,,,,185,185,21245415,poststelle@judith-kerr-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,185,14.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1757883,8.6164185,21,7.0,0,4,17,1,1,13,51,"2024,2023,2022",Unfallatlas
6002,412,0,1,2.0,Georg-Büchner-Schule,60486,Frankfurt am Main,Pfingstbrunnenstraße 15 - 17,69,21234130,,,238,,238,,,,,837.0,,,,,,,,,,,,,,49.0,,,,,,1124,1124,21239006,poststelle@georg-buechner-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,1124,49.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1161,8.63769,38,12.7,0,9,29,15,8,15,69,"2024,2023,2022",Unfallatlas
6090,412,0,1,2.0,IGS Eschersheim,60433,Frankfurt am Main,Zehnmorgenstraße 20,69,21238751,,,136,,136,,,,,386.0,,,,,,,,,,,,,,54.0,,,,,,576,576,21232343,poststelle@igs-eschersheim.frankfurt.schulverwaltung.hessen.de,Öffentlich,576,54.0,Grundschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1605,8.65958,21,7.0,1,4,16,11,2,16,61,"2024,2023,2022",Unfallatlas
