Schul-nummer,Landkreis,Gemeinde,rechtsform,gesamtschultyp,schulname,plz,ort,strasse,Telefon- vorwahl,Telefon-nummer,Kennung Internat,Vorklassen,Grundschulen,davon an_Eingangsstufe,Grundschule (inkl. GFLX),Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,gesamtschultyp.1,Gymnasien,davon an_Gymnasien (Mittelstufe),Gymnasien (Oberstufe),Förderschulen,Förderschule mit Förderschwerpunkt_Sehen,emotionale und soziale Entwicklung,Hören,körperliche und motorische Entwicklung,Kranke,Lernen,Sprachheil-förderung,geistige Entwicklung,Realschul-klassen,Nichtdeutscher Herkunfts- sprache,Schulen für Erwachsene,davon an_Abend-hauptschule,Abend-realschule,Abend-gymnasium,Kolleg,Schülerinnen und Schüler insgesamt mit Vorklassen,Schülerinnen und Schüler insgesamt ohne Vorklassen,fax,email,traegerschaft,schueler_gesamt,ndh_count,school_type,stadt,bundesland,data_source,data_retrieved,latitude,longitude,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source
5115,412,0,1,,Musterschule,60318,Frankfurt am Main,Oberweg 5-9,69,21235267,,,,,,,,,,,962.0,695.0,267.0,,,,,,,,,,,,,,,,,962,962,21240541,poststelle@musterschule.frankfurt.schulverwaltung.hessen.de,Öffentlich,962,,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1219,8.68522,133,44.3,0,18,115,66,12,59,57,"2024,2023,2022",Unfallatlas
5116,412,0,1,,Goethe-Gymnasium,60325,Frankfurt am Main,Friedrich-Ebert-Anlage 22,69,21233525,,,,,,,,,,,1234.0,865.0,369.0,,,,,,,,,,,,,,,,,1234,1234,21230717,poststelle@goethegymnasium.frankfurt.schulverwaltung.hessen.de,Öffentlich,1234,,Gymnasium,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1114,8.65527,149,49.7,0,12,137,45,19,77,29,"2024,2023,2022",Unfallatlas
5117,412,0,2,,Anna-Schmidt-Schule,60322,Frankfurt am Main,Gärtnerweg 29,69,9550050,,,373.0,,373.0,,,,,,1173.0,808.0,365.0,,,,,,,,,,,,,,,,,1546,1546,5962111,info@anna-schmidt-schule.de,Privat,1546,,Gesamtschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1187,8.67493,161,53.7,1,19,141,68,29,101,51,"2024,2023,2022",Unfallatlas
5118,412,0,2,,Freie Waldorfschule Frankfurt,60433,Frankfurt am Main,Friedlebenstraße 52,69,953060,,19.0,230.0,,230.0,,,,,,553.0,403.0,150.0,,,,,,,,,,,,,,,,,802,783,95294225,mail@waldorfschule-frankfurt.de,Privat,783,,Gesamtschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1477,8.67464,29,9.7,0,5,24,5,2,20,216,"2024,2023,2022",Unfallatlas
5119,412,0,2,,Private Kant-Schule,60322,Frankfurt am Main,Hammanstraße 9,69,9551290,,,145.0,,145.0,,,,,,97.0,82.0,15.0,,,,,,,,,,,,,,,,,242,242,95512920,info@kant-schule.de,Privat,242,,Gesamtschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1249,8.67698,69,23.0,0,10,59,36,9,35,37,"2024,2023,2022",Unfallatlas
5213,412,0,1,,Max-Beckmann-Schule,60487,Frankfurt am Main,Sophienstraße 70,69,21236964,,,,,,,,,,,552.0,,552.0,,,,,,,,,,,,,,,,,552,552,21239724,poststelle@max-beckmann-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,552,,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.121,8.65306,82,27.3,1,9,72,39,19,47,62,"2024,2023,2022",Unfallatlas
5218,412,0,1,,Friedrich-Dessauer-Gymnasium,65929,Frankfurt am Main,Michael-Stumpf-Straße 2,69,21245607,,,,,,,,,,,714.0,,714.0,,,,,,,,,,,,,,,,,714,714,21245793,poststelle@friedrich-dessauer-gymnasium.frankfurt.schulverwaltung.hessen.de,Öffentlich,714,,Gymnasium,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1047,8.54299,93,31.0,0,7,86,22,18,52,131,"2024,2023,2022",Unfallatlas
5502,412,0,1,,Abendgymnasium Frankfurt am Main,60314,Frankfurt am Main,Martin-Elsäßer-Weg 6,69,21240090,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,117.0,,117,117,21239929,poststelle@abendgymnasium.frankfurt.schulverwaltung.hessen.de,Öffentlich,117,,Gymnasium,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1257,8.67557,58,19.3,1,9,48,28,6,26,109,"2024,2023,2022",Unfallatlas
5507,412,0,1,,Hessenkolleg Frankfurt,60486,Frankfurt am Main,Biegweg 41,69,703090,%,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,98.0,98,98,70767020,poststelle@ko.frankfurt.schulverwaltung.hessen.de,Öffentlich,98,,Gymnasium,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1182985,8.6195322,27,9.0,1,3,23,7,4,13,66,"2024,2023,2022",Unfallatlas
5512,412,0,1,,Abendhaupt- u. Abendrealschule Frankfurt,60314,Frankfurt am Main,Hanauer Landstraße 26,69,21230413,,,,,,,,,,,,,,,,,,,,,,,,,361.0,70.0,291.0,,,361,361,21240546,poststelle@abendhaupt-und-abendrealschule.frankfurt.schulverwaltung.hessen.de,Öffentlich,361,,Realschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1119637,8.6981928,94,31.3,0,17,77,39,13,52,69,"2024,2023,2022",Unfallatlas
6001,412,0,1,,Ernst-Reuter-Schule I,60439,Frankfurt am Main,Hammarskjöldring 17 A,69,21232000,,,,,,,,,,,478.0,,478.0,,,,,,,,,,,,,,,,,478,478,21232001,poststelle@ernst-reuter-schule1.frankfurt.schulverwaltung.hessen.de,Öffentlich,478,,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1626,8.629,24,8.0,0,2,22,5,1,13,54,"2024,2023,2022",Unfallatlas
6055,412,0,1,1.0,Schule am Ried,60388,Frankfurt am Main,Barbarossastraße 65,69,21241256,,,,,,,87.0,,457.0,,859.0,619.0,240.0,,,,,,,,,,,26.0,,,,,,1429,1429,21247538,poststelle@schule-am-ried.frankfurt.schulverwaltung.hessen.de,Öffentlich,1429,26.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1473,8.76252,12,4.0,0,0,12,5,2,6,132,"2024,2023,2022",Unfallatlas
6059,412,0,1,2.0,Ernst-Reuter-Schule II,60439,Frankfurt am Main,Hammarskjöldring 17 a,69,21235531,,,,,,,,,,1153.0,,,,,,,,,,,,,,30.0,,,,,,1183,1183,21232083,poststelle@ernst-reuter-schule2.frankfurt.schulverwaltung.hessen.de,Öffentlich,1183,30.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1626,8.629,24,8.0,0,2,22,5,1,13,54,"2024,2023,2022",Unfallatlas
6091,412,0,1,1.0,Otto-Hahn-Schule,60437,Frankfurt am Main,Urseler Weg 27,69,21244200,,,,,,172.0,121.0,,254.0,,833.0,536.0,297.0,,,,,,,,,,,24.0,,,,,,1404,1404,21244222,poststelle@otto-hahn-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,1404,24.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.2019,8.66776,9,3.0,0,0,9,5,2,5,31,"2024,2023,2022",Unfallatlas
6097,412,0,1,2.0,Friedrich-Ebert-Schule,60389,Frankfurt am Main,Arolser Straße 11,69,21247390,,,,,,,,,,501.0,,,,,,,,,,,,,,12.0,,,,,,513,513,21247711,poststelle@friedrich-ebert-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,513,12.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1412257,8.7162032,18,6.0,0,1,17,2,0,13,85,"2024,2023,2022",Unfallatlas
6107,412,0,1,2.0,Carl-von-Weinberg-Schule,60529,Frankfurt am Main,Zur Waldau 21,69,21232810,,,,,,,,,,831.0,216.0,,216.0,,,,,,,,,,,53.0,,,,,,1100,1100,21232806,poststelle@carl-von-weinberg-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,1100,53.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.08,8.6121,19,6.3,0,5,14,5,0,9,101,"2024,2023,2022",Unfallatlas
6108,412,0,1,2.0,Georg-August-Zinn-Schule,65933,Frankfurt am Main,Am Mühlgewann 1,69,21236100,,,,,,,,,,572.0,,,,,,,,,,,,,,50.0,,,,,,622,622,21240256,poststelle@georg-august-zinn-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,622,50.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1143,8.64658,100,33.3,0,13,87,31,6,46,46,"2024,2023,2022",Unfallatlas
6109,412,0,1,2.0,Schule am Mainbogen,60386,Frankfurt am Main,Fachfeldstraße 34,69,21248994,,,,,,,,,,466.0,,,,,,,,,,,,,,46.0,,,,,,512,512,21249110,poststelle@sam.frankfurt.schulverwaltung.hessen.de,Öffentlich,512,46.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1219,8.75743,24,8.0,0,4,20,7,3,14,167,"2024,2023,2022",Unfallatlas
6121,412,0,1,2.0,Paul-Hindemith-Schule,60326,Frankfurt am Main,Schwalbacher Straße 71 - 77,69,21235239,,,,,,,,,,634.0,,,,,,,,,,,,,,40.0,,,,,,674,674,21240054,poststelle@paul-hindemith-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,674,40.0,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1053,8.63494,78,26.0,0,4,74,22,18,35,57,"2024,2023,2022",Unfallatlas
6135,412,0,1,2.0,IGS-Nordend,60389,Frankfurt am Main,Hartmann-Ibach-Straße 54 - 58,69,21230855,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,,,,592,592,21234283,poststelle@igs-nordend.frankfurt.schulverwaltung.hessen.de,Öffentlich,592,,Gesamtschule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1283,8.70252,93,31.0,1,16,76,44,20,48,63,"2024,2023,2022",Unfallatlas
6266,412,0,1,,Wilhelm-Merton-Schule,60385,Frankfurt am Main,Andreaestraße 24,69,21246810,,,,,,,,,,,,,,,,,,,,,,,,,95.0,27.0,68.0,,,95,95,21246809,poststelle@wilhelm-merton-schule.frankfurt.schulverwaltung.hessen.de,Öffentlich,95,,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.142,8.66371,44,14.7,0,7,37,20,9,28,52,"2024,2023,2022",Unfallatlas
6365,412,0,2,,Freie Schule für Erwachsene Frankfurt,60437,Frankfurt am Main,Ben-Gurion-Ring 164,69,269235941,,,,,,,,,,,,,,,,,,,,,,,,,83.0,29.0,54.0,,,83,83,269235911,freieschule@lehrerkooperative.de,Privat,83,,Weiterführende Schule,Frankfurt am Main,Hessen,Hessisches Statistisches Landesamt Verzeichnis 6,2026-03-30,50.1866901,8.6588001,15,5.0,0,0,15,3,1,5,67,"2024,2023,2022",Unfallatlas
